ENSACAP00000011712	ENSACAG00000011773	Anolis_carolinensis
ENSPVIP00000022338	ENSPVIG00000016865	Pogona_vitticeps
ENSSMRP00000023784	ENSSMRG00000018455	Salvator_merianae
ENSSPUP00000001745	ENSSPUG00000001345	Sphenodon_punctatus
ENSCPRP00005005274	ENSCPRG00005003787	Crocodylus_porosus
ENSDNVP00000014613	ENSDNVG00000010293	Dromaius_novaehollandiae	ENSDNVT00000017560
ENSARWP00000012600	ENSARWG00000008712	Apteryx_rowi	ENSARWT00000014374
ENSNPEP00000011465	ENSNPEG00000008607	Nothoprocta_perdicaria
ENSAOWP00000018860	ENSAOWG00000012784	Apteryx_owenii	ENSAOWT00000021388
ENSSCAP00000000735	ENSSCAG00000000626	Serinus_canaria
ENSLSDP00000012517	ENSLSDG00000009139	Lonchura_striata_domestica
ENSJHYP00000022320	ENSJHYG00000016827	Junco_hyemalis
ENSZALP00000006592	ENSZALG00000005976	Zonotrichia_albicollis
ENSFALP00000003069	ENSFALG00000002939	Ficedula_albicollis
ENSCPGP00000016427	ENSCPGG00000011481	Calidris_pygmaea
ENSCPUP00000001123	ENSCPUG00000000875	Calidris_pugnax
ENSGALP00000047477	ENSGALG00000042008	Gallus_gallus
ENSCJPP00005010509	ENSCJPG00005009140	Coturnix_japonica
ENSPSIP00000019679	ENSPSIG00000017411	Pelodiscus_sinensis
ENSPCIP00000006701	ENSPCIG00000005714	Phascolarctos_cinereus
ENSVURP00010017286	ENSVURG00010013205	Vombatus_ursinus
ENSMEUP00000010739	ENSMEUG00000011789	Notamacropus_eugenii
ENSSHAP00000006639	ENSSHAG00000005779	Sarcophilus_harrisii
ENSMODP00000046096	ENSMODG00000001876	Monodelphis_domestica
ENSSTOP00000016653	ENSSTOG00000024196	Ictidomys_tridecemlineatus
ENSUPAP00010020173	ENSUPAG00010015978	Urocitellus_parryii
ENSMMMP00000023640	ENSMMMG00000020699	Marmota_marmota_marmota
ENSSDAP00000013566	ENSSDAG00000012238	Spermophilus_dauricus
ENSCPOP00000024070	ENSCPOG00000009422	Cavia_porcellus
ENSCAPP00000007249	ENSCAPG00000009224	Cavia_aperea
ENSCLAP00000011145	ENSCLAG00000007701	Chinchilla_lanigera
ENSODEP00000006137	ENSODEG00000004609	Octodon_degus
ENSODEP00000000020	ENSODEG00000000019	Octodon_degus
ENSHGLP00100015156	ENSHGLG00100011212	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015019	ENSHGLG00000010756	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019917	ENSFDAG00000008820	Fukomys_damarensis
ENSCCNP00000021253	ENSCCNG00000021097	Castor_canadensis
ENSDORP00000000719	ENSDORG00000000769	Dipodomys_ordii
ENSMSIP00000021791	ENSMSIG00000018512	Mus_spicilegus
MGP_SPRETEiJ_P0062259	MGP_SPRETEiJ_G0026461	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000004134	ENSMUSG00000004032	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0059874	MGP_CAROLIEiJ_G0025511	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070830	MGP_PahariEiJ_G0026957	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065389	ENSRNOG00000049743	Rattus_norvegicus
ENSRNOP00000070934	ENSRNOG00000058357	Rattus_norvegicus
ENSMUGP00000028714	ENSMUGG00000023806	Meriones_unguiculatus
ENSCGRP00000005473	ENSCGRG00000004008	Cricetulus_griseus_CriGri_1.0
