ENSSFOP00015025043	ENSSFOG00015016017	Scleropages_formosus
ENSPKIP00000022005	ENSPKIG00000006189	Paramormyrops_kingsleyae
ENSAMXP00000054343	ENSAMXG00000009555	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005053964	ENSAMXG00005024169	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000037542	ENSPNAG00000029369	Pygocentrus_nattereri
ENSEEEP00000008165	ENSEEEG00000004252	Electrophorus_electricus
ENSIPUP00000022577	ENSIPUG00000015306	Ictalurus_punctatus
ENSDARP00000121127	ENSDARG00000079473	Danio_rerio
ENSDCDP00000020138	ENSDCDG00000016043	Denticeps_clupeoides
ENSHHUP00000048279	ENSHHUG00000029284	Hucho_hucho
ENSHHUP00000057014	ENSHHUG00000033985	Hucho_hucho
ENSELUP00000035221	ENSELUG00000014068	Esox_lucius
ENSCHAP00000048109	ENSCHAG00000022092	Clupea_harengus
ENSACLP00000033373	ENSACLG00000022570	Astatotilapia_calliptera
ENSMZEP00005036754	ENSMZEG00005027403	Maylandia_zebra
ENSHBUP00000029445	ENSHBUG00000013868	Haplochromis_burtoni
ENSPNYP00000002303	ENSPNYG00000001800	Pundamilia_nyererei
ENSONIP00000001048	ENSONIG00000000824	Oreochromis_niloticus
ENSNBRP00000018083	ENSNBRG00000013930	Neolamprologus_brichardi
ENSACIP00000010659	ENSACIG00000008331	Amphilophus_citrinellus
ENSFHEP00000033224	ENSFHEG00000020220	Fundulus_heteroclitus
ENSCVAP00000017199	ENSCVAG00000020237	Cyprinodon_variegatus
ENSPFOP00000004844	ENSPFOG00000004712	Poecilia_formosa
ENSPLAP00000006701	ENSPLAG00000008889	Poecilia_latipinna
ENSPMEP00000007089	ENSPMEG00000008681	Poecilia_mexicana
ENSPREP00000013369	ENSPREG00000009089	Poecilia_reticulata
ENSXMAP00000022841	ENSXMAG00000018313	Xiphophorus_maculatus
ENSXCOP00000016480	ENSXCOG00000012440	Xiphophorus_couchianus
