ENSEBUP00000014930	ENSEBUG00000009410	Eptatretus_burgeri	ENSEBUT00000015506
ENSPMAP00000005668	ENSPMAG00000005130	Petromyzon_marinus	ENSPMAT00000005692
ENSPVIP00000002043	ENSPVIG00000001778	Pogona_vitticeps
ENSACAP00000013562	ENSACAG00000013771	Anolis_carolinensis
ENSNSUP00000023772	ENSNSUG00000017201	Notechis_scutatus
ENSSMRP00000021458	ENSSMRG00000016619	Salvator_merianae
ENSSPUP00000007327	ENSSPUG00000005667	Sphenodon_punctatus
ENSCJPP00005005572	ENSCJPG00005004950	Coturnix_japonica
ENSABRP00000014657	ENSABRG00000012934	Anser_brachyrhynchus
ENSCPGP00000002647	ENSCPGG00000001967	Calidris_pygmaea
ENSPMJP00000002221	ENSPMJG00000001817	Parus_major
ENSFALP00000000727	ENSFALG00000000706	Ficedula_albicollis
ENSJHYP00000011986	ENSJHYG00000009353	Junco_hyemalis
ENSZALP00000005427	ENSZALG00000005034	Zonotrichia_albicollis
ENSLSDP00000008878	ENSLSDG00000006640	Lonchura_striata_domestica
ENSARWP00000020883	ENSARWG00000014265	Apteryx_rowi
ENSCPBP00000023122	ENSCPBG00000016518	Chrysemys_picta_bellii
ENSGAGP00000022874	ENSGAGG00000016769	Gopherus_agassizii
ENSAHAP00000013535	ENSAHAG00000009448	Apteryx_haastii
ENSAOWP00000011066	ENSAOWG00000007384	Apteryx_owenii
ENSDNVP00000003909	ENSDNVG00000002349	Dromaius_novaehollandiae
ENSPSIP00000018539	ENSPSIG00000016417	Pelodiscus_sinensis
ENSNPEP00000003285	ENSNPEG00000002511	Nothoprocta_perdicaria
ENSCPRP00005011323	ENSCPRG00005007766	Crocodylus_porosus
ENSCABP00000001282	ENSCABG00000000649	Chelonoidis_abingdonii
ENSTGUP00000002807	ENSTGUG00000002727	Taeniopygia_guttata
ENSSCAP00000008665	ENSSCAG00000006366	Serinus_canaria
ENSLCOP00000017337	ENSLCOG00000012215	Lepidothrix_coronata
ENSMGAP00000003840	ENSMGAG00000004052	Meleagris_gallopavo
ENSMUNP00000001404	ENSMUNG00000000754	Melopsittacus_undulatus
ENSCCAP00000008699	ENSCCAG00000022100	Cebus_capucinus_imitator
ENSPCAP00000013486	ENSPCAG00000014378	Procavia_capensis
ENSMODP00000051867	ENSMODG00000014971	Monodelphis_domestica
ENSPVAP00000015626	ENSPVAG00000016559	Pteropus_vampyrus
ENSOARP00000002853	ENSOARG00000002687	Ovis_aries
ENSSARP00000012837	ENSSARG00000014189	Sorex_araneus
ENSVVUP00000032941	ENSVVUG00000023822	Vulpes_vulpes
ENSRROP00000031616	ENSRROG00000039495	Rhinopithecus_roxellana
ENSRBIP00000014173	ENSRBIG00000031186	Rhinopithecus_bieti
ENSCANP00000012818	ENSCANG00000029821	Colobus_angolensis_palliatus
ENSMFAP00000032627	ENSMFAG00000002868	Macaca_fascicularis
ENSCANP00000001561	ENSCANG00000005798	Colobus_angolensis_palliatus
ENSPANP00000020716	ENSPANG00000021420	Papio_anubis
ENSMNEP00000000896	ENSMNEG00000004340	Macaca_nemestrina
ENSMLEP00000021282	ENSMLEG00000034851	Mandrillus_leucophaeus
ENSCATP00000013149	ENSCATG00000030716	Cercocebus_atys
ENSCSAP00000014781	ENSCSAG00000003279	Chlorocebus_sabaeus
ENSPTRP00000015686	ENSPTRG00000009211	Pan_troglodytes
ENSPPAP00000011467	ENSPPAG00000028905	Pan_paniscus
ENSP00000251413	ENSG00000131462	Homo_sapiens
ENSNLEP00000014274	ENSNLEG00000011686	Nomascus_leucogenys
ENSCCAP00000027860	ENSCCAG00000031811	Cebus_capucinus_imitator
ENSCCAP00000022278	ENSCCAG00000028937	Cebus_capucinus_imitator
ENSSBOP00000034653	ENSSBOG00000033379	Saimiri_boliviensis_boliviensis
ENSCJAP00000024869	ENSCJAG00000013518	Callithrix_jacchus
