ENSAOWP00000010456	ENSAOWG00000007191	Apteryx_owenii	ENSAOWT00000011884
ENSARWP00000011928	ENSARWG00000008233	Apteryx_rowi	ENSARWT00000013577
ENSAHAP00000020123	ENSAHAG00000014166	Apteryx_haastii	ENSAHAT00000022211
ENSDNVP00000026405	ENSDNVG00000018374	Dromaius_novaehollandiae	ENSDNVT00000031927
ENSNPEP00000001511	ENSNPEG00000001167	Nothoprocta_perdicaria
ENSGALP00000066718	ENSGALG00000016776	Gallus_gallus
ENSCJPP00005001234	ENSCJPG00005001297	Coturnix_japonica
ENSMGAP00000015686	ENSMGAG00000014801	Meleagris_gallopavo
ENSNMEP00000020573	ENSNMEG00000017650	Numida_meleagris
ENSABRP00000012617	ENSABRG00000011315	Anser_brachyrhynchus
ENSAPLP00000031525	ENSAPLG00000000969	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000021311	ENSLCOG00000015031	Lepidothrix_coronata
ENSMVIP00005025603	ENSMVIG00005017873	Manacus_vitellinus
ENSLSDP00000023431	ENSLSDG00000016464	Lonchura_striata_domestica
ENSTGUP00000010308	ENSTGUG00000009966	Taeniopygia_guttata
ENSSCAP00000000119	ENSSCAG00000000065	Serinus_canaria
ENSJHYP00000024364	ENSJHYG00000018297	Junco_hyemalis
ENSZALP00000011469	ENSZALG00000009675	Zonotrichia_albicollis
ENSFALP00000003972	ENSFALG00000003811	Ficedula_albicollis
ENSPMJP00000020382	ENSPMJG00000015188	Parus_major
ENSCCEP00000023321	ENSCCEG00000020894	Cyanistes_caeruleus
ENSMUNP00000016977	ENSMUNG00000013029	Melopsittacus_undulatus
ENSCPGP00000025442	ENSCPGG00000017538	Calidris_pygmaea
ENSCPUP00000006190	ENSCPUG00000004469	Calidris_pugnax
ENSCPRP00005017952	ENSCPRG00005012439	Crocodylus_porosus
ENSGAGP00000005288	ENSGAGG00000004286	Gopherus_agassizii
ENSCABP00000007867	ENSCABG00000005863	Chelonoidis_abingdonii
