ENSDCDP00000003222	ENSDCDG00000001680	Denticeps_clupeoides
ENSCHAP00000007288	ENSCHAG00000004417	Clupea_harengus
ENSAMXP00005009390	ENSAMXG00005005337	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005057366	ENSAMXG00005025333	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000002431	ENSAMXG00000018527	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031962	ENSPNAG00000019613	Pygocentrus_nattereri
ENSEEEP00000041784	ENSEEEG00000019760	Electrophorus_electricus
ENSIPUP00000017822	ENSIPUG00000012014	Ictalurus_punctatus
ENSDARP00000121713	ENSDARG00000074219	Danio_rerio
ENSAPEP00000025437	ENSAPEG00000018071	Amphiprion_percula
ENSAOCP00000022995	ENSAOCG00000008802	Amphiprion_ocellaris
ENSAPOP00000020778	ENSAPOG00000024378	Acanthochromis_polyacanthus
ENSSPAP00000015650	ENSSPAG00000011810	Stegastes_partitus
ENSPRNP00000050550	ENSPRNG00000024015	Parambassis_ranga
ENSHBUP00000014408	ENSHBUG00000016292	Haplochromis_burtoni
ENSPNYP00000007146	ENSPNYG00000005481	Pundamilia_nyererei
ENSMZEP00005026312	ENSMZEG00005019623	Maylandia_zebra
ENSACLP00000040502	ENSACLG00000027280	Astatotilapia_calliptera
ENSNBRP00000023822	ENSNBRG00000018214	Neolamprologus_brichardi
ENSONIP00000007345	ENSONIG00000005831	Oreochromis_niloticus
ENSACIP00000026224	ENSACIG00000020310	Amphilophus_citrinellus
ENSGWIP00000009823	ENSGWIG00000005824	Gouania_willdenowi
ENSXMAP00000028520	ENSXMAG00000009286	Xiphophorus_maculatus
ENSXCOP00000013353	ENSXCOG00000010118	Xiphophorus_couchianus
ENSGAFP00000007512	ENSGAFG00000005082	Gambusia_affinis
ENSPFOP00000013328	ENSPFOG00000013170	Poecilia_formosa
ENSPLAP00000015148	ENSPLAG00000019016	Poecilia_latipinna
ENSPMEP00000021580	ENSPMEG00000001887	Poecilia_mexicana
ENSPREP00000031281	ENSPREG00000021179	Poecilia_reticulata
ENSCVAP00000032402	ENSCVAG00000022393	Cyprinodon_variegatus
ENSFHEP00000011854	ENSFHEG00000013380	Fundulus_heteroclitus
