ENSAOWP00000022859	ENSAOWG00000015440	Apteryx_owenii
ENSAHAP00000021971	ENSAHAG00000015442	Apteryx_haastii
ENSARWP00000013414	ENSARWG00000009295	Apteryx_rowi
ENSDNVP00000011822	ENSDNVG00000008342	Dromaius_novaehollandiae
ENSNPEP00000010796	ENSNPEG00000008124	Nothoprocta_perdicaria
ENSGALP00000022334	ENSGALG00000013777	Gallus_gallus
ENSCJPP00005009905	ENSCJPG00005008678	Coturnix_japonica
ENSNMEP00000025999	ENSNMEG00000021963	Numida_meleagris
ENSABRP00000012931	ENSABRG00000011414	Anser_brachyrhynchus
ENSAPLP00000008204	ENSAPLG00000008521	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000006031	ENSMUNG00000004898	Melopsittacus_undulatus
ENSMVIP00005024217	ENSMVIG00005016993	Manacus_vitellinus
ENSLCOP00000004736	ENSLCOG00000003579	Lepidothrix_coronata
ENSPMJP00000010744	ENSPMJG00000008425	Parus_major
ENSCCEP00000014173	ENSCCEG00000013484	Cyanistes_caeruleus
ENSFALP00000013277	ENSFALG00000012719	Ficedula_albicollis
ENSJHYP00000021371	ENSJHYG00000016186	Junco_hyemalis
ENSZALP00000011021	ENSZALG00000009257	Zonotrichia_albicollis
ENSSCAP00000019859	ENSSCAG00000014300	Serinus_canaria
ENSLSDP00000014024	ENSLSDG00000010133	Lonchura_striata_domestica
ENSTGUP00000011338	ENSTGUG00000010992	Taeniopygia_guttata
ENSCPUP00000006022	ENSCPUG00000004403	Calidris_pugnax
ENSCPRP00005001310	ENSCPRG00005000998	Crocodylus_porosus
ENSPVIP00000016677	ENSPVIG00000012890	Pogona_vitticeps
ENSSMRP00000000160	ENSSMRG00000000172	Salvator_merianae
ENSXETP00000008827	ENSXETG00000011990	Xenopus_tropicalis
ENSDCDP00000029214	ENSDCDG00000020719	Denticeps_clupeoides
ENSDCDP00000029581	ENSDCDG00000020907	Denticeps_clupeoides
ENSCHAP00000007471	ENSCHAG00000004595	Clupea_harengus
ENSAMXP00000010748	ENSAMXG00000010455	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005026138	ENSAMXG00005013125	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036653	ENSPNAG00000027721	Pygocentrus_nattereri
ENSEEEP00000052564	ENSEEEG00000024620	Electrophorus_electricus
ENSIPUP00000002485	ENSIPUG00000001763	Ictalurus_punctatus
ENSDARP00000023925	ENSDARG00000013973	Danio_rerio
ENSHHUP00000001176	ENSHHUG00000000413	Hucho_hucho
ENSHHUP00000057201	ENSHHUG00000034101	Hucho_hucho
ENSELUP00000042410	ENSELUG00000023636	Esox_lucius
ENSSMAP00000011808	ENSSMAG00000007264	Scophthalmus_maximus
ENSCSEP00000009062	ENSCSEG00000005804	Cynoglossus_semilaevis
ENSPLAP00000030363	ENSPLAG00000021381	Poecilia_latipinna
ENSPFOP00000017159	ENSPFOG00000017063	Poecilia_formosa
ENSPMEP00000000765	ENSPMEG00000001598	Poecilia_mexicana
ENSPREP00000020654	ENSPREG00000013958	Poecilia_reticulata
ENSGAFP00000020363	ENSGAFG00000013761	Gambusia_affinis
ENSXMAP00000033531	ENSXMAG00000021480	Xiphophorus_maculatus
ENSFHEP00000010382	ENSFHEG00000011775	Fundulus_heteroclitus
ENSCVAP00000031878	ENSCVAG00000021530	Cyprinodon_variegatus
ENSKMAP00000020293	ENSKMAG00000015076	Kryptolebias_marmoratus
ENSORLP00015027559	ENSORLG00015009695	Oryzias_latipes_ASM223469v1
ENSORLP00000041529	ENSORLG00000021852	Oryzias_latipes_ASM223467v1
ENSOMEP00000021136	ENSOMEG00000023022	Oryzias_melastigma
ENSGWIP00000012203	ENSGWIG00000007098	Gouania_willdenowi
ENSTRUP00000040763	ENSTRUG00000015942	Takifugu_rubripes
ENSTNIP00000006492	ENSTNIG00000003887	Tetraodon_nigroviridis
ENSGACP00000015866	ENSGACG00000011993	Gasterosteus_aculeatus
ENSLCRP00005057148	ENSLCRG00005021140	Larimichthys_crocea
ENSLBEP00000036389	ENSLBEG00000027231	Labrus_bergylta
ENSMMOP00000020896	ENSMMOG00000015878	Mola_mola
ENSAOCP00000026646	ENSAOCG00000015029	Amphiprion_ocellaris
ENSAPEP00000019979	ENSAPEG00000014259	Amphiprion_percula
ENSAPOP00000034591	ENSAPOG00000023983	Acanthochromis_polyacanthus
ENSSPAP00000002616	ENSSPAG00000002003	Stegastes_partitus
ENSPRNP00000012106	ENSPRNG00000006755	Parambassis_ranga
ENSACLP00000008963	ENSACLG00000006088	Astatotilapia_calliptera
ENSMZEP00005017168	ENSMZEG00005012886	Maylandia_zebra
ENSPNYP00000001400	ENSPNYG00000001113	Pundamilia_nyererei
ENSHBUP00000023494	ENSHBUG00000004370	Haplochromis_burtoni
ENSNBRP00000011551	ENSNBRG00000008992	Neolamprologus_brichardi
ENSONIP00000023525	ENSONIG00000018688	Oreochromis_niloticus
ENSACIP00000019146	ENSACIG00000014900	Amphilophus_citrinellus
ENSSDUP00000011517	ENSSDUG00000008383	Seriola_dumerili
ENSSLDP00000009227	ENSSLDG00000007305	Seriola_lalandi_dorsalis
ENSLCAP00010046926	ENSLCAG00010021735	Lates_calcarifer
ENSMAMP00000029166	ENSMAMG00000019640	Mastacembelus_armatus
ENSMALP00000005615	ENSMALG00000004024	Monopterus_albus
ENSATEP00000000364	ENSATEG00000000247	Anabas_testudineus
ENSBSLP00000010399	ENSBSLG00000005275	Betta_splendens
ENSPMGP00000009451	ENSPMGG00000007824	Periophthalmus_magnuspinnatus
ENSHCOP00000009874	ENSHCOG00000012396	Hippocampus_comes
ENSGMOP00000004519	ENSGMOG00000004257	Gadus_morhua
ENSSFOP00015022408	ENSSFOG00015014407	Scleropages_formosus
ENSPKIP00000014930	ENSPKIG00000001815	Paramormyrops_kingsleyae
ENSLOCP00000000817	ENSLOCG00000000733	Lepisosteus_oculatus
ENSECRP00000019689	ENSECRG00000013171	Erpetoichthys_calabaricus
ENSEBUP00000025223	ENSEBUG00000015554	Eptatretus_burgeri
