ENSGAGP00000013561	ENSGAGG00000010355	Gopherus_agassizii
ENSCABP00000001042	ENSCABG00000000874	Chelonoidis_abingdonii
ENSCPBP00000040978	ENSCPBG00000028134	Chrysemys_picta_bellii
ENSPSIP00000009016	ENSPSIG00000008227	Pelodiscus_sinensis
ENSGALP00000001568	ENSGALG00000001048	Gallus_gallus
ENSMGAP00000008532	ENSMGAG00000008339	Meleagris_gallopavo
ENSNMEP00000014774	ENSNMEG00000013197	Numida_meleagris
ENSCJPP00005012835	ENSCJPG00005010890	Coturnix_japonica
ENSABRP00000026800	ENSABRG00000022363	Anser_brachyrhynchus	ENSABRT00000037483
ENSCPUP00000023731	ENSCPUG00000016108	Calidris_pugnax
ENSCPGP00000018266	ENSCPGG00000012787	Calidris_pygmaea
ENSMUNP00000012229	ENSMUNG00000009620	Melopsittacus_undulatus
ENSLSDP00000005407	ENSLSDG00000004232	Lonchura_striata_domestica
ENSTGUP00000007400	ENSTGUG00000007193	Taeniopygia_guttata
ENSSCAP00000022458	ENSSCAG00000016141	Serinus_canaria
ENSPMJP00000026220	ENSPMJG00000019170	Parus_major
ENSCCEP00000010688	ENSCCEG00000010570	Cyanistes_caeruleus
ENSJHYP00000003942	ENSJHYG00000003252	Junco_hyemalis
ENSFALP00000002246	ENSFALG00000002145	Ficedula_albicollis
ENSMVIP00005013636	ENSMVIG00005009866	Manacus_vitellinus
ENSLCOP00000020182	ENSLCOG00000014305	Lepidothrix_coronata
ENSAHAP00000018493	ENSAHAG00000013116	Apteryx_haastii
ENSARWP00000008009	ENSARWG00000005598	Apteryx_rowi
ENSAOWP00000003874	ENSAOWG00000002727	Apteryx_owenii
ENSNPEP00000017398	ENSNPEG00000012948	Nothoprocta_perdicaria
ENSCPRP00005015376	ENSCPRG00005010769	Crocodylus_porosus
ENSACAP00000000011	ENSACAG00000000012	Anolis_carolinensis
ENSPVIP00000035170	ENSPVIG00000025717	Pogona_vitticeps
ENSSMRP00000014641	ENSSMRG00000011397	Salvator_merianae
ENSSPUP00000001092	ENSSPUG00000000841	Sphenodon_punctatus
ENSVURP00010012282	ENSVURG00010009499	Vombatus_ursinus
ENSVURP00010022769	ENSVURG00010017449	Vombatus_ursinus
ENSPCIP00000027546	ENSPCIG00000020590	Phascolarctos_cinereus
ENSMEUP00000014006	ENSMEUG00000015345	Notamacropus_eugenii
ENSSHAP00000020288	ENSSHAG00000017206	Sarcophilus_harrisii
ENSMODP00000024653	ENSMODG00000019750	Monodelphis_domestica
ENSMLUP00000016115	ENSMLUG00000017669	Myotis_lucifugus
ENSPVAP00000008578	ENSPVAG00000009092	Pteropus_vampyrus
ENSBIXP00000016250	ENSBIXG00000007157	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013889	ENSBIXG00005017994	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063588	ENSBTAG00000004848	Bos_taurus
ENSBMUP00000027307	ENSBMUG00000020472	Bos_mutus
ENSBBBP00000006743	ENSBBBG00000000806	Bison_bison_bison
ENSCHIP00000028203	ENSCHIG00000023813	Capra_hircus
ENSOARP00000014254	ENSOARG00000013298	Ovis_aries
ENSTTRP00000016483	ENSTTRG00000017392	Tursiops_truncatus
ENSSSCP00000071173	ENSSSCG00000005593	Sus_scrofa_strain_reference
ENSVPAP00000008623	ENSVPAG00000009262	Vicugna_pacos
ENSUAMP00000018232	ENSUAMG00000014462	Ursus_americanus
ENSUMAP00000003608	ENSUMAG00000002991	Ursus_maritimus
ENSAMEP00000017454	ENSAMEG00000016521	Ailuropoda_melanoleuca
ENSMPUP00000013857	ENSMPUG00000013962	Mustela_putorius_furo
ENSNVIP00000007195	ENSNVIG00000005683	Neovison_vison
ENSCAFP00000042081	ENSCAFG00000028621	Canis_lupus_familiaris
ENSCAFP00020019604	ENSCAFG00020015588	Canis_lupus_dingo
ENSVVUP00000013511	ENSVVUG00000009902	Vulpes_vulpes
ENSPPRP00000016146	ENSPPRG00000008528	Panthera_pardus
ENSPTIP00000000102	ENSPTIG00000000256	Panthera_tigris_altaica
ENSFCAP00000003004	ENSFCAG00000003257	Felis_catus
ENSEASP00005030505	ENSEASG00005020762	Equus_asinus_asinus
ENSECAP00000036732	ENSECAG00000023908	Equus_caballus
ENSEEUP00000000239	ENSEEUG00000000273	Erinaceus_europaeus
ENSCCNP00000010459	ENSCCNG00000010946	Castor_canadensis
ENSDORP00000017901	ENSDORG00000013607	Dipodomys_ordii
ENSCGRP00015032392	ENSCGRG00015024437	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010381	ENSCGRG00000007615	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001016730	ENSCGRG00001016979	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000014738	ENSMAUG00000014419	Mesocricetus_auratus
ENSPEMP00000029524	ENSPEMG00000029944	Peromyscus_maniculatus_bairdii
ENSMOCP00000006515	ENSMOCG00000006167	Microtus_ochrogaster
MGP_SPRETEiJ_P0053626	MGP_SPRETEiJ_G0024449	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031777	ENSMSIG00000026578	Mus_spicilegus
MGP_CAROLIEiJ_P0051578	MGP_CAROLIEiJ_G0023529	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000058761	ENSMUSG00000046618	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0062586	MGP_PahariEiJ_G0024982	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018852	ENSRNOG00000014034	Rattus_norvegicus
ENSMUGP00000027598	ENSMUGG00000022929	Meriones_unguiculatus
ENSNGAP00000004906	ENSNGAG00000006763	Nannospalax_galili
ENSJJAP00000015098	ENSJJAG00000017354	Jaculus_jaculus
ENSMMMP00000020558	ENSMMMG00000018107	Marmota_marmota_marmota
ENSSDAP00000014652	ENSSDAG00000013192	Spermophilus_dauricus
ENSUPAP00010016823	ENSUPAG00010013389	Urocitellus_parryii
ENSSTOP00000007023	ENSSTOG00000007852	Ictidomys_tridecemlineatus
ENSHGLP00000017471	ENSHGLG00000012516	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007923	ENSHGLG00100005905	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023176	ENSFDAG00000021385	Fukomys_damarensis
ENSCLAP00000020616	ENSCLAG00000014121	Chinchilla_lanigera
ENSODEP00000005481	ENSODEG00000004138	Octodon_degus
ENSCPOP00000003178	ENSCPOG00000003516	Cavia_porcellus
ENSCAPP00000011421	ENSCAPG00000012496	Cavia_aperea
ENSOCUP00000037672	ENSOCUG00000002473	Oryctolagus_cuniculus
ENSOPRP00000000361	ENSOPRG00000000397	Ochotona_princeps
ENSTBEP00000006450	ENSTBEG00000007469	Tupaia_belangeri
ENSPPAP00000026185	ENSPPAG00000036204	Pan_paniscus
ENSPTRP00000074252	ENSPTRG00000021359	Pan_troglodytes
ENSP00000362682	ENSG00000185585	Homo_sapiens
ENSGGOP00000020712	ENSGGOG00000004100	Gorilla_gorilla
ENSPPYP00000021965	ENSPPYG00000019601	Pongo_abelii
ENSNLEP00000020999	ENSNLEG00000017289	Nomascus_leucogenys
ENSCANP00000039649	ENSCANG00000043492	Colobus_angolensis_palliatus
ENSCSAP00000009727	ENSCSAG00000013568	Chlorocebus_sabaeus
ENSRROP00000022461	ENSRROG00000035091	Rhinopithecus_roxellana
ENSRBIP00000011048	ENSRBIG00000029375	Rhinopithecus_bieti
ENSPTEP00000013996	ENSPTEG00000015637	Piliocolobus_tephrosceles
ENSMNEP00000002915	ENSMNEG00000013543	Macaca_nemestrina
ENSMMUP00000014646	ENSMMUG00000011183	Macaca_mulatta
ENSMFAP00000005460	ENSMFAG00000002383	Macaca_fascicularis
ENSPANP00000018893	ENSPANG00000025860	Papio_anubis
ENSTGEP00000030414	ENSTGEG00000024406	Theropithecus_gelada
ENSMLEP00000036135	ENSMLEG00000042186	Mandrillus_leucophaeus
ENSCATP00000008863	ENSCATG00000026827	Cercocebus_atys
ENSCCAP00000010642	ENSCCAG00000023075	Cebus_capucinus_imitator
ENSCJAP00000012368	ENSCJAG00000006668	Callithrix_jacchus
ENSSBOP00000032958	ENSSBOG00000032661	Saimiri_boliviensis_boliviensis
ENSANAP00000021555	ENSANAG00000028567	Aotus_nancymaae
ENSTSYP00000003950	ENSTSYG00000004316	Carlito_syrichta
ENSMICP00000034142	ENSMICG00000002915	Microcebus_murinus
ENSPSMP00000032503	ENSPSMG00000022484	Prolemur_simus
ENSPCOP00000017746	ENSPCOG00000020707	Propithecus_coquereli
ENSOGAP00000007618	ENSOGAG00000008504	Otolemur_garnettii
ENSDNOP00000022065	ENSDNOG00000040474	Dasypus_novemcinctus
