ENSPVAP00000005175	ENSPVAG00000005467	Pteropus_vampyrus
ENSMLUP00000010683	ENSMLUG00000011734	Myotis_lucifugus
ENSBIXP00005002422	ENSBIXG00005008791	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000005835	ENSBIXG00000011970	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000032289	ENSBMUG00000024083	Bos_mutus
ENSBTAP00000007710	ENSBTAG00000005866	Bos_taurus
ENSOARP00000013485	ENSOARG00000012586	Ovis_aries
ENSCHIP00000012767	ENSCHIG00000014415	Capra_hircus
ENSTTRP00000003977	ENSTTRG00000004239	Tursiops_truncatus
ENSSSCP00000067711	ENSSSCG00000012283	Sus_scrofa_strain_reference
ENSVPAP00000002558	ENSVPAG00000002762	Vicugna_pacos
ENSUMAP00000010690	ENSUMAG00000008037	Ursus_maritimus
ENSUAMP00000006570	ENSUAMG00000005752	Ursus_americanus
ENSAMEP00000013514	ENSAMEG00000012840	Ailuropoda_melanoleuca
ENSMPUP00000013322	ENSMPUG00000013422	Mustela_putorius_furo
ENSNVIP00000007691	ENSNVIG00000006098	Neovison_vison
ENSCAFP00000053430	ENSCAFG00000015170	Canis_lupus_familiaris
ENSCAFP00020027214	ENSCAFG00020021363	Canis_lupus_dingo
ENSVVUP00000023972	ENSVVUG00000017593	Vulpes_vulpes
ENSPTIP00000019984	ENSPTIG00000017612	Panthera_tigris_altaica
ENSPPRP00000007442	ENSPPRG00000002587	Panthera_pardus
ENSFCAP00000043373	ENSFCAG00000044281	Felis_catus
ENSECAP00000016691	ENSECAG00000019179	Equus_caballus
ENSEASP00005016034	ENSEASG00005011135	Equus_asinus_asinus
ENSSARP00000011181	ENSSARG00000012388	Sorex_araneus
ENSEEUP00000011511	ENSEEUG00000012650	Erinaceus_europaeus
ENSRROP00000034425	ENSRROG00000040771	Rhinopithecus_roxellana
ENSRBIP00000002385	ENSRBIG00000011815	Rhinopithecus_bieti
ENSCANP00000022071	ENSCANG00000034485	Colobus_angolensis_palliatus
ENSPTEP00000008487	ENSPTEG00000009639	Piliocolobus_tephrosceles
ENSMLEP00000023507	ENSMLEG00000035952	Mandrillus_leucophaeus
ENSPANP00000008468	ENSPANG00000008099	Papio_anubis
ENSMFAP00000030357	ENSMFAG00000042362	Macaca_fascicularis
ENSMNEP00000014958	ENSMNEG00000031622	Macaca_nemestrina
ENSMMUP00000018489	ENSMMUG00000014066	Macaca_mulatta
ENSCATP00000021709	ENSCATG00000034554	Cercocebus_atys
ENSTGEP00000006226	ENSTGEG00000005097	Theropithecus_gelada
ENSCSAP00000009746	ENSCSAG00000013582	Chlorocebus_sabaeus
ENSPTRP00000037501	ENSPTRG00000023331	Pan_troglodytes
ENSPPAP00000008776	ENSPPAG00000027628	Pan_paniscus
ENSP00000366153	ENSG00000197779	Homo_sapiens
ENSGGOP00000040860	ENSGGOG00000042509	Gorilla_gorilla
ENSPPYP00000022722	ENSPPYG00000020302	Pongo_abelii
ENSNLEP00000004202	ENSNLEG00000003479	Nomascus_leucogenys
ENSSBOP00000007728	ENSSBOG00000020798	Saimiri_boliviensis_boliviensis
ENSCCAP00000007976	ENSCCAG00000021742	Cebus_capucinus_imitator
ENSCJAP00000028771	ENSCJAG00000015620	Callithrix_jacchus
ENSANAP00000032619	ENSANAG00000034001	Aotus_nancymaae
ENSTSYP00000007532	ENSTSYG00000008231	Carlito_syrichta
ENSPCOP00000015817	ENSPCOG00000019656	Propithecus_coquereli
ENSMICP00000037958	ENSMICG00000037260	Microcebus_murinus
ENSPSMP00000023123	ENSPSMG00000016360	Prolemur_simus
ENSOGAP00000013411	ENSOGAG00000014983	Otolemur_garnettii
ENSTBEP00000001078	ENSTBEG00000001263	Tupaia_belangeri
ENSCLAP00000002119	ENSCLAG00000001537	Chinchilla_lanigera
ENSODEP00000012965	ENSODEG00000009602	Octodon_degus
ENSCPOP00000025724	ENSCPOG00000031196	Cavia_porcellus
ENSHGLP00000001242	ENSHGLG00000000969	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000702	ENSHGLG00100000584	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020880	ENSFDAG00000008114	Fukomys_damarensis
ENSUPAP00010021591	ENSUPAG00010017175	Urocitellus_parryii
ENSSDAP00000026443	ENSSDAG00000023965	Spermophilus_dauricus
ENSMMMP00000014023	ENSMMMG00000012489	Marmota_marmota_marmota
ENSSTOP00000007725	ENSSTOG00000008624	Ictidomys_tridecemlineatus
ENSNGAP00000019804	ENSNGAG00000019509	Nannospalax_galili
ENSRNOP00000070572	ENSRNOG00000057227	Rattus_norvegicus
ENSJJAP00000021579	ENSJJAG00000021900	Jaculus_jaculus
ENSDORP00000027156	ENSDORG00000024150	Dipodomys_ordii
ENSOCUP00000026168	ENSOCUG00000029071	Oryctolagus_cuniculus
ENSOPRP00000002936	ENSOPRG00000003198	Ochotona_princeps
ENSSARP00000011487	ENSSARG00000012712	Sorex_araneus
ENSEASP00005016030	ENSEASG00005011132	Equus_asinus_asinus
ENSAMEP00000014115	ENSAMEG00000013413	Ailuropoda_melanoleuca	ENSAMET00000014707
ENSPCAP00000011883	ENSPCAG00000012754	Procavia_capensis	ENSPCAT00000012722
ENSETEP00000014214	ENSETEG00000017499	Echinops_telfairi	ENSETET00000017500
ENSDNOP00000026832	ENSDNOG00000041183	Dasypus_novemcinctus	ENSDNOT00000043553
ENSCHOP00000002929	ENSCHOG00000003307	Choloepus_hoffmanni	ENSCHOT00000003322
