ENSAHAP00000011360	ENSAHAG00000008221	Apteryx_haastii
ENSARWP00000001562	ENSARWG00000001254	Apteryx_rowi
ENSAOWP00000014113	ENSAOWG00000009622	Apteryx_owenii
ENSNPEP00000018802	ENSNPEG00000014024	Nothoprocta_perdicaria
ENSDNVP00000014188	ENSDNVG00000009970	Dromaius_novaehollandiae
ENSLSDP00000017531	ENSLSDG00000012557	Lonchura_striata_domestica
ENSTGUP00000008019	ENSTGUG00000007774	Taeniopygia_guttata
ENSSCAP00000001072	ENSSCAG00000000887	Serinus_canaria
ENSJHYP00000009745	ENSJHYG00000007649	Junco_hyemalis
ENSFALP00000005359	ENSFALG00000005153	Ficedula_albicollis
ENSCCEP00000017052	ENSCCEG00000015837	Cyanistes_caeruleus
ENSPMJP00000026815	ENSPMJG00000019558	Parus_major
ENSZALP00000008929	ENSZALG00000007732	Zonotrichia_albicollis
ENSLCOP00000001097	ENSLCOG00000000913	Lepidothrix_coronata
ENSMVIP00005017319	ENSMVIG00005012374	Manacus_vitellinus
ENSMUNP00000014018	ENSMUNG00000010924	Melopsittacus_undulatus
ENSGALP00000016469	ENSGALG00000010140	Gallus_gallus
ENSMGAP00000010651	ENSMGAG00000010268	Meleagris_gallopavo
ENSCJPP00005011358	ENSCJPG00005009757	Coturnix_japonica
ENSNMEP00000025237	ENSNMEG00000021376	Numida_meleagris
ENSAPLP00000017702	ENSAPLG00000027525	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000029620	ENSAPLG00000017981	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000011067	ENSAPLG00000011298	Anas_platyrhynchos_platyrhynchos
ENSABRP00000020884	ENSABRG00000017776	Anser_brachyrhynchus
ENSCPUP00000017488	ENSCPUG00000012044	Calidris_pugnax
ENSCPGP00000020125	ENSCPGG00000014096	Calidris_pygmaea
ENSCPRP00005025259	ENSCPRG00005017519	Crocodylus_porosus
ENSCABP00000005444	ENSCABG00000004092	Chelonoidis_abingdonii
ENSGAGP00000028456	ENSGAGG00000020627	Gopherus_agassizii
ENSCPBP00000006545	ENSCPBG00000005189	Chrysemys_picta_bellii
ENSPSIP00000011133	ENSPSIG00000009928	Pelodiscus_sinensis
ENSSMRP00000023680	ENSSMRG00000018368	Salvator_merianae
ENSNSUP00000021746	ENSNSUG00000015781	Notechis_scutatus
ENSACAP00000015276	ENSACAG00000015495	Anolis_carolinensis
ENSPVIP00000030886	ENSPVIG00000022706	Pogona_vitticeps
ENSSPUP00000004761	ENSSPUG00000003671	Sphenodon_punctatus
ENSOANP00000026539	ENSOANG00000020860	Ornithorhynchus_anatinus
ENSOANP00000015417	ENSOANG00000009716	Ornithorhynchus_anatinus
ENSVURP00010024475	ENSVURG00010018762	Vombatus_ursinus
ENSVURP00010014917	ENSVURG00010011412	Vombatus_ursinus
ENSPCIP00000037449	ENSPCIG00000027585	Phascolarctos_cinereus
ENSMEUP00000002343	ENSMEUG00000002562	Notamacropus_eugenii
ENSSHAP00000012307	ENSSHAG00000010543	Sarcophilus_harrisii
ENSMODP00000056762	ENSMODG00000002504	Monodelphis_domestica
ENSUMAP00000033702	ENSUMAG00000024275	Ursus_maritimus
ENSUAMP00000022653	ENSUAMG00000017786	Ursus_americanus
ENSAMEP00000015016	ENSAMEG00000014247	Ailuropoda_melanoleuca
ENSMPUP00000013205	ENSMPUG00000013303	Mustela_putorius_furo
ENSNVIP00000023903	ENSNVIG00000018530	Neovison_vison
ENSCAFP00000006972	ENSCAFG00000004681	Canis_lupus_familiaris
ENSCAFP00020021315	ENSCAFG00020016800	Canis_lupus_dingo
ENSVVUP00000010431	ENSVVUG00000007715	Vulpes_vulpes
ENSPPRP00000018765	ENSPPRG00000010361	Panthera_pardus
ENSPTIP00000016156	ENSPTIG00000015016	Panthera_tigris_altaica
ENSFCAP00000009257	ENSFCAG00000009972	Felis_catus
ENSEEUP00000001861	ENSEEUG00000002044	Erinaceus_europaeus
ENSBIXP00005004531	ENSBIXG00005010430	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000041692	ENSBIXG00000025834	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000049588	ENSBTAG00000019010	Bos_taurus
ENSBMUP00000022571	ENSBMUG00000016990	Bos_mutus
