ENSCPBP00000040717	ENSCPBG00000027961	Chrysemys_picta_bellii
FBpp0086629	FBgn0033948	Drosophila_melanogaster
ENSGGOP00000021840	ENSGGOG00000016476	Gorilla_gorilla
ENSDORP00000012131	ENSDORG00000012901	Dipodomys_ordii
ENSXETP00000001261	ENSXETG00000003332	Xenopus_tropicalis
ENSBIXP00005034561	ENSBIXG00005015528	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGMOP00000006891	ENSGMOG00000006485	Gadus_morhua
ENSCPRP00005007023	ENSCPRG00005004986	Crocodylus_porosus
ENSOCUP00000013741	ENSOCUG00000015990	Oryctolagus_cuniculus
ENSTGEP00000035554	ENSTGEG00000028298	Theropithecus_gelada
ENSCSAP00000012691	ENSCSAG00000016633	Chlorocebus_sabaeus
ENSTTRP00000002792	ENSTTRG00000002977	Tursiops_truncatus
ENSECAP00000039951	ENSECAG00000007352	Equus_caballus
ENSCAFP00000024205	ENSCAFG00000016448	Canis_lupus_familiaris
ENSAOCP00000002412	ENSAOCG00000005536	Amphiprion_ocellaris
ENSJJAP00000014070	ENSJJAG00000016627	Jaculus_jaculus
ENSCINP00000013585	ENSCING00000006615	Ciona_intestinalis	ENSCINT00000013585
ENSXETP00000033162	ENSXETG00000016447	Xenopus_tropicalis
ENSEEUP00000007991	ENSEEUG00000008752	Erinaceus_europaeus
ENSMNEP00000006262	ENSMNEG00000027221	Macaca_nemestrina
ENSMODP00000000466	ENSMODG00000000388	Monodelphis_domestica
ENSAPLP00000009422	ENSAPLG00000009717	Anas_platyrhynchos_platyrhynchos
ENSMALP00000028141	ENSMALG00000019491	Monopterus_albus	ENSMALT00000028656
ENSMMOP00000027318	ENSMMOG00000020654	Mola_mola
ENSJHYP00000021473	ENSJHYG00000016255	Junco_hyemalis
ENSTGUP00000009684	ENSTGUG00000009397	Taeniopygia_guttata
ENSPPRP00000012946	ENSPPRG00000006329	Panthera_pardus
ENSOMEP00000023936	ENSOMEG00000004315	Oryzias_melastigma
ENSGALP00000053218	ENSGALG00000036621	Gallus_gallus
ENSSDUP00000004570	ENSSDUG00000003383	Seriola_dumerili
ENSPLAP00000022426	ENSPLAG00000006993	Poecilia_latipinna
ENSPFOP00000004818	ENSPFOG00000004954	Poecilia_formosa
ENSCVAP00000014849	ENSCVAG00000017577	Cyprinodon_variegatus
ENSGACP00000001255	ENSGACG00000000969	Gasterosteus_aculeatus
ENSRNOP00000051233	ENSRNOG00000029064	Rattus_norvegicus
ENSPPAP00000015992	ENSPPAG00000031116	Pan_paniscus
ENSPREP00000032028	ENSPREG00000021704	Poecilia_reticulata
ENSNPEP00000000020	ENSNPEG00000000027	Nothoprocta_perdicaria
ENSCGRP00015022856	ENSCGRG00015017327	Cricetulus_griseus_CriGri-PICR
ENSCABP00000003811	ENSCABG00000002879	Chelonoidis_abingdonii
ENSMMMP00000019588	ENSMMMG00000017301	Marmota_marmota_marmota
ENSPCAP00000002414	ENSPCAG00000002556	Procavia_capensis
ENSABRP00000017002	ENSABRG00000014832	Anser_brachyrhynchus
ENSAOWP00000026579	ENSAOWG00000017921	Apteryx_owenii
ENSPVIP00000027223	ENSPVIG00000020244	Pogona_vitticeps
ENSACIP00000016229	ENSACIG00000012574	Amphilophus_citrinellus
ENSTRUP00000025275	ENSTRUG00000010046	Takifugu_rubripes	ENSTRUT00000025378
ENSHHUP00000080005	ENSHHUG00000046609	Hucho_hucho
ENSSDAP00000023286	ENSSDAG00000021202	Spermophilus_dauricus
ENSXETP00000033139	ENSXETG00000016463	Xenopus_tropicalis
ENSCSEP00000007240	ENSCSEG00000004671	Cynoglossus_semilaevis
ENSCJAP00000024357	ENSCJAG00000013241	Callithrix_jacchus
ENSPSIP00000017566	ENSPSIG00000015625	Pelodiscus_sinensis
ENSSHAP00000005073	ENSSHAG00000004438	Sarcophilus_harrisii
ENSELUP00000011365	ENSELUG00000011763	Esox_lucius
ENSCSAVP00000012636	ENSCSAVG00000007419	Ciona_savignyi	ENSCSAVT00000012781
ENSOPRP00000005026	ENSOPRG00000005480	Ochotona_princeps
ENSPTIP00000006979	ENSPTIG00000008749	Panthera_tigris_altaica
ENSTSYP00000000332	ENSTSYG00000000364	Carlito_syrichta
ENSDNVP00000006490	ENSDNVG00000004648	Dromaius_novaehollandiae
ENSMZEP00005011623	ENSMZEG00005008724	Maylandia_zebra
ENSOGAP00000001844	ENSOGAG00000002064	Otolemur_garnettii
ENSLCAP00010009029	ENSLCAG00010004312	Lates_calcarifer	ENSLCAT00010009237
ENSHHUP00000031326	ENSHHUG00000019901	Hucho_hucho
ENSCHAP00000021772	ENSCHAG00000010934	Clupea_harengus
ENSLOCP00000016207	ENSLOCG00000013153	Lepisosteus_oculatus
ENSHCOP00000019592	ENSHCOG00000005083	Hippocampus_comes
ENSP00000303468	ENSG00000168228	Homo_sapiens
ENSECRP00000003779	ENSECRG00000002591	Erpetoichthys_calabaricus
ENSCPGP00000007510	ENSCPGG00000005358	Calidris_pygmaea
ENSARWP00000013907	ENSARWG00000009618	Apteryx_rowi
ENSPCIP00000004937	ENSPCIG00000004082	Phascolarctos_cinereus
