ENSGAGP00000026092	ENSGAGG00000019062	Gopherus_agassizii
ENSCABP00000031711	ENSCABG00000023161	Chelonoidis_abingdonii
ENSCPBP00000001949	ENSCPBG00000001587	Chrysemys_picta_bellii
ENSPSIP00000008101	ENSPSIG00000007408	Pelodiscus_sinensis
ENSAPLP00000028539	ENSAPLG00000029415	Anas_platyrhynchos_platyrhynchos
ENSABRP00000006236	ENSABRG00000005752	Anser_brachyrhynchus
ENSMGAP00000001834	ENSMGAG00000002286	Meleagris_gallopavo
ENSGALP00000041364	ENSGALG00000025867	Gallus_gallus
ENSCJPP00005010559	ENSCJPG00005009149	Coturnix_japonica
ENSTGUP00000000879	ENSTGUG00000000860	Taeniopygia_guttata
ENSLSDP00000012484	ENSLSDG00000009112	Lonchura_striata_domestica
ENSZALP00000006986	ENSZALG00000006273	Zonotrichia_albicollis
ENSJHYP00000022338	ENSJHYG00000016841	Junco_hyemalis
ENSPMJP00000015756	ENSPMJG00000011945	Parus_major
ENSLCOP00000006990	ENSLCOG00000005169	Lepidothrix_coronata
ENSMUNP00000008168	ENSMUNG00000006525	Melopsittacus_undulatus
ENSARWP00000017441	ENSARWG00000011995	Apteryx_rowi
ENSAOWP00000010290	ENSAOWG00000007085	Apteryx_owenii
ENSDNVP00000021701	ENSDNVG00000015148	Dromaius_novaehollandiae
ENSCCEP00000005945	ENSCCEG00000006462	Cyanistes_caeruleus
ENSSCAP00000000370	ENSSCAG00000000327	Serinus_canaria
ENSCPGP00000027987	ENSCPGG00000019297	Calidris_pygmaea
ENSMVIP00005015685	ENSMVIG00005011273	Manacus_vitellinus
ENSFALP00000003084	ENSFALG00000002951	Ficedula_albicollis
ENSCPUP00000029432	ENSCPUG00000019718	Calidris_pugnax
ENSNPEP00000011423	ENSNPEG00000008573	Nothoprocta_perdicaria
ENSCPRP00005005197	ENSCPRG00005003718	Crocodylus_porosus
ENSSPUP00000012216	ENSSPUG00000009374	Sphenodon_punctatus
ENSPCAP00000011792	ENSPCAG00000012660	Procavia_capensis
ENSLAFP00000019179	ENSLAFG00000007109	Loxodonta_africana
ENSETEP00000011648	ENSETEG00000014353	Echinops_telfairi
ENSHGLP00000020377	ENSHGLG00000014566	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013002	ENSHGLG00100009626	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003330	ENSFDAG00000012808	Fukomys_damarensis
ENSCLAP00000013060	ENSCLAG00000009014	Chinchilla_lanigera
ENSODEP00000006039	ENSODEG00000004536	Octodon_degus
ENSCAPP00000002988	ENSCAPG00000005879	Cavia_aperea
