ENSCPBP00000011727	ENSCPBG00000008906	Chrysemys_picta_bellii
ENSCABP00000026077	ENSCABG00000019187	Chelonoidis_abingdonii
ENSCPRP00005022014	ENSCPRG00005015329	Crocodylus_porosus
ENSSMRP00000009455	ENSSMRG00000007544	Salvator_merianae
ENSACAP00000007681	ENSACAG00000007850	Anolis_carolinensis
ENSSPUP00000013319	ENSSPUG00000010237	Sphenodon_punctatus
ENSCLAP00000023823	ENSCLAG00000016357	Chinchilla_lanigera
ENSODEP00000024657	ENSODEG00000018046	Octodon_degus
ENSCAPP00000012556	ENSCAPG00000013393	Cavia_aperea
ENSCPOP00000022254	ENSCPOG00000034697	Cavia_porcellus
ENSHGLP00000018696	ENSHGLG00000013391	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025013	ENSHGLG00100018355	Heterocephalus_glaber_HetGla_1.0
ENSSARP00000007810	ENSSARG00000008642	Sorex_araneus
ENSETEP00000004613	ENSETEG00000005676	Echinops_telfairi
ENSMLUP00000011067	ENSMLUG00000012150	Myotis_lucifugus
ENSPVAP00000015244	ENSPVAG00000016153	Pteropus_vampyrus
ENSEEUP00000010054	ENSEEUG00000011056	Erinaceus_europaeus
ENSTTRP00000005855	ENSTTRG00000006197	Tursiops_truncatus
ENSVPAP00000002544	ENSVPAG00000002747	Vicugna_pacos
ENSCHIP00000029472	ENSCHIG00000024601	Capra_hircus
ENSOARP00000009701	ENSOARG00000009037	Ovis_aries
ENSBIXP00005041927	ENSBIXG00005025158	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000010439	ENSBIXG00000015929	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000022251	ENSBTAG00000016736	Bos_taurus
ENSBBBP00000011209	ENSBBBG00000019205	Bison_bison_bison
ENSSSCP00000018379	ENSSSCG00000017347	Sus_scrofa_strain_reference
ENSECAP00000020636	ENSECAG00000023226	Equus_caballus
ENSEASP00005014783	ENSEASG00005010315	Equus_asinus_asinus
ENSBMUP00000012194	ENSBMUG00000009339	Bos_mutus
ENSNVIP00000029480	ENSNVIG00000022744	Neovison_vison
ENSMPUP00000009078	ENSMPUG00000009155	Mustela_putorius_furo
ENSUMAP00000019538	ENSUMAG00000014319	Ursus_maritimus
ENSUAMP00000001097	ENSUAMG00000001052	Ursus_americanus
ENSAMEP00000019430	ENSAMEG00000018389	Ailuropoda_melanoleuca
ENSCAFP00020012023	ENSCAFG00020009669	Canis_lupus_dingo
ENSCAFP00000020773	ENSCAFG00000014086	Canis_lupus_familiaris
ENSVVUP00000024685	ENSVVUG00000018101	Vulpes_vulpes
ENSPTIP00000004691	ENSPTIG00000007136	Panthera_tigris_altaica
ENSPPRP00000019938	ENSPPRG00000011151	Panthera_pardus
ENSFCAP00000005068	ENSFCAG00000005465	Felis_catus
ENSCCNP00000022464	ENSCCNG00000022108	Castor_canadensis
ENSDORP00000010867	ENSDORG00000011564	Dipodomys_ordii
ENSCGRP00001001010	ENSCGRG00001000778	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000005077	ENSCGRG00000003713	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015034886	ENSCGRG00015026235	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023402	ENSMAUG00000020566	Mesocricetus_auratus
ENSPEMP00000035780	ENSPEMG00000024663	Peromyscus_maniculatus_bairdii
ENSMUSP00000021302	ENSMUSG00000020928	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0031752	MGP_SPRETEiJ_G0018105	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000033292	ENSMSIG00000027857	Mus_spicilegus
MGP_CAROLIEiJ_P0030311	MGP_CAROLIEiJ_G0017262	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0037030	MGP_PahariEiJ_G0018392	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003765	ENSRNOG00000002814	Rattus_norvegicus
ENSMUGP00000006634	ENSMUGG00000006105	Meriones_unguiculatus
ENSNGAP00000015189	ENSNGAG00000016293	Nannospalax_galili
ENSMOCP00000015980	ENSMOCG00000015008	Microtus_ochrogaster
ENSJJAP00000016519	ENSJJAG00000018346	Jaculus_jaculus
ENSSTOP00000030614	ENSSTOG00000012186	Ictidomys_tridecemlineatus
ENSMMMP00000003180	ENSMMMG00000002903	Marmota_marmota_marmota
ENSUPAP00010002032	ENSUPAG00010001713	Urocitellus_parryii
ENSSDAP00000015560	ENSSDAG00000014043	Spermophilus_dauricus
ENSOCUP00000005941	ENSOCUG00000006870	Oryctolagus_cuniculus
ENSOPRP00000014896	ENSOPRG00000016311	Ochotona_princeps
ENSPTRP00000015789	ENSPTRG00000009286	Pan_troglodytes
ENSPPAP00000028363	ENSPPAG00000037224	Pan_paniscus
ENSP00000253410	ENSG00000131097	Homo_sapiens
ENSGGOP00000012671	ENSGGOG00000012991	Gorilla_gorilla
ENSPPYP00000009355	ENSPPYG00000008322	Pongo_abelii
ENSNLEP00000006313	ENSNLEG00000005226	Nomascus_leucogenys
ENSRBIP00000039979	ENSRBIG00000043428	Rhinopithecus_bieti
ENSRROP00000042314	ENSRROG00000044316	Rhinopithecus_roxellana
ENSPTEP00000024188	ENSPTEG00000024740	Piliocolobus_tephrosceles
ENSCANP00000017963	ENSCANG00000032429	Colobus_angolensis_palliatus
ENSCATP00000010138	ENSCATG00000029339	Cercocebus_atys
ENSMLEP00000022355	ENSMLEG00000035387	Mandrillus_leucophaeus
ENSMFAP00000028636	ENSMFAG00000045678	Macaca_fascicularis
ENSMMUP00000075747	ENSMMUG00000054498	Macaca_mulatta
ENSMNEP00000020580	ENSMNEG00000034105	Macaca_nemestrina
ENSTGEP00000019732	ENSTGEG00000015900	Theropithecus_gelada
ENSPANP00000020814	ENSPANG00000021282	Papio_anubis
ENSCSAP00000014444	ENSCSAG00000003609	Chlorocebus_sabaeus
ENSSBOP00000035141	ENSSBOG00000033731	Saimiri_boliviensis_boliviensis
ENSCCAP00000025447	ENSCCAG00000030511	Cebus_capucinus_imitator
ENSCJAP00000067285	ENSCJAG00000039133	Callithrix_jacchus
ENSANAP00000008900	ENSANAG00000022480	Aotus_nancymaae
ENSTSYP00000014785	ENSTSYG00000013168	Carlito_syrichta
ENSTSYP00000023970	ENSTSYG00000029123	Carlito_syrichta
ENSPSMP00000020509	ENSPSMG00000014497	Prolemur_simus
ENSPCOP00000010420	ENSPCOG00000016676	Propithecus_coquereli
ENSMICP00000042133	ENSMICG00000016587	Microcebus_murinus
ENSOGAP00000011573	ENSOGAG00000012913	Otolemur_garnettii
ENSDNOP00000021016	ENSDNOG00000040820	Dasypus_novemcinctus
ENSLAFP00000012845	ENSLAFG00000015338	Loxodonta_africana
ENSPCAP00000000700	ENSPCAG00000000777	Procavia_capensis
ENSVURP00010011300	ENSVURG00010008720	Vombatus_ursinus
ENSPCIP00000019688	ENSPCIG00000015024	Phascolarctos_cinereus
ENSMEUP00000014247	ENSMEUG00000015607	Notamacropus_eugenii
ENSSHAP00000009376	ENSSHAG00000008111	Sarcophilus_harrisii
ENSMODP00000014203	ENSMODG00000011357	Monodelphis_domestica
ENSXETP00000006886	ENSXETG00000008513	Xenopus_tropicalis
