ENSACAP00000014295	ENSACAG00000014587	Anolis_carolinensis
ENSPVIP00000009779	ENSPVIG00000007768	Pogona_vitticeps
ENSNSUP00000025158	ENSNSUG00000018133	Notechis_scutatus
ENSSMRP00000012604	ENSSMRG00000009830	Salvator_merianae
ENSDNVP00000024327	ENSDNVG00000016899	Dromaius_novaehollandiae	ENSDNVT00000029416
ENSNPEP00000016910	ENSNPEG00000012589	Nothoprocta_perdicaria	ENSNPET00000017322
ENSARWP00000001251	ENSARWG00000001024	Apteryx_rowi	ENSARWT00000001477
ENSAOWP00000015944	ENSAOWG00000010852	Apteryx_owenii	ENSAOWT00000018101
ENSAHAP00000000123	ENSAHAG00000000142	Apteryx_haastii	ENSAHAT00000000153
ENSABRP00000027278	ENSABRG00000022716	Anser_brachyrhynchus
ENSAPLP00000016557	ENSAPLG00000024522	Anas_platyrhynchos_platyrhynchos
ENSGALP00000066974	ENSGALG00000017220	Gallus_gallus
ENSMGAP00000016135	ENSMGAG00000015206	Meleagris_gallopavo
ENSCJPP00005003900	ENSCJPG00005003982	Coturnix_japonica
ENSNMEP00000023095	ENSNMEG00000019703	Numida_meleagris
ENSCPUP00000004938	ENSCPUG00000003636	Calidris_pugnax
ENSCPUP00000019100	ENSCPUG00000013172	Calidris_pugnax
ENSCPGP00000009711	ENSCPGG00000006910	Calidris_pygmaea
ENSMUNP00000003303	ENSMUNG00000002817	Melopsittacus_undulatus
ENSMVIP00005017269	ENSMVIG00005012341	Manacus_vitellinus
ENSLCOP00000019859	ENSLCOG00000014082	Lepidothrix_coronata
ENSTGUP00000013232	ENSTGUG00000012851	Taeniopygia_guttata
ENSLSDP00000000104	ENSLSDG00000000110	Lonchura_striata_domestica
ENSSCAP00000004399	ENSSCAG00000003597	Serinus_canaria
ENSZALP00000021508	ENSZALG00000016841	Zonotrichia_albicollis
ENSJHYP00000023804	ENSJHYG00000017895	Junco_hyemalis
ENSFALP00000000300	ENSFALG00000000293	Ficedula_albicollis
ENSCCEP00000020390	ENSCCEG00000018465	Cyanistes_caeruleus
ENSCCEP00000027452	ENSCCEG00000023975	Cyanistes_caeruleus
ENSPMJP00000024304	ENSPMJG00000017879	Parus_major
ENSCPRP00005022045	ENSCPRG00005015361	Crocodylus_porosus
ENSGAGP00000001331	ENSGAGG00000001068	Gopherus_agassizii
ENSCABP00000015586	ENSCABG00000011647	Chelonoidis_abingdonii
ENSCPBP00000027809	ENSCPBG00000019632	Chrysemys_picta_bellii
ENSPSIP00000004469	ENSPSIG00000004198	Pelodiscus_sinensis
ENSPTRP00000054254	ENSPTRG00000032462	Pan_troglodytes
ENSPPAP00000022292	ENSPPAG00000034322	Pan_paniscus
ENSP00000410409	ENSG00000166012	Homo_sapiens
ENSGGOP00000027488	ENSGGOG00000028407	Gorilla_gorilla
ENSPPYP00000004318	ENSPPYG00000003774	Pongo_abelii
ENSNLEP00000008643	ENSNLEG00000007094	Nomascus_leucogenys
ENSCATP00000039460	ENSCATG00000042343	Cercocebus_atys
ENSMLEP00000030896	ENSMLEG00000039639	Mandrillus_leucophaeus
ENSTGEP00000012471	ENSTGEG00000010169	Theropithecus_gelada
ENSPANP00000009491	ENSPANG00000018408	Papio_anubis
ENSCSAP00000014618	ENSCSAG00000003431	Chlorocebus_sabaeus
ENSMFAP00000043651	ENSMFAG00000039236	Macaca_fascicularis
ENSMMUP00000077324	ENSMMUG00000011646	Macaca_mulatta
ENSMNEP00000033544	ENSMNEG00000040024	Macaca_nemestrina
ENSRROP00000025943	ENSRROG00000036707	Rhinopithecus_roxellana
ENSRBIP00000014327	ENSRBIG00000031274	Rhinopithecus_bieti
ENSCANP00000024481	ENSCANG00000035657	Colobus_angolensis_palliatus
ENSPTEP00000037270	ENSPTEG00000034886	Piliocolobus_tephrosceles
ENSCCAP00000003426	ENSCCAG00000018289	Cebus_capucinus_imitator
ENSSBOP00000022403	ENSSBOG00000027735	Saimiri_boliviensis_boliviensis
ENSCJAP00000006861	ENSCJAG00000003782	Callithrix_jacchus
ENSANAP00000008063	ENSANAG00000022083	Aotus_nancymaae
ENSTSYP00000013095	ENSTSYG00000014258	Carlito_syrichta
ENSPSMP00000031121	ENSPSMG00000021588	Prolemur_simus
ENSMICP00000016617	ENSMICG00000034947	Microcebus_murinus
ENSPCOP00000013972	ENSPCOG00000018649	Propithecus_coquereli
ENSOGAP00000002256	ENSOGAG00000002521	Otolemur_garnettii
ENSOGAP00000017789	ENSOGAG00000029538	Otolemur_garnettii
ENSCCNP00000014615	ENSCCNG00000015085	Castor_canadensis
ENSCCNP00000015697	ENSCCNG00000016097	Castor_canadensis
ENSMUSP00000034415	ENSMUSG00000031939	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019013	ENSMSIG00000016165	Mus_spicilegus
MGP_CAROLIEiJ_P0086780	MGP_CAROLIEiJ_G0031796	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0022443	MGP_PahariEiJ_G0014672	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068730	ENSRNOG00000010921	Rattus_norvegicus
ENSMUGP00000032197	ENSMUGG00000026798	Meriones_unguiculatus
ENSCGRP00015003649	ENSCGRG00015002922	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017153	ENSCGRG00000012474	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003978	ENSCGRG00001004962	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002734	ENSMAUG00000002515	Mesocricetus_auratus
ENSMOCP00000014539	ENSMOCG00000014011	Microtus_ochrogaster
ENSPEMP00000028056	ENSPEMG00000023691	Peromyscus_maniculatus_bairdii
ENSCPOP00000002209	ENSCPOG00000002426	Cavia_porcellus
ENSODEP00000002899	ENSODEG00000002225	Octodon_degus
ENSCLAP00000021462	ENSCLAG00000014698	Chinchilla_lanigera
ENSHGLP00000012307	ENSHGLG00000008795	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008120	ENSHGLG00100006042	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000603	ENSFDAG00000010809	Fukomys_damarensis
ENSSDAP00000012187	ENSSDAG00000010977	Spermophilus_dauricus
ENSUPAP00010001726	ENSUPAG00010001478	Urocitellus_parryii
ENSMMMP00000004533	ENSMMMG00000004115	Marmota_marmota_marmota
ENSSTOP00000031090	ENSSTOG00000030516	Ictidomys_tridecemlineatus
ENSOCUP00000019066	ENSOCUG00000027060	Oryctolagus_cuniculus
ENSOCUP00000021958	ENSOCUG00000027568	Oryctolagus_cuniculus
ENSOCUP00000000951	ENSOCUG00000001096	Oryctolagus_cuniculus
ENSOPRP00000004619	ENSOPRG00000005031	Ochotona_princeps
ENSTBEP00000004599	ENSTBEG00000005340	Tupaia_belangeri
ENSTTRP00000001069	ENSTTRG00000001139	Tursiops_truncatus
ENSSSCP00000031309	ENSSSCG00000038682	Sus_scrofa_strain_reference
ENSOARP00000002275	ENSOARG00000002155	Ovis_aries
ENSCHIP00000032436	ENSCHIG00000026408	Capra_hircus
ENSBIXP00000000768	ENSBIXG00000029386	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005007643	ENSBIXG00005012855	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004611	ENSBTAG00000003545	Bos_taurus
ENSBMUP00000023059	ENSBMUG00000017333	Bos_mutus
ENSBBBP00000004550	ENSBBBG00000013429	Bison_bison_bison
ENSVPAP00000008669	ENSVPAG00000009321	Vicugna_pacos
ENSUMAP00000009090	ENSUMAG00000006891	Ursus_maritimus
ENSUAMP00000035400	ENSUAMG00000026880	Ursus_americanus
ENSAMEP00000013538	ENSAMEG00000012858	Ailuropoda_melanoleuca
ENSNVIP00000006498	ENSNVIG00000005172	Neovison_vison
ENSMPUP00000010578	ENSMPUG00000010659	Mustela_putorius_furo
ENSCAFP00020030974	ENSCAFG00020024193	Canis_lupus_dingo
ENSCAFP00020027985	ENSCAFG00020021954	Canis_lupus_dingo
ENSCAFP00000019984	ENSCAFG00000013572	Canis_lupus_familiaris
ENSVVUP00000008964	ENSVVUG00000006699	Vulpes_vulpes
ENSVVUP00000001967	ENSVVUG00000001595	Vulpes_vulpes
ENSCAFP00020000855	ENSCAFG00020000841	Canis_lupus_dingo
ENSPPRP00000003816	ENSPPRG00000000132	Panthera_pardus
ENSPTIP00000023068	ENSPTIG00000019674	Panthera_tigris_altaica
ENSFCAP00000011570	ENSFCAG00000012473	Felis_catus
ENSECAP00000041201	ENSECAG00000017850	Equus_caballus
ENSEASP00005017809	ENSEASG00005012293	Equus_asinus_asinus
