ENSAPLP00000010976	ENSAPLG00000011242	Anas_platyrhynchos_platyrhynchos
ENSABRP00000019040	ENSABRG00000016331	Anser_brachyrhynchus
ENSMGAP00000009399	ENSMGAG00000009121	Meleagris_gallopavo
ENSGALP00000039098	ENSGALG00000028407	Gallus_gallus
ENSNMEP00000024115	ENSNMEG00000020506	Numida_meleagris
ENSMVIP00005025080	ENSMVIG00005017565	Manacus_vitellinus
ENSLCOP00000015547	ENSLCOG00000011090	Lepidothrix_coronata
ENSMUNP00000004717	ENSMUNG00000003908	Melopsittacus_undulatus
ENSCPUP00000009030	ENSCPUG00000006429	Calidris_pugnax
ENSCPGP00000015405	ENSCPGG00000010855	Calidris_pygmaea
ENSAOWP00000012293	ENSAOWG00000008418	Apteryx_owenii	ENSAOWT00000013981
ENSAHAP00000010400	ENSAHAG00000007531	Apteryx_haastii	ENSAHAT00000011516
ENSARWP00000002515	ENSARWG00000001881	Apteryx_rowi	ENSARWT00000002914
ENSDNVP00000015903	ENSDNVG00000011188	Dromaius_novaehollandiae	ENSDNVT00000019126
ENSTGUP00000014382	ENSTGUG00000013984	Taeniopygia_guttata
ENSTGUP00000000195	ENSTGUG00000000194	Taeniopygia_guttata
ENSLSDP00000005574	ENSLSDG00000004330	Lonchura_striata_domestica
ENSSCAP00000001887	ENSSCAG00000001629	Serinus_canaria
ENSFALP00000009292	ENSFALG00000008907	Ficedula_albicollis
ENSJHYP00000008787	ENSJHYG00000006966	Junco_hyemalis
ENSZALP00000017348	ENSZALG00000014027	Zonotrichia_albicollis
ENSCCEP00000021105	ENSCCEG00000019149	Cyanistes_caeruleus
ENSPMJP00000007681	ENSPMJG00000006310	Parus_major
ENSNPEP00000003774	ENSNPEG00000002890	Nothoprocta_perdicaria
ENSCPRP00005011892	ENSCPRG00005008485	Crocodylus_porosus
ENSCABP00000013662	ENSCABG00000010229	Chelonoidis_abingdonii
ENSGAGP00000027833	ENSGAGG00000020229	Gopherus_agassizii
ENSCPBP00000023116	ENSCPBG00000016514	Chrysemys_picta_bellii
ENSPSIP00000014338	ENSPSIG00000012848	Pelodiscus_sinensis
ENSPVIP00000007417	ENSPVIG00000006055	Pogona_vitticeps
ENSACAP00000012803	ENSACAG00000013046	Anolis_carolinensis
ENSNSUP00000010993	ENSNSUG00000008317	Notechis_scutatus
ENSSMRP00000023139	ENSSMRG00000017969	Salvator_merianae
ENSSPUP00000015771	ENSSPUG00000012186	Sphenodon_punctatus
ENSPCIP00000000377	ENSPCIG00000000319	Phascolarctos_cinereus
ENSVURP00010007281	ENSVURG00010005609	Vombatus_ursinus
ENSSHAP00000015087	ENSSHAG00000012875	Sarcophilus_harrisii
ENSMODP00000054989	ENSMODG00000048752	Monodelphis_domestica
ENSMLUP00000013727	ENSMLUG00000015073	Myotis_lucifugus
ENSPVAP00000014323	ENSPVAG00000015199	Pteropus_vampyrus
ENSUAMP00000034112	ENSUAMG00000025987	Ursus_americanus
ENSUMAP00000024837	ENSUMAG00000018085	Ursus_maritimus
ENSAMEP00000018757	ENSAMEG00000017761	Ailuropoda_melanoleuca
ENSNVIP00000022289	ENSNVIG00000017386	Neovison_vison
ENSMPUP00000010375	ENSMPUG00000010451	Mustela_putorius_furo
ENSCAFP00020000980	ENSCAFG00020000928	Canis_lupus_dingo
ENSCAFP00000066565	ENSCAFG00000000916	Canis_lupus_familiaris
ENSVVUP00000033956	ENSVVUG00000024542	Vulpes_vulpes
ENSPPRP00000023650	ENSPPRG00000013905	Panthera_pardus
ENSPTIP00000025254	ENSPTIG00000021103	Panthera_tigris_altaica
ENSFCAP00000011523	ENSFCAG00000012423	Felis_catus
ENSECAP00000018542	ENSECAG00000021088	Equus_caballus
ENSEASP00005026923	ENSEASG00005018352	Equus_asinus_asinus
ENSOARP00000014175	ENSOARG00000013229	Ovis_aries
ENSCHIP00000003958	ENSCHIG00000008167	Capra_hircus
ENSBTAP00000012476	ENSBTAG00000009478	Bos_taurus
ENSBMUP00000003237	ENSBMUG00000002563	Bos_mutus
ENSBBBP00000024085	ENSBBBG00000018948	Bison_bison_bison
ENSTTRP00000013964	ENSTTRG00000014726	Tursiops_truncatus
ENSSSCP00000015199	ENSSSCG00000014288	Sus_scrofa_strain_reference
ENSVPAP00000010003	ENSVPAG00000010743	Vicugna_pacos
ENSEEUP00000010126	ENSEEUG00000011135	Erinaceus_europaeus
ENSSARP00000012696	ENSSARG00000014045	Sorex_araneus
ENSCCNP00000030212	ENSCCNG00000028939	Castor_canadensis
ENSDORP00000007000	ENSDORG00000007464	Dipodomys_ordii
ENSPEMP00000014707	ENSPEMG00000014428	Peromyscus_maniculatus_bairdii
ENSMOCP00000018998	ENSMOCG00000017121	Microtus_ochrogaster
ENSCGRP00015033247	ENSCGRG00015025068	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019646	ENSCGRG00001019031	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016293	ENSCGRG00000011822	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006330	ENSMAUG00000008310	Mesocricetus_auratus
ENSMSIP00000022285	ENSMSIG00000018922	Mus_spicilegus
ENSMUSP00000018382	ENSMUSG00000018238	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0027990	MGP_SPRETEiJ_G0017178	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0026615	MGP_CAROLIEiJ_G0016334	Mus_caroli_strain_CAROLI_EIJ
