ENSTGUP00000016119	ENSTGUG00000015797	Taeniopygia_guttata
ENSFALP00000013467	ENSFALG00000012900	Ficedula_albicollis
ENSLCOP00000015263	ENSLCOG00000010902	Lepidothrix_coronata
ENSCPUP00000021308	ENSCPUG00000014544	Calidris_pugnax
ENSCPGP00000023171	ENSCPGG00000016068	Calidris_pygmaea
ENSGALP00000037704	ENSGALG00000023364	Gallus_gallus
ENSCJPP00005027418	ENSCJPG00005021259	Coturnix_japonica
ENSJHYP00000001863	ENSJHYG00000001606	Junco_hyemalis
ENSARWP00000009299	ENSARWG00000006499	Apteryx_rowi
ENSGAGP00000028357	ENSGAGG00000020580	Gopherus_agassizii
ENSPSIP00000003884	ENSPSIG00000003678	Pelodiscus_sinensis
ENSNMEP00000002619	ENSNMEG00000003269	Numida_meleagris
ENSLSDP00000005048	ENSLSDG00000003953	Lonchura_striata_domestica
ENSCPRP00005026611	ENSCPRG00005018467	Crocodylus_porosus
ENSCABP00000015799	ENSCABG00000011799	Chelonoidis_abingdonii
ENSPPYP00000009645	ENSPPYG00000008590	Pongo_abelii
ENSP00000338258	ENSG00000179604	Homo_sapiens
ENSNLEP00000038767	ENSNLEG00000031563	Nomascus_leucogenys
ENSMMUP00000023863	ENSMMUG00000018148	Macaca_mulatta
ENSCSAP00000017466	ENSCSAG00000000539	Chlorocebus_sabaeus
ENSCANP00000024364	ENSCANG00000035595	Colobus_angolensis_palliatus
ENSPTEP00000001477	ENSPTEG00000001638	Piliocolobus_tephrosceles
ENSTGEP00000033697	ENSTGEG00000026895	Theropithecus_gelada
ENSOGAP00000018070	ENSOGAG00000031296	Otolemur_garnettii
ENSTBEP00000011054	ENSTBEG00000012775	Tupaia_belangeri
ENSPCOP00000023590	ENSPCOG00000023944	Propithecus_coquereli
ENSMICP00000037738	ENSMICG00000030496	Microcebus_murinus
ENSTSYP00000026400	ENSTSYG00000037108	Carlito_syrichta
ENSCCNP00000032038	ENSCCNG00000030447	Castor_canadensis
ENSDORP00000018520	ENSDORG00000024341	Dipodomys_ordii
ENSCGRP00015014453	ENSCGRG00015011130	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012173	ENSCGRG00000008863	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021076	ENSMAUG00000018916	Mesocricetus_auratus
ENSMOCP00000020320	ENSMOCG00000018039	Microtus_ochrogaster
MGP_SPRETEiJ_P0032230	MGP_SPRETEiJ_G0018216	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000102227	ENSMUSG00000041598	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000012188	ENSMSIG00000010631	Mus_spicilegus
MGP_CAROLIEiJ_P0030781	MGP_CAROLIEiJ_G0017370	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0037508	MGP_PahariEiJ_G0018500	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000045828	ENSRNOG00000028946	Rattus_norvegicus
ENSMUGP00000026532	ENSMUGG00000022108	Meriones_unguiculatus
ENSNGAP00000023322	ENSNGAG00000021922	Nannospalax_galili
ENSJJAP00000004542	ENSJJAG00000009509	Jaculus_jaculus
ENSSTOP00000019209	ENSSTOG00000028084	Ictidomys_tridecemlineatus
ENSUPAP00010003127	ENSUPAG00010002588	Urocitellus_parryii
ENSMMMP00000011468	ENSMMMG00000010248	Marmota_marmota_marmota
ENSHGLP00000014876	ENSHGLG00000010626	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025029	ENSHGLG00100018369	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100020634	ENSHGLG00100015206	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011941	ENSHGLG00000008554	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000018883	ENSFDAG00000009516	Fukomys_damarensis
ENSCPOP00000030656	ENSCPOG00000036485	Cavia_porcellus
ENSCAPP00000009402	ENSCAPG00000010876	Cavia_aperea
ENSODEP00000012204	ENSODEG00000009056	Octodon_degus
ENSCLAP00000003626	ENSCLAG00000002587	Chinchilla_lanigera
ENSBIXP00005046032	ENSBIXG00005031018	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034582	ENSBIXG00000017598	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000071739	ENSBTAG00000053044	Bos_taurus
ENSBMUP00000004480	ENSBMUG00000003520	Bos_mutus
ENSBBBP00000015465	ENSBBBG00000000325	Bison_bison_bison
ENSCHIP00000007146	ENSCHIG00000010755	Capra_hircus
ENSOARP00000014541	ENSOARG00000013566	Ovis_aries
ENSSSCP00000052917	ENSSSCG00000017245	Sus_scrofa_strain_reference
ENSEASP00005027557	ENSEASG00005018764	Equus_asinus_asinus
ENSECAP00000001341	ENSECAG00000001996	Equus_caballus
ENSAMEP00000020547	ENSAMEG00000019485	Ailuropoda_melanoleuca
ENSUMAP00000010466	ENSUMAG00000007877	Ursus_maritimus
ENSMPUP00000019786	ENSMPUG00000019917	Mustela_putorius_furo
ENSCAFP00020027423	ENSCAFG00020021528	Canis_lupus_dingo
ENSCAFP00000006737	ENSCAFG00000028834	Canis_lupus_familiaris
