ENSLAFP00000026061	ENSLAFG00000028888	Loxodonta_africana
ENSCCNP00000014737	ENSCCNG00000015214	Castor_canadensis
ENSMSIP00000004125	ENSMSIG00000003790	Mus_spicilegus
ENSPEMP00000031725	ENSPEMG00000026046	Peromyscus_maniculatus_bairdii
ENSOCUP00000024922	ENSOCUG00000029205	Oryctolagus_cuniculus	ENSOCUT00000021496
ENSAMEP00000006623	ENSAMEG00000006298	Ailuropoda_melanoleuca
ENSMLUP00000018729	ENSMLUG00000026926	Myotis_lucifugus
ENSBIXP00000020145	ENSBIXG00000023500	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000058195	ENSBTAG00000054917	Bos_taurus
ENSPANP00000003062	ENSPANG00000014296	Papio_anubis
ENSPTEP00000035888	ENSPTEG00000033821	Piliocolobus_tephrosceles
ENSBIXP00005003892	ENSBIXG00005009917	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSDAP00000006924	ENSSDAG00000006398	Spermophilus_dauricus
ENSBIXP00005003899	ENSBIXG00005006414	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTGEP00000035145	ENSTGEG00000028020	Theropithecus_gelada
ENSTGEP00000035148	ENSTGEG00000028024	Theropithecus_gelada	ENSTGET00000041721
ENSGGOP00000000344	ENSGGOG00000000350	Gorilla_gorilla
ENSMUGP00000016930	ENSMUGG00000014476	Meriones_unguiculatus	ENSMUGT00000019554
ENSOARP00000017712	ENSOARG00000016497	Ovis_aries
ENSUMAP00000016635	ENSUMAG00000012222	Ursus_maritimus
ENSUMAP00000016636	ENSUMAG00000012223	Ursus_maritimus
ENSTSYP00000027867	ENSTSYG00000036094	Carlito_syrichta
ENSCGRP00015030561	ENSCGRG00015023029	Cricetulus_griseus_CriGri-PICR
ENSOCUP00000041691	ENSOCUG00000035687	Oryctolagus_cuniculus
ENSRBIP00000009217	ENSRBIG00000028496	Rhinopithecus_bieti
ENSBTAP00000066512	ENSBTAG00000053785	Bos_taurus
ENSPPAP00000001416	ENSPPAG00000006444	Pan_paniscus
ENSCCNP00000014714	ENSCCNG00000015187	Castor_canadensis
ENSVVUP00000038761	ENSVVUG00000027642	Vulpes_vulpes
ENSUAMP00000015824	ENSUAMG00000012645	Ursus_americanus
ENSOANP00000016029	ENSOANG00000010110	Ornithorhynchus_anatinus
ENSEASP00005013506	ENSEASG00005009439	Equus_asinus_asinus
ENSCJAP00000078771	ENSCJAG00000051870	Callithrix_jacchus
ENSBMUP00000004302	ENSBMUG00000003381	Bos_mutus
ENSPSMP00000000011	ENSPSMG00000000011	Prolemur_simus	ENSPSMT00000000011
ENSPSMP00000000010	ENSPSMG00000000010	Prolemur_simus
ENSOARP00000017705	ENSOARG00000016490	Ovis_aries
ENSBTAP00000057050	ENSBTAG00000053701	Bos_taurus
ENSECAP00000012665	ENSECAG00000015068	Equus_caballus
ENSNVIP00000025817	ENSNVIG00000019966	Neovison_vison
ENSCATP00000020139	ENSCATG00000033847	Cercocebus_atys
ENSMLUP00000016476	ENSMLUG00000022605	Myotis_lucifugus
ENSSSCP00000069824	ENSSSCG00000048989	Sus_scrofa_strain_reference
ENSPCIP00000049787	ENSPCIG00000034251	Phascolarctos_cinereus
ENSFCAP00000055047	ENSFCAG00000052883	Felis_catus
ENSUAMP00000014591	ENSUAMG00000011707	Ursus_americanus
ENSOARP00000017679	ENSOARG00000016464	Ovis_aries
ENSMLUP00000019824	ENSMLUG00000028160	Myotis_lucifugus
ENSDNOP00000026734	ENSDNOG00000032387	Dasypus_novemcinctus
ENSSDAP00000006932	ENSSDAG00000006400	Spermophilus_dauricus
ENSUAMP00000015819	ENSUAMG00000012644	Ursus_americanus
ENSUMAP00000016660	ENSUMAG00000012241	Ursus_maritimus
ENSSDAP00000006939	ENSSDAG00000006407	Spermophilus_dauricus
ENSCAFP00020026727	ENSCAFG00020021006	Canis_lupus_dingo
ENSMNEP00000038395	ENSMNEG00000042200	Macaca_nemestrina
ENSCCNP00000014740	ENSCCNG00000015221	Castor_canadensis	ENSCCNT00000019308
ENSCSAP00000003995	ENSCSAG00000007732	Chlorocebus_sabaeus
ENSUPAP00010012095	ENSUPAG00010009812	Urocitellus_parryii
ENSPTEP00000035928	ENSPTEG00000033850	Piliocolobus_tephrosceles
ENSVURP00010029428	ENSVURG00010022501	Vombatus_ursinus
ENSEASP00005013417	ENSEASG00005009362	Equus_asinus_asinus
ENSP00000374922	ENSG00000211752	Homo_sapiens
ENSBMUP00000004281	ENSBMUG00000003371	Bos_mutus
ENSNVIP00000025686	ENSNVIG00000019872	Neovison_vison
ENSSBOP00000039889	ENSSBOG00000035953	Saimiri_boliviensis_boliviensis
ENSOCUP00000040574	ENSOCUG00000023970	Oryctolagus_cuniculus
ENSNLEP00000041510	ENSNLEG00000029849	Nomascus_leucogenys
ENSPPAP00000024281	ENSPPAG00000035284	Pan_paniscus
ENSMLUP00000017867	ENSMLUG00000024602	Myotis_lucifugus
ENSECAP00000012755	ENSECAG00000035001	Equus_caballus
ENSPTRP00000064254	ENSPTRG00000052858	Pan_troglodytes
ENSECAP00000045830	ENSECAG00000033466	Equus_caballus
ENSCAFP00020026729	ENSCAFG00020021007	Canis_lupus_dingo
ENSBBBP00000006795	ENSBBBG00000015026	Bison_bison_bison
ENSMPUP00000008459	ENSMPUG00000008524	Mustela_putorius_furo
ENSMLEP00000005085	ENSMLEG00000022950	Mandrillus_leucophaeus
ENSFCAP00000051664	ENSFCAG00000050333	Felis_catus
ENSMMMP00000009370	ENSMMMG00000008387	Marmota_marmota_marmota
ENSPCIP00000050052	ENSPCIG00000033431	Phascolarctos_cinereus
ENSVVUP00000038760	ENSVVUG00000027639	Vulpes_vulpes	ENSVVUT00000050808
ENSSDAP00000006862	ENSSDAG00000006340	Spermophilus_dauricus
ENSSDAP00000006918	ENSSDAG00000006389	Spermophilus_dauricus
ENSCAFP00000062826	ENSCAFG00000045360	Canis_lupus_familiaris
ENSMMUP00000072799	ENSMMUG00000062393	Macaca_mulatta
ENSSDAP00000006912	ENSSDAG00000006388	Spermophilus_dauricus
ENSPPYP00000020488	ENSPPYG00000018294	Pongo_abelii
ENSANAP00000000708	ENSANAG00000005926	Aotus_nancymaae
ENSUPAP00010012018	ENSUPAG00010009754	Urocitellus_parryii
ENSCJAP00000074437	ENSCJAG00000056767	Callithrix_jacchus
ENSDNOP00000020301	ENSDNOG00000037936	Dasypus_novemcinctus
ENSBIXP00000039595	ENSBIXG00000023499	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00000039597	ENSBIXG00000023498	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSFCAP00000061924	ENSFCAG00000050021	Felis_catus
ENSECAP00000005486	ENSECAG00000037403	Equus_caballus
ENSFCAP00000059917	ENSFCAG00000052024	Felis_catus	ENSFCAT00000075984
ENSGGOP00000042540	ENSGGOG00000036136	Gorilla_gorilla
