ENSCANP00000014169	ENSCANG00000030530	Colobus_angolensis_palliatus
ENSTGEP00000012011	ENSTGEG00000009796	Theropithecus_gelada
ENSPTEP00000033149	ENSPTEG00000031714	Piliocolobus_tephrosceles
ENSMMUP00000062620	ENSMMUG00000054036	Macaca_mulatta
ENSMNEP00000029458	ENSMNEG00000038211	Macaca_nemestrina
ENSMFAP00000022217	ENSMFAG00000004076	Macaca_fascicularis
ENSMLEP00000018325	ENSMLEG00000033350	Mandrillus_leucophaeus
ENSCATP00000021622	ENSCATG00000034514	Cercocebus_atys
ENSPANP00000022242	ENSPANG00000030474	Papio_anubis
ENSRROP00000012945	ENSRROG00000030763	Rhinopithecus_roxellana
ENSRBIP00000032742	ENSRBIG00000040156	Rhinopithecus_bieti
