FBpp0086065	FBgn0010620	Drosophila_melanogaster
C01F6.6b.1	WBGene00006438	Caenorhabditis_elegans_strain_N2
ENSEBUP00000016459	ENSEBUG00000010335	Eptatretus_burgeri
ENSEBUP00000024686	ENSEBUG00000015236	Eptatretus_burgeri
ENSMICP00000014517	ENSMICG00000015931	Microcebus_murinus
ENSPSMP00000035012	ENSPSMG00000024127	Prolemur_simus
ENSPCOP00000001450	ENSPCOG00000004586	Propithecus_coquereli
ENSOGAP00000021365	ENSOGAG00000027256	Otolemur_garnettii
ENSTSYP00000018905	ENSTSYG00000027539	Carlito_syrichta
ENSMUSP00000002572	ENSMUSG00000002504	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0045010	MGP_SPRETEiJ_G0022104	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008964	ENSMSIG00000007960	Mus_spicilegus
MGP_CAROLIEiJ_P0043094	MGP_CAROLIEiJ_G0021194	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0055397	MGP_PahariEiJ_G0023510	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000004172	ENSRNOG00000002997	Rattus_norvegicus
ENSMUGP00000030847	ENSMUGG00000025659	Meriones_unguiculatus
ENSPEMP00000006544	ENSPEMG00000008746	Peromyscus_maniculatus_bairdii
ENSMOCP00000027469	ENSMOCG00000022945	Microtus_ochrogaster
ENSCGRP00015018038	ENSCGRG00015013827	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000025207	ENSCGRG00000018252	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001015313	ENSCGRG00001015951	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004140	ENSMAUG00000005047	Mesocricetus_auratus
ENSNGAP00000015519	ENSNGAG00000016521	Nannospalax_galili
ENSJJAP00000022425	ENSJJAG00000022481	Jaculus_jaculus
ENSCCNP00000033186	ENSCCNG00000031430	Castor_canadensis
ENSMMMP00000012100	ENSMMMG00000010827	Marmota_marmota_marmota
ENSSTOP00000011653	ENSSTOG00000013004	Ictidomys_tridecemlineatus
ENSSDAP00000014331	ENSSDAG00000012909	Spermophilus_dauricus
ENSUPAP00010021404	ENSUPAG00010017024	Urocitellus_parryii
ENSCLAP00000019253	ENSCLAG00000013193	Chinchilla_lanigera
ENSCPOP00000015753	ENSCPOG00000026861	Cavia_porcellus
ENSODEP00000018846	ENSODEG00000013896	Octodon_degus
ENSHGLP00000003470	ENSHGLG00000002563	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024213	ENSHGLG00100017776	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012827	ENSFDAG00000020141	Fukomys_damarensis
ENSCAPP00000008696	ENSCAPG00000010327	Cavia_aperea
ENSPTRP00000061416	ENSPTRG00000007627	Pan_troglodytes
ENSPPAP00000013235	ENSPPAG00000029803	Pan_paniscus
ENSP00000408005	ENSG00000065054	Homo_sapiens
ENSGGOP00000005796	ENSGGOG00000005919	Gorilla_gorilla
ENSPPYP00000007905	ENSPPYG00000006984	Pongo_abelii
ENSNLEP00000010980	ENSNLEG00000009011	Nomascus_leucogenys
ENSMMUP00000045219	ENSMMUG00000002806	Macaca_mulatta
ENSMNEP00000043199	ENSMNEG00000044289	Macaca_nemestrina
ENSMFAP00000025953	ENSMFAG00000044443	Macaca_fascicularis
ENSPANP00000013657	ENSPANG00000024976	Papio_anubis
ENSTGEP00000004117	ENSTGEG00000003451	Theropithecus_gelada
ENSCATP00000004538	ENSCATG00000015633	Cercocebus_atys
ENSMLEP00000015769	ENSMLEG00000032076	Mandrillus_leucophaeus
ENSCSAP00000007298	ENSCSAG00000011087	Chlorocebus_sabaeus
ENSRROP00000034144	ENSRROG00000040635	Rhinopithecus_roxellana
ENSRBIP00000016254	ENSRBIG00000032177	Rhinopithecus_bieti
ENSPTEP00000036145	ENSPTEG00000034015	Piliocolobus_tephrosceles
ENSCANP00000029669	ENSCANG00000038471	Colobus_angolensis_palliatus
ENSCCAP00000030860	ENSCCAG00000033482	Cebus_capucinus_imitator
ENSSBOP00000023719	ENSSBOG00000028364	Saimiri_boliviensis_boliviensis
ENSCJAP00000027997	ENSCJAG00000015182	Callithrix_jacchus
ENSANAP00000025129	ENSANAG00000030277	Aotus_nancymaae
ENSDORP00000012881	ENSDORG00000013700	Dipodomys_ordii
ENSUAMP00000029715	ENSUAMG00000022861	Ursus_americanus
ENSUMAP00000030804	ENSUMAG00000022255	Ursus_maritimus
ENSAMEP00000018689	ENSAMEG00000017688	Ailuropoda_melanoleuca
ENSMPUP00000015384	ENSMPUG00000015496	Mustela_putorius_furo
ENSNVIP00000028848	ENSNVIG00000022253	Neovison_vison
ENSVVUP00000012989	ENSVVUG00000009515	Vulpes_vulpes
ENSCAFP00000061476	ENSCAFG00000019449	Canis_lupus_familiaris
ENSBMUP00000023608	ENSBMUG00000017700	Bos_mutus
ENSBBBP00000026070	ENSBBBG00000021644	Bison_bison_bison
ENSOARP00000017784	ENSOARG00000016561	Ovis_aries
ENSSSCP00000061879	ENSSSCG00000008038	Sus_scrofa_strain_reference
ENSPVAP00000013485	ENSPVAG00000014309	Pteropus_vampyrus
ENSPTIP00000010383	ENSPTIG00000011167	Panthera_tigris_altaica
ENSPPRP00000000283	ENSPPRG00000024928	Panthera_pardus
ENSFCAP00000017195	ENSFCAG00000022929	Felis_catus
ENSCAFP00020033882	ENSCAFG00020026295	Canis_lupus_dingo
ENSBIXP00000026788	ENSBIXG00000029405	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000510	ENSBIXG00005030135	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000055763	ENSBTAG00000013479	Bos_taurus
ENSCHIP00000016177	ENSCHIG00000016518	Capra_hircus
ENSTTRP00000014766	ENSTTRG00000015584	Tursiops_truncatus
ENSMLUP00000005329	ENSMLUG00000005825	Myotis_lucifugus
ENSECAP00000011167	ENSECAG00000013367	Equus_caballus
ENSEASP00005006333	ENSEASG00005004685	Equus_asinus_asinus
ENSPCAP00000003082	ENSPCAG00000003295	Procavia_capensis
ENSLAFP00000003566	ENSLAFG00000004276	Loxodonta_africana
ENSOPRP00000000440	ENSOPRG00000000483	Ochotona_princeps
ENSDNOP00000034454	ENSDNOG00000047515	Dasypus_novemcinctus
ENSETEP00000006969	ENSETEG00000008574	Echinops_telfairi
ENSVURP00010014049	ENSVURG00010010793	Vombatus_ursinus
ENSPCIP00000029314	ENSPCIG00000021822	Phascolarctos_cinereus
ENSMEUP00000002248	ENSMEUG00000002459	Notamacropus_eugenii
ENSSHAP00000018592	ENSSHAG00000015784	Sarcophilus_harrisii
ENSMODP00000052545	ENSMODG00000016054	Monodelphis_domestica
ENSOANP00000032724	ENSOANG00000029177	Ornithorhynchus_anatinus
ENSSMRP00000021756	ENSSMRG00000016924	Salvator_merianae
ENSNSUP00000021305	ENSNSUG00000015479	Notechis_scutatus
ENSSPUP00000016615	ENSSPUG00000012853	Sphenodon_punctatus
ENSGAGP00000029620	ENSGAGG00000021390	Gopherus_agassizii
ENSCABP00000028347	ENSCABG00000020825	Chelonoidis_abingdonii
ENSCPBP00000000547	ENSCPBG00000000484	Chrysemys_picta_bellii
ENSPSIP00000019418	ENSPSIG00000017205	Pelodiscus_sinensis
ENSCPRP00005021348	ENSCPRG00005014828	Crocodylus_porosus
ENSABRP00000015973	ENSABRG00000014028	Anser_brachyrhynchus
ENSAPLP00000018202	ENSAPLG00000021303	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000020974	ENSCPGG00000014641	Calidris_pygmaea
ENSMUNP00000018253	ENSMUNG00000013962	Melopsittacus_undulatus
ENSCJPP00005005963	ENSCJPG00005005625	Coturnix_japonica
ENSMGAP00000005785	ENSMGAG00000005833	Meleagris_gallopavo
ENSGALP00000008988	ENSGALG00000005608	Gallus_gallus
ENSNMEP00000013223	ENSNMEG00000012097	Numida_meleagris
ENSLCOP00000017872	ENSLCOG00000012631	Lepidothrix_coronata
ENSMVIP00005009484	ENSMVIG00005007000	Manacus_vitellinus
ENSZALP00000002891	ENSZALG00000002985	Zonotrichia_albicollis
ENSJHYP00000004887	ENSJHYG00000004011	Junco_hyemalis
ENSFALP00000003623	ENSFALG00000003473	Ficedula_albicollis
ENSLSDP00000000397	ENSLSDG00000000337	Lonchura_striata_domestica
ENSPMJP00000023978	ENSPMJG00000017659	Parus_major
