ENSPMAP00000009680	ENSPMAG00000008784	Petromyzon_marinus	ENSPMAT00000009721
ENSEBUP00000020620	ENSEBUG00000012758	Eptatretus_burgeri	ENSEBUT00000021196
ENSPVIP00000030702	ENSPVIG00000022573	Pogona_vitticeps
ENSACAP00000002621	ENSACAG00000002580	Anolis_carolinensis
ENSNSUP00000011868	ENSNSUG00000008887	Notechis_scutatus
ENSSMRP00000013178	ENSSMRG00000010269	Salvator_merianae	ENSSMRT00000015347
ENSSPUP00000015176	ENSSPUG00000011703	Sphenodon_punctatus
ENSABRP00000003382	ENSABRG00000003195	Anser_brachyrhynchus
ENSAPLP00000032844	ENSAPLG00000001885	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044297	ENSGALG00000041731	Gallus_gallus
ENSCJPP00005000704	ENSCJPG00005000783	Coturnix_japonica
ENSMGAP00000011872	ENSMGAG00000011347	Meleagris_gallopavo
ENSNMEP00000010973	ENSNMEG00000010278	Numida_meleagris
ENSLSDP00000025753	ENSLSDG00000017990	Lonchura_striata_domestica
ENSTGUP00000004111	ENSTGUG00000003992	Taeniopygia_guttata
ENSSCAP00000001644	ENSSCAG00000001223	Serinus_canaria
ENSJHYP00000012265	ENSJHYG00000009583	Junco_hyemalis
ENSZALP00000002335	ENSZALG00000002550	Zonotrichia_albicollis
ENSPMJP00000009685	ENSPMJG00000007724	Parus_major
ENSCCEP00000009074	ENSCCEG00000009263	Cyanistes_caeruleus
ENSFALP00000009481	ENSFALG00000009087	Ficedula_albicollis
ENSTGUP00000014668	ENSTGUG00000014272	Taeniopygia_guttata
ENSMUNP00000012128	ENSMUNG00000009543	Melopsittacus_undulatus
ENSMVIP00005019241	ENSMVIG00005013648	Manacus_vitellinus
ENSLCOP00000019570	ENSLCOG00000013859	Lepidothrix_coronata
ENSMUNP00000006966	ENSMUNG00000005476	Melopsittacus_undulatus
ENSCPGP00000021870	ENSCPGG00000015225	Calidris_pygmaea
ENSCPUP00000014509	ENSCPUG00000010194	Calidris_pugnax
ENSAOWP00000025878	ENSAOWG00000017479	Apteryx_owenii
ENSAHAP00000027324	ENSAHAG00000019038	Apteryx_haastii
ENSARWP00000019781	ENSARWG00000013503	Apteryx_rowi
ENSDNVP00000009654	ENSDNVG00000006821	Dromaius_novaehollandiae
ENSNPEP00000012666	ENSNPEG00000009456	Nothoprocta_perdicaria
ENSCPRP00005007507	ENSCPRG00005005333	Crocodylus_porosus
ENSGAGP00000008775	ENSGAGG00000006300	Gopherus_agassizii
ENSCABP00000008006	ENSCABG00000005899	Chelonoidis_abingdonii
ENSCPBP00000032528	ENSCPBG00000022812	Chrysemys_picta_bellii
ENSPSIP00000016678	ENSPSIG00000014714	Pelodiscus_sinensis
ENSOANP00000032770	ENSOANG00000031611	Ornithorhynchus_anatinus
ENSOANP00000010786	ENSOANG00000006757	Ornithorhynchus_anatinus
ENSVURP00010028855	ENSVURG00010022094	Vombatus_ursinus
ENSPCIP00000037819	ENSPCIG00000027846	Phascolarctos_cinereus
ENSMEUP00000001973	ENSMEUG00000002156	Notamacropus_eugenii
ENSSHAP00000003713	ENSSHAG00000003266	Sarcophilus_harrisii
ENSMODP00000018149	ENSMODG00000014524	Monodelphis_domestica
ENSPSMP00000013905	ENSPSMG00000009974	Prolemur_simus
ENSPCOP00000005109	ENSPCOG00000013379	Propithecus_coquereli
ENSMICP00000038012	ENSMICG00000029119	Microcebus_murinus
ENSOGAP00000012493	ENSOGAG00000013951	Otolemur_garnettii
ENSPTRP00000025287	ENSPTRG00000014661	Pan_troglodytes
ENSPPAP00000019288	ENSPPAG00000032807	Pan_paniscus
ENSP00000253693	ENSG00000131375	Homo_sapiens
ENSGGOP00000018060	ENSGGOG00000025671	Gorilla_gorilla
ENSPPYP00000015766	ENSPPYG00000014092	Pongo_abelii
ENSNLEP00000002112	ENSNLEG00000001691	Nomascus_leucogenys
ENSCANP00000017617	ENSCANG00000032250	Colobus_angolensis_palliatus
ENSPTEP00000039164	ENSPTEG00000036278	Piliocolobus_tephrosceles
ENSRBIP00000014574	ENSRBIG00000031389	Rhinopithecus_bieti
ENSRROP00000016490	ENSRROG00000032389	Rhinopithecus_roxellana
ENSPANP00000000022	ENSPANG00000007740	Papio_anubis
ENSMLEP00000005180	ENSMLEG00000022967	Mandrillus_leucophaeus
ENSTGEP00000019469	ENSTGEG00000015673	Theropithecus_gelada
ENSCATP00000035824	ENSCATG00000040761	Cercocebus_atys
ENSMNEP00000027816	ENSMNEG00000037304	Macaca_nemestrina
ENSMMUP00000045889	ENSMMUG00000006658	Macaca_mulatta
ENSMFAP00000004328	ENSMFAG00000001867	Macaca_fascicularis
ENSCSAP00000006409	ENSCSAG00000010171	Chlorocebus_sabaeus
ENSCCAP00000023426	ENSCCAG00000029443	Cebus_capucinus_imitator
