ENSAPLP00000027116	ENSAPLG00000021653	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024501	ENSABRG00000020576	Anser_brachyrhynchus
ENSGALP00000053868	ENSGALG00000033927	Gallus_gallus
ENSCJPP00005008985	ENSCJPG00005007960	Coturnix_japonica
ENSNMEP00000004896	ENSNMEG00000005201	Numida_meleagris
ENSCPGP00000002313	ENSCPGG00000001721	Calidris_pygmaea
ENSCPUP00000023224	ENSCPUG00000015775	Calidris_pugnax
ENSCAFP00020027077	ENSCAFG00020021254	Canis_lupus_dingo
ENSCAFP00000010448	ENSCAFG00000007035	Canis_lupus_familiaris
ENSVVUP00000039403	ENSVVUG00000028067	Vulpes_vulpes
ENSNVIP00000000415	ENSNVIG00000000383	Neovison_vison
ENSMPUP00000006053	ENSMPUG00000006104	Mustela_putorius_furo
ENSUMAP00000013561	ENSUMAG00000009999	Ursus_maritimus
ENSUAMP00000003578	ENSUAMG00000003295	Ursus_americanus
ENSAMEP00000020421	ENSAMEG00000019354	Ailuropoda_melanoleuca
ENSPPRP00000025652	ENSPPRG00000015955	Panthera_pardus
ENSPTIP00000002480	ENSPTIG00000005497	Panthera_tigris_altaica
ENSFCAP00000005453	ENSFCAG00000005873	Felis_catus
ENSMLUP00000015761	ENSMLUG00000017285	Myotis_lucifugus
ENSBTAP00000011760	ENSBTAG00000008933	Bos_taurus
ENSBMUP00000029852	ENSBMUG00000022313	Bos_mutus
ENSBIXP00005010334	ENSBIXG00005014976	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000018945	ENSBIXG00000022680	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000011880	ENSBBBG00000006967	Bison_bison_bison
ENSOARP00000017846	ENSOARG00000016615	Ovis_aries
ENSSSCP00000041839	ENSSSCG00000000264	Sus_scrofa_strain_reference
ENSVPAP00000000875	ENSVPAG00000000948	Vicugna_pacos
ENSEASP00005013992	ENSEASG00005009753	Equus_asinus_asinus
ENSECAP00000040575	ENSECAG00000022554	Equus_caballus
ENSDNOP00000028758	ENSDNOG00000032000	Dasypus_novemcinctus
ENSCLAP00000015322	ENSCLAG00000010550	Chinchilla_lanigera
ENSODEP00000019464	ENSODEG00000014360	Octodon_degus
