ENSBIXP00005004709	ENSBIXG00005010611	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSXMAP00000035963	ENSXMAG00000026487	Xiphophorus_maculatus
ENSAHAP00000013189	ENSAHAG00000009397	Apteryx_haastii
ENSNMEP00000025313	ENSNMEG00000021441	Numida_meleagris
ENSNSUP00000021686	ENSNSUG00000015756	Notechis_scutatus
ENSNBRP00000025253	ENSNBRG00000019262	Neolamprologus_brichardi
ENSTSYP00000010146	ENSTSYG00000011054	Carlito_syrichta
ENSAPLP00000009582	ENSAPLG00000009826	Anas_platyrhynchos_platyrhynchos
ENSNLEP00000017434	ENSNLEG00000014350	Nomascus_leucogenys
ENSZALP00000009418	ENSZALG00000008031	Zonotrichia_albicollis
ENSXETP00000005558	ENSXETG00000009626	Xenopus_tropicalis
ENSCHOP00000004789	ENSCHOG00000005411	Choloepus_hoffmanni
ENSLCAP00010016535	ENSLCAG00010007865	Lates_calcarifer
ENSP00000352614	ENSG00000162415	Homo_sapiens
ENSONIP00000011378	ENSONIG00000009046	Oreochromis_niloticus
ENSMMUP00000017071	ENSMMUG00000013001	Macaca_mulatta
ENSAMEP00000014244	ENSAMEG00000013491	Ailuropoda_melanoleuca
ENSMFAP00000005842	ENSMFAG00000002575	Macaca_fascicularis
ENSCMIP00000003295	ENSCMIG00000001960	Callorhinchus_milii
ENSCSEP00000033003	ENSCSEG00000021188	Cynoglossus_semilaevis
ENSCJAP00000008373	ENSCJAG00000004596	Callithrix_jacchus
ENSCPBP00000006728	ENSCPBG00000005247	Chrysemys_picta_bellii
ENSGALP00000016598	ENSGALG00000010221	Gallus_gallus
ENSLSDP00000017561	ENSLSDG00000012575	Lonchura_striata_domestica
ENSEEEP00000046128	ENSEEEG00000021736	Electrophorus_electricus
ENSSMAP00000025269	ENSSMAG00000015448	Scophthalmus_maximus
ENSIPUP00000003785	ENSIPUG00000002656	Ictalurus_punctatus
ENSCLAP00000008756	ENSCLAG00000006121	Chinchilla_lanigera
ENSAMXP00005046348	ENSAMXG00005021351	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00001011691	ENSCGRG00001013266	Cricetulus_griseus_CHOK1GS_HDv1
ENSLACP00000002215	ENSLACG00000001978	Latimeria_chalumnae
