ENSSFOP00015028853	ENSSFOG00015018529	Scleropages_formosus
ENSPKIP00000024557	ENSPKIG00000007762	Paramormyrops_kingsleyae	ENSPKIT00000005265
ENSLOCP00000022198	ENSLOCG00000018097	Lepisosteus_oculatus
ENSECRP00000019772	ENSECRG00000013248	Erpetoichthys_calabaricus
ENSGAGP00000033856	ENSGAGG00000024082	Gopherus_agassizii
ENSCABP00000016903	ENSCABG00000012544	Chelonoidis_abingdonii
ENSCPBP00000003260	ENSCPBG00000002644	Chrysemys_picta_bellii
ENSPSIP00000001670	ENSPSIG00000001675	Pelodiscus_sinensis
ENSCPRP00005024912	ENSCPRG00005017285	Crocodylus_porosus
ENSSMRP00000023743	ENSSMRG00000018424	Salvator_merianae
ENSPVIP00000030441	ENSPVIG00000022406	Pogona_vitticeps
ENSCMIP00000027867	ENSCMIG00000012124	Callorhinchus_milii
ENSPVIP00000000063	ENSPVIG00000000073	Pogona_vitticeps
ENSACAP00000007687	ENSACAG00000007859	Anolis_carolinensis
ENSSMRP00000015437	ENSSMRG00000011994	Salvator_merianae
ENSNSUP00000005503	ENSNSUG00000004420	Notechis_scutatus
ENSSPUP00000021584	ENSSPUG00000016578	Sphenodon_punctatus
ENSCABP00000025586	ENSCABG00000018819	Chelonoidis_abingdonii
ENSPSIP00000011096	ENSPSIG00000010035	Pelodiscus_sinensis
ENSCABP00000020772	ENSCABG00000015314	Chelonoidis_abingdonii
ENSCPBP00000003284	ENSCPBG00000002649	Chrysemys_picta_bellii
ENSLAFP00000026313	ENSLAFG00000007592	Loxodonta_africana
ENSETEP00000002470	ENSETEG00000003014	Echinops_telfairi
ENSDNOP00000029719	ENSDNOG00000043918	Dasypus_novemcinctus
ENSMOCP00000003977	ENSMOCG00000003183	Microtus_ochrogaster
ENSPEMP00000031995	ENSPEMG00000027942	Peromyscus_maniculatus_bairdii
ENSCGRP00015012155	ENSCGRG00015009349	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008806	ENSCGRG00000006425	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012528	ENSMAUG00000012814	Mesocricetus_auratus
ENSMSIP00000011717	ENSMSIG00000010233	Mus_spicilegus
ENSMUSP00000058109	ENSMUSG00000043279	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0074265	MGP_SPRETEiJ_G0028870	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0071454	MGP_CAROLIEiJ_G0027866	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0059742	MGP_PahariEiJ_G0024451	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000000810	ENSMUGG00000000770	Meriones_unguiculatus
ENSNGAP00000011390	ENSNGAG00000013564	Nannospalax_galili
ENSJJAP00000006070	ENSJJAG00000010841	Jaculus_jaculus
ENSCCNP00000020839	ENSCCNG00000020756	Castor_canadensis
ENSUPAP00010018342	ENSUPAG00010014580	Urocitellus_parryii
ENSSTOP00000018487	ENSSTOG00000019886	Ictidomys_tridecemlineatus
ENSMMMP00000013136	ENSMMMG00000011720	Marmota_marmota_marmota
ENSCAPP00000000903	ENSCAPG00000001315	Cavia_aperea
ENSCPOP00000023114	ENSCPOG00000034485	Cavia_porcellus
ENSCLAP00000022188	ENSCLAG00000015216	Chinchilla_lanigera
ENSODEP00000022192	ENSODEG00000016293	Octodon_degus
ENSHGLP00000026918	ENSHGLG00000019143	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010816	ENSHGLG00100008027	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004646	ENSFDAG00000013813	Fukomys_damarensis
ENSPPAP00000001701	ENSPPAG00000007746	Pan_paniscus
ENSPTRP00000033419	ENSPTRG00000019518	Pan_troglodytes
