ENSGAGP00000028038	ENSGAGG00000020354	Gopherus_agassizii
ENSCABP00000007765	ENSCABG00000005855	Chelonoidis_abingdonii
ENSCPBP00000004765	ENSCPBG00000003821	Chrysemys_picta_bellii
ENSPSIP00000006845	ENSPSIG00000006271	Pelodiscus_sinensis
ENSCPRP00005019913	ENSCPRG00005013893	Crocodylus_porosus
ENSSMRP00000023452	ENSSMRG00000018198	Salvator_merianae
ENSACAP00000005306	ENSACAG00000005402	Anolis_carolinensis
ENSSPUP00000003393	ENSSPUG00000002581	Sphenodon_punctatus
ENSAOWP00000027866	ENSAOWG00000018778	Apteryx_owenii
ENSARWP00000006962	ENSARWG00000004879	Apteryx_rowi
ENSAHAP00000010626	ENSAHAG00000007689	Apteryx_haastii
ENSDNVP00000025196	ENSDNVG00000017528	Dromaius_novaehollandiae
ENSDNVP00000025190	ENSDNVG00000017525	Dromaius_novaehollandiae
ENSNPEP00000020278	ENSNPEG00000015074	Nothoprocta_perdicaria
ENSJHYP00000016721	ENSJHYG00000012751	Junco_hyemalis
ENSFALP00000003152	ENSFALG00000003030	Ficedula_albicollis
ENSLSDP00000015178	ENSLSDG00000010949	Lonchura_striata_domestica
ENSLCOP00000023279	ENSLCOG00000016330	Lepidothrix_coronata
ENSMVIP00005002231	ENSMVIG00005001757	Manacus_vitellinus
ENSCPUP00000006850	ENSCPUG00000004965	Calidris_pugnax
ENSAPLP00000030221	ENSAPLG00000025159	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000004861	ENSNMEG00000005185	Numida_meleagris
ENSMUNP00000010049	ENSMUNG00000007953	Melopsittacus_undulatus
ENSSCAP00000022312	ENSSCAG00000016047	Serinus_canaria
ENSTGUP00000009085	ENSTGUG00000008798	Taeniopygia_guttata
ENSPMJP00000025338	ENSPMJG00000018566	Parus_major
ENSCCEP00000026928	ENSCCEG00000023554	Cyanistes_caeruleus
ENSJHYP00000016712	ENSJHYG00000012746	Junco_hyemalis
ENSZALP00000022802	ENSZALG00000017686	Zonotrichia_albicollis
