ENSAOWP00000026601	ENSAOWG00000017604	Apteryx_owenii
ENSZALP00000002434	ENSZALG00000002624	Zonotrichia_albicollis
ENSJJAP00000024058	ENSJJAG00000023629	Jaculus_jaculus
ENSPANP00000033646	ENSPANG00000017546	Papio_anubis
ENSCJPP00005009963	ENSCJPG00005008671	Coturnix_japonica
ENSTNIP00000018945	ENSTNIG00000015860	Tetraodon_nigroviridis
ENSTRUP00000017241	ENSTRUG00000021549	Takifugu_rubripes
ENSCLAP00000006050	ENSCLAG00000004283	Chinchilla_lanigera
ENSOGAP00000011817	ENSOGAG00000013182	Otolemur_garnettii
ENSPMGP00000023247	ENSPMGG00000018793	Periophthalmus_magnuspinnatus
ENSIPUP00000015172	ENSIPUG00000010261	Ictalurus_punctatus
ENSCGOP00000020537	ENSCGOG00000009930	Cottoperca_gobio
ENSKMAP00000015312	ENSKMAG00000011449	Kryptolebias_marmoratus
ENSACIP00000018375	ENSACIG00000014297	Amphilophus_citrinellus
ENSSPUP00000012632	ENSSPUG00000009645	Sphenodon_punctatus
ENSMUSP00000041701	ENSMUSG00000024251	Mus_musculus_strain_reference_(CL57BL6)
ENSSDUP00000000939	ENSSDUG00000000662	Seriola_dumerili
ENSANAP00000041761	ENSANAG00000038155	Aotus_nancymaae
ENSPREP00000015524	ENSPREG00000010477	Poecilia_reticulata
ENSNBRP00000025800	ENSNBRG00000019636	Neolamprologus_brichardi
ENSSCAP00000012567	ENSSCAG00000009389	Serinus_canaria
ENSLCOP00000013651	ENSLCOG00000009811	Lepidothrix_coronata
ENSMZEP00005024240	ENSMZEG00005018122	Maylandia_zebra
ENSAMXP00000041294	ENSAMXG00000037128	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLACP00000015809	ENSLACG00000013922	Latimeria_chalumnae
ENSMVIP00005007369	ENSMVIG00005005539	Manacus_vitellinus
ENSNGAP00000008349	ENSNGAG00000011344	Nannospalax_galili
ENSAPLP00000010276	ENSAPLG00000010472	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000014565	ENSAHAG00000009340	Apteryx_haastii
ENSCHIP00000007132	ENSCHIG00000010658	Capra_hircus
ENSPKIP00000006332	ENSPKIG00000022654	Paramormyrops_kingsleyae
ENSLSDP00000014836	ENSLSDG00000010703	Lonchura_striata_domestica
ENSPCAP00000010331	ENSPCAG00000010885	Procavia_capensis
ENSSLDP00000001300	ENSSLDG00000001002	Seriola_lalandi_dorsalis
ENSVVUP00000000359	ENSVVUG00000000337	Vulpes_vulpes
ENSSBOP00000037241	ENSSBOG00000034696	Saimiri_boliviensis_boliviensis
ENSAMEP00000005985	ENSAMEG00000005628	Ailuropoda_melanoleuca
ENSGALP00000045378	ENSGALG00000009932	Gallus_gallus
ENSMMMP00000018526	ENSMMMG00000016308	Marmota_marmota_marmota
ENSTGEP00000000993	ENSTGEG00000000915	Theropithecus_gelada
ENSPVIP00000021053	ENSPVIG00000015872	Pogona_vitticeps
ENSCAPP00000011583	ENSCAPG00000012601	Cavia_aperea
ENSTRUP00000017238	ENSTRUG00000007018	Takifugu_rubripes
