ENSEBUP00000012663	ENSEBUG00000008046	Eptatretus_burgeri
ENSPMAP00000009729	ENSPMAG00000008834	Petromyzon_marinus
ENSCABP00000029886	ENSCABG00000021928	Chelonoidis_abingdonii
ENSGAGP00000016572	ENSGAGG00000012392	Gopherus_agassizii
ENSCPBP00000027909	ENSCPBG00000019725	Chrysemys_picta_bellii
ENSNSUP00000028281	ENSNSUG00000020158	Notechis_scutatus	ENSNSUT00000030032
ENSACAP00000000602	ENSACAG00000000680	Anolis_carolinensis
ENSSMRP00000025345	ENSSMRG00000019605	Salvator_merianae
ENSPVIP00000030483	ENSPVIG00000022435	Pogona_vitticeps
ENSPCIP00000029562	ENSPCIG00000022001	Phascolarctos_cinereus
ENSVURP00010017661	ENSVURG00010013478	Vombatus_ursinus
ENSMEUP00000010844	ENSMEUG00000011913	Notamacropus_eugenii
ENSSHAP00000014846	ENSSHAG00000012672	Sarcophilus_harrisii
ENSMODP00000010854	ENSMODG00000008720	Monodelphis_domestica
ENSOANP00000007391	ENSOANG00000004662	Ornithorhynchus_anatinus
ENSSPUP00000001318	ENSSPUG00000001046	Sphenodon_punctatus
ENSSPUP00000001331	ENSSPUG00000001052	Sphenodon_punctatus
ENSAHAP00000021467	ENSAHAG00000015088	Apteryx_haastii
ENSAOWP00000021938	ENSAOWG00000014822	Apteryx_owenii
ENSNPEP00000007919	ENSNPEG00000005948	Nothoprocta_perdicaria
ENSJHYP00000004009	ENSJHYG00000003314	Junco_hyemalis
ENSLCOP00000000786	ENSLCOG00000000677	Lepidothrix_coronata
ENSPMJP00000004985	ENSPMJG00000004323	Parus_major
ENSTGUP00000003844	ENSTGUG00000003728	Taeniopygia_guttata
ENSLSDP00000008234	ENSLSDG00000006161	Lonchura_striata_domestica
ENSMUNP00000015071	ENSMUNG00000011682	Melopsittacus_undulatus
ENSABRP00000008149	ENSABRG00000007373	Anser_brachyrhynchus
ENSCPUP00000004206	ENSCPUG00000003135	Calidris_pugnax
ENSCPGP00000002223	ENSCPGG00000001647	Calidris_pygmaea
ENSAPLP00000019366	ENSAPLG00000027808	Anas_platyrhynchos_platyrhynchos
ENSFALP00000007318	ENSFALG00000007013	Ficedula_albicollis
ENSCCEP00000000220	ENSCCEG00000000332	Cyanistes_caeruleus
ENSSCAP00000014432	ENSSCAG00000010607	Serinus_canaria
ENSARWP00000007956	ENSARWG00000005556	Apteryx_rowi
ENSDNVP00000004500	ENSDNVG00000003188	Dromaius_novaehollandiae
ENSGALP00000072578	ENSGALG00000035557	Gallus_gallus
ENSCJPP00005015581	ENSCJPG00005012892	Coturnix_japonica
ENSNMEP00000016177	ENSNMEG00000014307	Numida_meleagris
ENSCPRP00005027631	ENSCPRG00005019144	Crocodylus_porosus
ENSMICP00000042141	ENSMICG00000045287	Microcebus_murinus
ENSPSMP00000009006	ENSPSMG00000006600	Prolemur_simus
ENSPCOP00000016477	ENSPCOG00000020002	Propithecus_coquereli
ENSOGAP00000002984	ENSOGAG00000003345	Otolemur_garnettii
ENSPTRP00000047016	ENSPTRG00000021129	Pan_troglodytes
ENSGGOP00000010206	ENSGGOG00000010464	Gorilla_gorilla
ENSP00000253968	ENSG00000131668	Homo_sapiens
ENSNLEP00000020164	ENSNLEG00000016625	Nomascus_leucogenys
ENSMNEP00000024296	ENSMNEG00000035691	Macaca_nemestrina
ENSMMUP00000010563	ENSMMUG00000008058	Macaca_mulatta
ENSPANP00000019427	ENSPANG00000024692	Papio_anubis
ENSTGEP00000003924	ENSTGEG00000003302	Theropithecus_gelada
ENSCSAP00000003314	ENSCSAG00000007043	Chlorocebus_sabaeus
ENSRROP00000001158	ENSRROG00000004327	Rhinopithecus_roxellana
ENSPTEP00000007392	ENSPTEG00000008431	Piliocolobus_tephrosceles
ENSMFAP00000039335	ENSMFAG00000045879	Macaca_fascicularis
ENSMLEP00000006213	ENSMLEG00000026177	Mandrillus_leucophaeus
ENSCATP00000033105	ENSCATG00000039569	Cercocebus_atys
ENSCANP00000010972	ENSCANG00000028908	Colobus_angolensis_palliatus
ENSRBIP00000041739	ENSRBIG00000044189	Rhinopithecus_bieti
ENSPPAP00000011186	ENSPPAG00000028799	Pan_paniscus
ENSPPYP00000021734	ENSPPYG00000019393	Pongo_abelii
ENSSBOP00000033589	ENSSBOG00000032959	Saimiri_boliviensis_boliviensis
ENSCJAP00000064817	ENSCJAG00000045992	Callithrix_jacchus
ENSCCAP00000017153	ENSCCAG00000026395	Cebus_capucinus_imitator
ENSANAP00000014879	ENSANAG00000025328	Aotus_nancymaae
ENSPEMP00000018805	ENSPEMG00000017288	Peromyscus_maniculatus_bairdii
ENSMOCP00000000384	ENSMOCG00000000317	Microtus_ochrogaster
ENSCGRP00015002896	ENSCGRG00015002327	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011945	ENSCGRG00000008699	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022313	ENSCGRG00001020884	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000000528	ENSMAUG00000000432	Mesocricetus_auratus
MGP_SPRETEiJ_P0035898	MGP_SPRETEiJ_G0019374	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000021813	ENSMUSG00000021381	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0034273	MGP_CAROLIEiJ_G0018494	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040880	MGP_PahariEiJ_G0019561	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022830	ENSRNOG00000016915	Rattus_norvegicus
ENSNGAP00000001420	ENSNGAG00000001062	Nannospalax_galili
ENSMUGP00000017372	ENSMUGG00000014789	Meriones_unguiculatus
ENSJJAP00000008906	ENSJJAG00000012954	Jaculus_jaculus
ENSUPAP00010008644	ENSUPAG00010006985	Urocitellus_parryii
ENSSTOP00000006921	ENSSTOG00000007735	Ictidomys_tridecemlineatus
ENSCCNP00000001939	ENSCCNG00000002137	Castor_canadensis
ENSDORP00000011943	ENSDORG00000012699	Dipodomys_ordii
ENSCLAP00000001133	ENSCLAG00000000868	Chinchilla_lanigera
ENSODEP00000020114	ENSODEG00000014836	Octodon_degus
ENSHGLP00000004726	ENSHGLG00000003466	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012661	ENSHGLG00100009378	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000006762	ENSCAPG00000008861	Cavia_aperea
ENSCPOP00000018784	ENSCPOG00000023578	Cavia_porcellus
ENSTTRP00000002675	ENSTTRG00000002852	Tursiops_truncatus
ENSSSCP00000008630	ENSSSCG00000008081	Sus_scrofa_strain_reference
ENSCHIP00000018825	ENSCHIG00000018106	Capra_hircus
ENSOARP00000008578	ENSOARG00000007997	Ovis_aries
ENSBIXP00000020551	ENSBIXG00000023860	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034759	ENSBIXG00005015786	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000005865	ENSBTAG00000004468	Bos_taurus
ENSBMUP00000013797	ENSBMUG00000010529	Bos_mutus
ENSBBBP00000002719	ENSBBBG00000011822	Bison_bison_bison
ENSPVAP00000013558	ENSPVAG00000014383	Pteropus_vampyrus
ENSNVIP00000018916	ENSNVIG00000014822	Neovison_vison
