ENSCABP00000003238	ENSCABG00000002483	Chelonoidis_abingdonii
ENSGAGP00000012991	ENSGAGG00000009974	Gopherus_agassizii
ENSCPBP00000027444	ENSCPBG00000019418	Chrysemys_picta_bellii
ENSPSIP00000018914	ENSPSIG00000016772	Pelodiscus_sinensis
ENSAPLP00000012311	ENSAPLG00000012521	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024339	ENSABRG00000020453	Anser_brachyrhynchus
ENSMGAP00000011069	ENSMGAG00000010646	Meleagris_gallopavo
ENSCJPP00005025115	ENSCJPG00005019745	Coturnix_japonica
ENSPMJP00000019667	ENSPMJG00000014700	Parus_major
ENSCCEP00000024977	ENSCCEG00000022113	Cyanistes_caeruleus
ENSMVIP00005002122	ENSMVIG00005001666	Manacus_vitellinus
ENSLSDP00000022676	ENSLSDG00000016026	Lonchura_striata_domestica
ENSTGUP00000003509	ENSTGUG00000003395	Taeniopygia_guttata
ENSSCAP00000010143	ENSSCAG00000007702	Serinus_canaria
ENSJHYP00000022062	ENSJHYG00000016647	Junco_hyemalis
ENSZALP00000023091	ENSZALG00000017874	Zonotrichia_albicollis
ENSFALP00000002189	ENSFALG00000002102	Ficedula_albicollis
ENSCPUP00000007651	ENSCPUG00000005521	Calidris_pugnax
ENSMUNP00000021077	ENSMUNG00000015976	Melopsittacus_undulatus
ENSAOWP00000005395	ENSAOWG00000003716	Apteryx_owenii
ENSARWP00000019217	ENSARWG00000013183	Apteryx_rowi
ENSAHAP00000003824	ENSAHAG00000002963	Apteryx_haastii
ENSNPEP00000016454	ENSNPEG00000012260	Nothoprocta_perdicaria
ENSDNVP00000005774	ENSDNVG00000004142	Dromaius_novaehollandiae
ENSSPUP00000021468	ENSSPUG00000016492	Sphenodon_punctatus
ENSGALP00000056046	ENSGALG00000033614	Gallus_gallus
ENSNMEP00000014723	ENSNMEG00000013158	Numida_meleagris
ENSCPGP00000027654	ENSCPGG00000019063	Calidris_pygmaea
ENSCCEP00000002959	ENSCCEG00000003317	Cyanistes_caeruleus
ENSLCOP00000004880	ENSLCOG00000003684	Lepidothrix_coronata
ENSCPRP00005002862	ENSCPRG00005002046	Crocodylus_porosus
ENSCHOP00000004190	ENSCHOG00000004733	Choloepus_hoffmanni
ENSCHOP00000005328	ENSCHOG00000006035	Choloepus_hoffmanni
ENSDNOP00000005383	ENSDNOG00000006951	Dasypus_novemcinctus
ENSLAFP00000000377	ENSLAFG00000000441	Loxodonta_africana
ENSAMEP00000002391	ENSAMEG00000002278	Ailuropoda_melanoleuca
ENSUMAP00000011305	ENSUMAG00000008491	Ursus_maritimus
ENSMPUP00000005257	ENSMPUG00000005295	Mustela_putorius_furo
ENSFCAP00000050203	ENSFCAG00000013892	Felis_catus
ENSTTRP00000003553	ENSTTRG00000003784	Tursiops_truncatus
ENSOARP00000018802	ENSOARG00000017519	Ovis_aries
ENSPPRP00000017491	ENSPPRG00000009449	Panthera_pardus
ENSSDAP00000015107	ENSSDAG00000013598	Spermophilus_dauricus
ENSLAFP00000026941	ENSLAFG00000026957	Loxodonta_africana
ENSETEP00000008323	ENSETEG00000010248	Echinops_telfairi
ENSSTOP00000009640	ENSSTOG00000010742	Ictidomys_tridecemlineatus
ENSMMMP00000026608	ENSMMMG00000023289	Marmota_marmota_marmota
ENSUPAP00010012957	ENSUPAG00010010499	Urocitellus_parryii
ENSPVAP00000015207	ENSPVAG00000016113	Pteropus_vampyrus
ENSPTIP00000004185	ENSPTIG00000006770	Panthera_tigris_altaica
ENSPPRP00000023849	ENSPPRG00000014095	Panthera_pardus
ENSDORP00000007427	ENSDORG00000007920	Dipodomys_ordii
ENSCCNP00000030508	ENSCCNG00000029206	Castor_canadensis
ENSCCNP00000007682	ENSCCNG00000008161	Castor_canadensis
ENSOCUP00000014626	ENSOCUG00000017023	Oryctolagus_cuniculus
ENSRBIP00000013784	ENSRBIG00000030964	Rhinopithecus_bieti
