ENSPEMP00000030471	ENSPEMG00000030045	Peromyscus_maniculatus_bairdii
ENSMSIP00000022374	ENSMSIG00000018985	Mus_spicilegus
ENSUPAP00010010115	ENSUPAG00010008183	Urocitellus_parryii
ENSSDAP00000018707	ENSSDAG00000017087	Spermophilus_dauricus
ENSMMMP00000013148	ENSMMMG00000011733	Marmota_marmota_marmota
ENSCCNP00000011812	ENSCCNG00000012263	Castor_canadensis
ENSMMMP00000016264	ENSMMMG00000014468	Marmota_marmota_marmota
ENSUPAP00010006501	ENSUPAG00010005216	Urocitellus_parryii
ENSUPAP00010009780	ENSUPAG00010007920	Urocitellus_parryii
ENSPANP00000032999	ENSPANG00000035540	Papio_anubis
ENSCJAP00000066623	ENSCJAG00000047516	Callithrix_jacchus
ENSCAFP00020000213	ENSCAFG00020000255	Canis_lupus_dingo
ENSCAFP00000065322	ENSCAFG00000049975	Canis_lupus_familiaris
ENSVVUP00000042159	ENSVVUG00000029943	Vulpes_vulpes
ENSCAFP00020033489	ENSCAFG00020025997	Canis_lupus_dingo
ENSNVIP00000003390	ENSNVIG00000002702	Neovison_vison
ENSNVIP00000020659	ENSNVIG00000016187	Neovison_vison
ENSUAMP00000035191	ENSUAMG00000026726	Ursus_americanus
ENSBIXP00000023127	ENSBIXG00000025697	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004017	ENSBIXG00005009997	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
