ENSPVIP00000005645	ENSPVIG00000004583	Pogona_vitticeps
ENSNSUP00000007936	ENSNSUG00000006191	Notechis_scutatus	ENSNSUT00000008506
ENSSMRP00000010889	ENSSMRG00000008609	Salvator_merianae
ENSCPGP00000017489	ENSCPGG00000012284	Calidris_pygmaea
ENSCPUP00000013814	ENSCPUG00000009786	Calidris_pugnax
ENSMUNP00000010206	ENSMUNG00000008070	Melopsittacus_undulatus
ENSZALP00000016391	ENSZALG00000013313	Zonotrichia_albicollis
ENSJHYP00000010562	ENSJHYG00000008291	Junco_hyemalis
ENSSCAP00000003623	ENSSCAG00000003005	Serinus_canaria
ENSLCOP00000002486	ENSLCOG00000001937	Lepidothrix_coronata
ENSMVIP00005021941	ENSMVIG00005015416	Manacus_vitellinus
ENSABRP00000001551	ENSABRG00000001563	Anser_brachyrhynchus
ENSNPEP00000019977	ENSNPEG00000014869	Nothoprocta_perdicaria
ENSXETP00000020169	ENSXETG00000003221	Xenopus_tropicalis
