ENSCABP00000022703	ENSCABG00000016702	Chelonoidis_abingdonii
ENSGAGP00000016716	ENSGAGG00000012497	Gopherus_agassizii
ENSCPBP00000021711	ENSCPBG00000015592	Chrysemys_picta_bellii
ENSPSIP00000003891	ENSPSIG00000003679	Pelodiscus_sinensis
ENSCPRP00005006402	ENSCPRG00005004584	Crocodylus_porosus
ENSACAP00000015541	ENSACAG00000015763	Anolis_carolinensis
ENSPVIP00000033498	ENSPVIG00000024488	Pogona_vitticeps
ENSNSUP00000019684	ENSNSUG00000014377	Notechis_scutatus
ENSSMRP00000006433	ENSSMRG00000005203	Salvator_merianae
ENSSPUP00000023489	ENSSPUG00000018025	Sphenodon_punctatus
ENSGALP00000013056	ENSGALG00000008056	Gallus_gallus
ENSMGAP00000010626	ENSMGAG00000010247	Meleagris_gallopavo
ENSCJPP00005008129	ENSCJPG00005007330	Coturnix_japonica
ENSNMEP00000000928	ENSNMEG00000001336	Numida_meleagris
ENSABRP00000025144	ENSABRG00000021091	Anser_brachyrhynchus
ENSAPLP00000015487	ENSAPLG00000015618	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000011373	ENSLCOG00000008252	Lepidothrix_coronata
ENSMVIP00005004785	ENSMVIG00005003674	Manacus_vitellinus
ENSPMJP00000011932	ENSPMJG00000009209	Parus_major
ENSCCEP00000009322	ENSCCEG00000009464	Cyanistes_caeruleus
ENSSCAP00000021694	ENSSCAG00000015587	Serinus_canaria
ENSLSDP00000020721	ENSLSDG00000014673	Lonchura_striata_domestica
ENSTGUP00000009037	ENSTGUG00000008769	Taeniopygia_guttata
ENSFALP00000013516	ENSFALG00000012949	Ficedula_albicollis
ENSZALP00000018781	ENSZALG00000015002	Zonotrichia_albicollis
ENSJHYP00000009468	ENSJHYG00000007469	Junco_hyemalis
ENSCPUP00000007375	ENSCPUG00000005328	Calidris_pugnax
ENSCPGP00000009388	ENSCPGG00000006663	Calidris_pygmaea
ENSMUNP00000005965	ENSMUNG00000004841	Melopsittacus_undulatus
ENSAOWP00000001967	ENSAOWG00000001418	Apteryx_owenii	ENSAOWT00000002238
ENSAHAP00000016570	ENSAHAG00000011780	Apteryx_haastii	ENSAHAT00000018327
ENSARWP00000009518	ENSARWG00000006652	Apteryx_rowi	ENSARWT00000010852
ENSDNVP00000001666	ENSDNVG00000001217	Dromaius_novaehollandiae
ENSNPEP00000014376	ENSNPEG00000010758	Nothoprocta_perdicaria
ENSMEUP00000013739	ENSMEUG00000015053	Notamacropus_eugenii
ENSVURP00010024769	ENSVURG00010018926	Vombatus_ursinus
ENSPCIP00000031332	ENSPCIG00000023287	Phascolarctos_cinereus
ENSMODP00000046262	ENSMODG00000016301	Monodelphis_domestica
ENSMODP00000043218	ENSMODG00000004254	Monodelphis_domestica
ENSSHAP00000000592	ENSSHAG00000000527	Sarcophilus_harrisii
ENSCHOP00000010405	ENSCHOG00000011782	Choloepus_hoffmanni
ENSDNOP00000023856	ENSDNOG00000001242	Dasypus_novemcinctus
ENSLAFP00000001650	ENSLAFG00000001973	Loxodonta_africana
ENSPCAP00000007844	ENSPCAG00000008398	Procavia_capensis
ENSETEP00000012410	ENSETEG00000015310	Echinops_telfairi
ENSPVAP00000005925	ENSPVAG00000006267	Pteropus_vampyrus
ENSMLUP00000011917	ENSMLUG00000013099	Myotis_lucifugus
ENSTTRP00000004045	ENSTTRG00000004300	Tursiops_truncatus
ENSSSCP00000051682	ENSSSCG00000007465	Sus_scrofa_strain_reference
ENSCHIP00000017390	ENSCHIG00000017253	Capra_hircus
ENSOARP00000013758	ENSOARG00000012845	Ovis_aries
ENSBIXP00000036091	ENSBIXG00000007477	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037742	ENSBIXG00005019674	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016760	ENSBTAG00000012626	Bos_taurus
ENSBBBP00000001859	ENSBBBG00000010976	Bison_bison_bison
ENSBMUP00000015543	ENSBMUG00000011807	Bos_mutus
ENSECAP00000019827	ENSECAG00000022249	Equus_caballus
ENSEASP00005034114	ENSEASG00005023329	Equus_asinus_asinus
ENSUAMP00000026542	ENSUAMG00000020537	Ursus_americanus
ENSAMEP00000014293	ENSAMEG00000013544	Ailuropoda_melanoleuca
ENSCAFP00020022090	ENSCAFG00020017452	Canis_lupus_dingo
ENSCAFP00000054491	ENSCAFG00000011445	Canis_lupus_familiaris
ENSVVUP00000030676	ENSVVUG00000022393	Vulpes_vulpes
ENSMPUP00000017454	ENSMPUG00000017567	Mustela_putorius_furo
ENSNVIP00000009885	ENSNVIG00000007732	Neovison_vison
ENSPPRP00000017627	ENSPPRG00000009529	Panthera_pardus
ENSPTIP00000011000	ENSPTIG00000011570	Panthera_tigris_altaica
ENSFCAP00000055505	ENSFCAG00000009515	Felis_catus
ENSODEP00000008727	ENSODEG00000006524	Octodon_degus
ENSODEP00000010126	ENSODEG00000007570	Octodon_degus
ENSCPOP00000012044	ENSCPOG00000013380	Cavia_porcellus
ENSCAPP00000006715	ENSCAPG00000008811	Cavia_aperea
ENSCLAP00000009063	ENSCLAG00000006323	Chinchilla_lanigera
ENSHGLP00000009369	ENSHGLG00000006719	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007674	ENSHGLG00100005733	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023271	ENSFDAG00000021453	Fukomys_damarensis
ENSMMMP00000008294	ENSMMMG00000007414	Marmota_marmota_marmota
ENSSDAP00000007701	ENSSDAG00000006993	Spermophilus_dauricus
ENSSTOP00000003455	ENSSTOG00000003851	Ictidomys_tridecemlineatus
ENSUPAP00010000068	ENSUPAG00010000085	Urocitellus_parryii
MGP_SPRETEiJ_P0058482	MGP_SPRETEiJ_G0025625	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000104844	ENSMUSG00000017929	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000037641	ENSMSIG00000031348	Mus_spicilegus
MGP_CAROLIEiJ_P0056310	MGP_CAROLIEiJ_G0024705	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067291	MGP_PahariEiJ_G0026147	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072676	ENSRNOG00000008283	Rattus_norvegicus
ENSMUGP00000005625	ENSMUGG00000005183	Meriones_unguiculatus
ENSCGRP00015025083	ENSCGRG00015018971	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000016579	ENSCGRG00000012041	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022922	ENSCGRG00001021312	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000015800	ENSMAUG00000015144	Mesocricetus_auratus
ENSMOCP00000011749	ENSMOCG00000011995	Microtus_ochrogaster
