ENSACAP00000010776	ENSACAG00000011002	Anolis_carolinensis
ENSPVIP00000006164	ENSPVIG00000005126	Pogona_vitticeps
ENSNSUP00000016196	ENSNSUG00000011982	Notechis_scutatus
ENSSMRP00000009290	ENSSMRG00000007420	Salvator_merianae
ENSSPUP00000008955	ENSSPUG00000006981	Sphenodon_punctatus
ENSCABP00000009381	ENSCABG00000007060	Chelonoidis_abingdonii
ENSCABP00000018994	ENSCABG00000014033	Chelonoidis_abingdonii
ENSCPBP00000008688	ENSCPBG00000006752	Chrysemys_picta_bellii
ENSGAGP00000020641	ENSGAGG00000015208	Gopherus_agassizii
ENSPSIP00000009070	ENSPSIG00000008262	Pelodiscus_sinensis
ENSTGUP00000007849	ENSTGUG00000007630	Taeniopygia_guttata
ENSLSDP00000002293	ENSLSDG00000001827	Lonchura_striata_domestica
ENSSCAP00000005791	ENSSCAG00000004581	Serinus_canaria
ENSJHYP00000014812	ENSJHYG00000011458	Junco_hyemalis
ENSZALP00000023231	ENSZALG00000017986	Zonotrichia_albicollis
ENSFALP00000008153	ENSFALG00000007819	Ficedula_albicollis
ENSCCEP00000013148	ENSCCEG00000012653	Cyanistes_caeruleus
ENSPMJP00000007606	ENSPMJG00000006254	Parus_major
ENSLCOP00000021192	ENSLCOG00000014989	Lepidothrix_coronata
ENSMVIP00005007569	ENSMVIG00005005654	Manacus_vitellinus
ENSMUNP00000002209	ENSMUNG00000001962	Melopsittacus_undulatus
ENSCPUP00000023123	ENSCPUG00000015709	Calidris_pugnax
ENSCPGP00000026686	ENSCPGG00000018393	Calidris_pygmaea
ENSABRP00000025272	ENSABRG00000021200	Anser_brachyrhynchus
ENSAPLP00000016664	ENSAPLG00000021365	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000006095	ENSMGAG00000006120	Meleagris_gallopavo
ENSGALP00000021249	ENSGALG00000013035	Gallus_gallus
ENSNMEP00000007417	ENSNMEG00000007440	Numida_meleagris
ENSCJPP00005018309	ENSCJPG00005014921	Coturnix_japonica
ENSAOWP00000002801	ENSAOWG00000002011	Apteryx_owenii
ENSARWP00000022250	ENSARWG00000015160	Apteryx_rowi
ENSAHAP00000026372	ENSAHAG00000018366	Apteryx_haastii
ENSDNVP00000025488	ENSDNVG00000017730	Dromaius_novaehollandiae
ENSNPEP00000019702	ENSNPEG00000014670	Nothoprocta_perdicaria
ENSCLAP00000000758	ENSCLAG00000000598	Chinchilla_lanigera
ENSODEP00000013846	ENSODEG00000010236	Octodon_degus
ENSHGLP00000021449	ENSHGLG00000015322	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005650	ENSHGLG00100004283	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004890	ENSFDAG00000014022	Fukomys_damarensis
ENSCAPP00000005184	ENSCAPG00000007571	Cavia_aperea
ENSCPOP00000026956	ENSCPOG00000022847	Cavia_porcellus
ENSDORP00000000827	ENSDORG00000000880	Dipodomys_ordii
ENSUPAP00010002451	ENSUPAG00010002061	Urocitellus_parryii
ENSSTOP00000023533	ENSSTOG00000019463	Ictidomys_tridecemlineatus
ENSMMMP00000001657	ENSMMMG00000001514	Marmota_marmota_marmota
ENSCGRP00001012812	ENSCGRG00001014118	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000003799	ENSCGRG00000002801	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015036472	ENSCGRG00015027351	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000019289	ENSMAUG00000017604	Mesocricetus_auratus
ENSMOCP00000009395	ENSMOCG00000009546	Microtus_ochrogaster
ENSPEMP00000034869	ENSPEMG00000023715	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0080556	MGP_SPRETEiJ_G0030191	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015358	ENSMSIG00000013178	Mus_spicilegus
ENSMUSP00000138504	ENSMUSG00000030433	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0077291	MGP_CAROLIEiJ_G0029138	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045656	MGP_PahariEiJ_G0021006	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000055736	ENSRNOG00000038625	Rattus_norvegicus
ENSNGAP00000000185	ENSNGAG00000000149	Nannospalax_galili
ENSJJAP00000001626	ENSJJAG00000002104	Jaculus_jaculus
ENSCCNP00000030272	ENSCCNG00000028997	Castor_canadensis
ENSOPRP00000007677	ENSOPRG00000008404	Ochotona_princeps
ENSPPAP00000007377	ENSPPAG00000026613	Pan_paniscus
ENSPTRP00000019802	ENSPTRG00000011514	Pan_troglodytes
ENSP00000389015	ENSG00000187550	Homo_sapiens
ENSGGOP00000002366	ENSGGOG00000002404	Gorilla_gorilla
