ENSBIXP00005029042	ENSBIXG00005008892	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017069	ENSBIXG00000004006	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000061660	ENSBTAG00000054719	Bos_taurus
ENSCHIP00000007392	ENSCHIG00000010909	Capra_hircus
ENSSSCP00000022206	ENSSSCG00000027325	Sus_scrofa_strain_reference
ENSEASP00005012446	ENSEASG00005008681	Equus_asinus_asinus
ENSECAP00000025776	ENSECAG00000037393	Equus_caballus
ENSHGLP00000014355	ENSHGLG00000010272	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000004740	ENSODEG00000003604	Octodon_degus
ENSCGRP00015021520	ENSCGRG00015016395	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001027632	ENSCGRG00001024587	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022541	ENSMAUG00000019939	Mesocricetus_auratus
ENSMOCP00000005049	ENSMOCG00000004450	Microtus_ochrogaster
ENSMUSP00000129613	ENSMUSG00000056596	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0067482	MGP_SPRETEiJ_G0027571	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000031617	ENSMSIG00000026468	Mus_spicilegus
MGP_CAROLIEiJ_P0064954	MGP_CAROLIEiJ_G0026590	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080040	MGP_PahariEiJ_G0028923	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071624	ENSRNOG00000055936	Rattus_norvegicus
ENSCCNP00000026208	ENSCCNG00000025452	Castor_canadensis
ENSUPAP00010026860	ENSUPAG00010021254	Urocitellus_parryii
ENSMMMP00000015318	ENSMMMG00000013667	Marmota_marmota_marmota
ENSPTRP00000090602	ENSPTRG00000046384	Pan_troglodytes
ENSP00000429216	ENSG00000253368	Homo_sapiens
ENSMFAP00000014395	ENSMFAG00000030350	Macaca_fascicularis
ENSMNEP00000000779	ENSMNEG00000003839	Macaca_nemestrina
ENSMMUP00000027676	ENSMMUG00000021031	Macaca_mulatta
ENSCATP00000000890	ENSCATG00000004345	Cercocebus_atys
ENSPANP00000008055	ENSPANG00000018909	Papio_anubis
ENSTGEP00000009747	ENSTGEG00000008023	Theropithecus_gelada
ENSCSAP00000017356	ENSCSAG00000000650	Chlorocebus_sabaeus
ENSPTEP00000014951	ENSPTEG00000016662	Piliocolobus_tephrosceles
ENSRBIP00000016744	ENSRBIG00000032398	Rhinopithecus_bieti
ENSCJAP00000066930	ENSCJAG00000046636	Callithrix_jacchus
ENSANAP00000028896	ENSANAG00000032266	Aotus_nancymaae
ENSPSMP00000014714	ENSPSMG00000010554	Prolemur_simus
ENSOGAP00000016632	ENSOGAG00000029493	Otolemur_garnettii
ENSFCAP00000044977	ENSFCAG00000045565	Felis_catus
ENSPPRP00000029170	ENSPPRG00000021647	Panthera_pardus
ENSCAFP00020027604	ENSCAFG00020021680	Canis_lupus_dingo
ENSPVAP00000004181	ENSPVAG00000004416	Pteropus_vampyrus
ENSMLUP00000021651	ENSMLUG00000004673	Myotis_lucifugus
ENSMPUP00000015548	ENSMPUG00000015658	Mustela_putorius_furo
ENSDNOP00000019569	ENSDNOG00000031588	Dasypus_novemcinctus
