ENSCMIP00000028571	ENSCMIG00000012391	Callorhinchus_milii	ENSCMIT00000029024
ENSLACP00000005266	ENSLACG00000004679	Latimeria_chalumnae	ENSLACT00000005313
ENSPVIP00000008635	ENSPVIG00000006947	Pogona_vitticeps
ENSACAP00000009664	ENSACAG00000009850	Anolis_carolinensis
ENSNSUP00000005578	ENSNSUG00000004487	Notechis_scutatus
ENSSMRP00000021212	ENSSMRG00000016507	Salvator_merianae	ENSSMRT00000024864
ENSSPUP00000021108	ENSSPUG00000016238	Sphenodon_punctatus
ENSAHAP00000010246	ENSAHAG00000007440	Apteryx_haastii
ENSDNVP00000002780	ENSDNVG00000001995	Dromaius_novaehollandiae
ENSCPGP00000018302	ENSCPGG00000012808	Calidris_pygmaea
ENSCPUP00000029603	ENSCPUG00000019824	Calidris_pugnax
ENSMUNP00000016070	ENSMUNG00000012367	Melopsittacus_undulatus
ENSTGUP00000006321	ENSTGUG00000006159	Taeniopygia_guttata
ENSLSDP00000019805	ENSLSDG00000014068	Lonchura_striata_domestica
ENSJHYP00000000694	ENSJHYG00000000641	Junco_hyemalis
ENSZALP00000014520	ENSZALG00000012062	Zonotrichia_albicollis
ENSFALP00000011544	ENSFALG00000011061	Ficedula_albicollis
ENSCCEP00000011658	ENSCCEG00000011372	Cyanistes_caeruleus
ENSPMJP00000000864	ENSPMJG00000000712	Parus_major
ENSLCOP00000000404	ENSLCOG00000000357	Lepidothrix_coronata
ENSMVIP00005008681	ENSMVIG00005006450	Manacus_vitellinus
ENSTGUP00000008998	ENSTGUG00000008730	Taeniopygia_guttata
ENSLSDP00000010850	ENSLSDG00000007985	Lonchura_striata_domestica
ENSSCAP00000007089	ENSSCAG00000005480	Serinus_canaria
ENSZALP00000022091	ENSZALG00000017193	Zonotrichia_albicollis
ENSJHYP00000004476	ENSJHYG00000003669	Junco_hyemalis
ENSFALP00000013531	ENSFALG00000012960	Ficedula_albicollis
ENSPMJP00000005583	ENSPMJG00000004853	Parus_major
ENSCCEP00000024476	ENSCCEG00000021740	Cyanistes_caeruleus
ENSLCOP00000018629	ENSLCOG00000013181	Lepidothrix_coronata
ENSCJPP00005020622	ENSCJPG00005016580	Coturnix_japonica
ENSGALP00000066846	ENSGALG00000053876	Gallus_gallus
