ENSGALP00000017469	ENSGALG00000010752	Gallus_gallus
ENSGACP00000022204	ENSGACG00000016818	Gasterosteus_aculeatus
ENSPSMP00000000569	ENSPSMG00000000459	Prolemur_simus
ENSPEMP00000024450	ENSPEMG00000021185	Peromyscus_maniculatus_bairdii
ENSPVIP00000011433	ENSPVIG00000008975	Pogona_vitticeps
ENSPNYP00000009050	ENSPNYG00000006881	Pundamilia_nyererei
ENSPPAP00000026136	ENSPPAG00000036188	Pan_paniscus
ENSEEEP00000023562	ENSEEEG00000011422	Electrophorus_electricus
ENSCJAP00000063650	ENSCJAG00000004989	Callithrix_jacchus
ENSLSDP00000025555	ENSLSDG00000017875	Lonchura_striata_domestica
ENSECRP00000011497	ENSECRG00000007655	Erpetoichthys_calabaricus
ENSAMXP00005043911	ENSAMXG00005020422	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCANP00000030232	ENSCANG00000038778	Colobus_angolensis_palliatus
ENSMVIP00005012528	ENSMVIG00005009108	Manacus_vitellinus
ENSCSAP00000016714	ENSCSAG00000001302	Chlorocebus_sabaeus
ENSLOCP00000003831	ENSLOCG00000003242	Lepisosteus_oculatus
ENSSDUP00000013450	ENSSDUG00000009774	Seriola_dumerili
ENSXETP00000043144	ENSXETG00000002213	Xenopus_tropicalis
ENSPMGP00000019446	ENSPMGG00000015785	Periophthalmus_magnuspinnatus
ENSPMGP00000019441	ENSPMGG00000015781	Periophthalmus_magnuspinnatus
ENSCPBP00000004195	ENSCPBG00000003401	Chrysemys_picta_bellii
ENSLCRP00005050144	ENSLCRG00005018917	Larimichthys_crocea
ENSOANP00000030037	ENSOANG00000030657	Ornithorhynchus_anatinus
ENSCHAP00000050371	ENSCHAG00000023133	Clupea_harengus
ENSCPRP00005007533	ENSCPRG00005005313	Crocodylus_porosus
ENSAHAP00000005523	ENSAHAG00000004267	Apteryx_haastii
ENSXMAP00000000450	ENSXMAG00000000451	Xiphophorus_maculatus
ENSCLAP00000008134	ENSCLAG00000005705	Chinchilla_lanigera
ENSLBEP00000020660	ENSLBEG00000015893	Labrus_bergylta
ENSPVAP00000011551	ENSPVAG00000012255	Pteropus_vampyrus
ENSATEP00000030388	ENSATEG00000020980	Anabas_testudineus
ENSLACP00000007354	ENSLACG00000006526	Latimeria_chalumnae
ENSFDAP00000013828	ENSFDAG00000000717	Fukomys_damarensis
