ENSAOWP00000003567	ENSAOWG00000002522	Apteryx_owenii	ENSAOWT00000004074
ENSAHAP00000019086	ENSAHAG00000013525	Apteryx_haastii	ENSAHAT00000021102
ENSARWP00000006818	ENSARWG00000004799	Apteryx_rowi	ENSARWT00000007795
ENSDNVP00000003308	ENSDNVG00000002350	Dromaius_novaehollandiae	ENSDNVT00000003995
ENSNPEP00000001481	ENSNPEG00000001144	Nothoprocta_perdicaria
ENSABRP00000016737	ENSABRG00000014658	Anser_brachyrhynchus
ENSAPLP00000006339	ENSAPLG00000006687	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000013240	ENSMGAG00000012563	Meleagris_gallopavo
ENSGALP00000051094	ENSGALG00000014425	Gallus_gallus
ENSCJPP00005023150	ENSCJPG00005018398	Coturnix_japonica
ENSNMEP00000022412	ENSNMEG00000019195	Numida_meleagris
ENSCPUP00000028678	ENSCPUG00000019283	Calidris_pugnax
ENSCPGP00000008597	ENSCPGG00000005825	Calidris_pygmaea
ENSMUNP00000021289	ENSMUNG00000016106	Melopsittacus_undulatus
ENSLSDP00000010075	ENSLSDG00000007426	Lonchura_striata_domestica
ENSTGUP00000009945	ENSTGUG00000009641	Taeniopygia_guttata
ENSSCAP00000001777	ENSSCAG00000001509	Serinus_canaria
ENSCCEP00000025864	ENSCCEG00000022842	Cyanistes_caeruleus
ENSPMJP00000022004	ENSPMJG00000016343	Parus_major
ENSFALP00000009625	ENSFALG00000009232	Ficedula_albicollis
ENSJHYP00000023178	ENSJHYG00000017459	Junco_hyemalis
ENSZALP00000008042	ENSZALG00000007059	Zonotrichia_albicollis
ENSMVIP00005006062	ENSMVIG00005004630	Manacus_vitellinus
ENSLCOP00000016607	ENSLCOG00000011817	Lepidothrix_coronata
ENSCPRP00005006546	ENSCPRG00005004674	Crocodylus_porosus
ENSGAGP00000023405	ENSGAGG00000017151	Gopherus_agassizii
ENSCABP00000023865	ENSCABG00000017534	Chelonoidis_abingdonii
ENSCPBP00000025314	ENSCPBG00000018012	Chrysemys_picta_bellii
ENSPSIP00000019131	ENSPSIG00000016996	Pelodiscus_sinensis
ENSPVIP00000021654	ENSPVIG00000016426	Pogona_vitticeps
ENSACAP00000002056	ENSACAG00000002066	Anolis_carolinensis
ENSNSUP00000014769	ENSNSUG00000010933	Notechis_scutatus
ENSSMRP00000001080	ENSSMRG00000000940	Salvator_merianae
ENSSPUP00000008105	ENSSPUG00000006034	Sphenodon_punctatus
ENSPCIP00000002581	ENSPCIG00000002094	Phascolarctos_cinereus
ENSVURP00010003355	ENSVURG00010002704	Vombatus_ursinus
ENSMEUP00000014895	ENSMEUG00000016268	Notamacropus_eugenii
ENSSHAP00000018908	ENSSHAG00000016051	Sarcophilus_harrisii
ENSMODP00000035541	ENSMODG00000000781	Monodelphis_domestica
ENSCLAP00000000885	ENSCLAG00000000689	Chinchilla_lanigera
ENSODEP00000010727	ENSODEG00000007988	Octodon_degus
ENSCPOP00000001103	ENSCPOG00000001220	Cavia_porcellus
ENSCAPP00000011297	ENSCAPG00000012390	Cavia_aperea
ENSHGLP00000005866	ENSHGLG00000004282	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008081	ENSHGLG00100006011	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010621	ENSFDAG00000018349	Fukomys_damarensis
ENSFDAP00000016164	ENSFDAG00000004475	Fukomys_damarensis
ENSUPAP00010021972	ENSUPAG00010017444	Urocitellus_parryii
ENSMMMP00000018869	ENSMMMG00000016692	Marmota_marmota_marmota
ENSSDAP00000007585	ENSSDAG00000006903	Spermophilus_dauricus
ENSSTOP00000015853	ENSSTOG00000023744	Ictidomys_tridecemlineatus
ENSCCNP00000019081	ENSCCNG00000019200	Castor_canadensis
ENSDORP00000012315	ENSDORG00000013096	Dipodomys_ordii
ENSCGRP00000000819	ENSCGRG00000000656	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025515	ENSCGRG00015019350	Cricetulus_griseus_CriGri-PICR
