ENSVURP00010007951	ENSVURG00010006153	Vombatus_ursinus	ENSVURT00010009015
ENSVURP00010000838	ENSVURG00010000730	Vombatus_ursinus	ENSVURT00010000970
ENSPCIP00000043492	ENSPCIG00000015615	Phascolarctos_cinereus	ENSPCIT00000062073
ENSMEUP00000002706	ENSMEUG00000002964	Notamacropus_eugenii	ENSMEUT00000002973
ENSSHAP00000018590	ENSSHAG00000015782	Sarcophilus_harrisii	ENSSHAT00000018744
ENSMODP00000004640	ENSMODG00000003789	Monodelphis_domestica	ENSMODT00000004740
ENSDNOP00000020752	ENSDNOG00000045332	Dasypus_novemcinctus	ENSDNOT00000040704
ENSCHOP00000003204	ENSCHOG00000003608	Choloepus_hoffmanni	ENSCHOT00000003629
ENSPVAP00000012649	ENSPVAG00000013412	Pteropus_vampyrus
ENSMLUP00000011076	ENSMLUG00000012149	Myotis_lucifugus
ENSUAMP00000007561	ENSUAMG00000006539	Ursus_americanus
ENSUMAP00000028747	ENSUMAG00000020888	Ursus_maritimus
ENSAMEP00000004936	ENSAMEG00000004683	Ailuropoda_melanoleuca
ENSNVIP00000000075	ENSNVIG00000000089	Neovison_vison
ENSMPUP00000009725	ENSMPUG00000009799	Mustela_putorius_furo
ENSCAFP00020020139	ENSCAFG00020015979	Canis_lupus_dingo
ENSCAFP00000009546	ENSCAFG00000006372	Canis_lupus_familiaris
ENSVVUP00000018518	ENSVVUG00000013609	Vulpes_vulpes
ENSPTIP00000019487	ENSPTIG00000017252	Panthera_tigris_altaica
ENSPPRP00000018943	ENSPPRG00000010438	Panthera_pardus
ENSFCAP00000013223	ENSFCAG00000014250	Felis_catus
ENSEASP00005032094	ENSEASG00005021905	Equus_asinus_asinus
ENSECAP00000026005	ENSECAG00000009685	Equus_caballus
ENSCCNP00000008675	ENSCCNG00000009143	Castor_canadensis
ENSDORP00000011346	ENSDORG00000012070	Dipodomys_ordii
ENSMUSP00000040347	ENSMUSG00000038497	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006761	ENSMSIG00000006023	Mus_spicilegus
MGP_SPRETEiJ_P0087260	MGP_SPRETEiJ_G0031948	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0083833	MGP_CAROLIEiJ_G0030839	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046695	MGP_PahariEiJ_G0021301	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026281	ENSRNOG00000019346	Rattus_norvegicus
ENSRNOP00000073085	ENSRNOG00000046973	Rattus_norvegicus
ENSMUGP00000017323	ENSMUGG00000014753	Meriones_unguiculatus
ENSMUGP00000017026	ENSMUGG00000014532	Meriones_unguiculatus
ENSCGRP00000016622	ENSCGRG00000012076	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001019594	ENSCGRG00001018979	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013503	ENSMAUG00000013535	Mesocricetus_auratus
ENSMOCP00000006782	ENSMOCG00000006466	Microtus_ochrogaster
ENSPEMP00000008034	ENSPEMG00000009817	Peromyscus_maniculatus_bairdii
ENSNGAP00000026298	ENSNGAG00000023985	Nannospalax_galili
ENSJJAP00000021011	ENSJJAG00000021496	Jaculus_jaculus
ENSCLAP00000005139	ENSCLAG00000003648	Chinchilla_lanigera
ENSODEP00000013047	ENSODEG00000009661	Octodon_degus
ENSCPOP00000006311	ENSCPOG00000006999	Cavia_porcellus
ENSCAPP00000014361	ENSCAPG00000014751	Cavia_aperea
ENSHGLP00000005361	ENSHGLG00000003925	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016172	ENSHGLG00100011938	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004362	ENSFDAG00000013605	Fukomys_damarensis
ENSPCOP00000002996	ENSPCOG00000009134	Propithecus_coquereli
ENSPSMP00000023667	ENSPSMG00000016721	Prolemur_simus
ENSMICP00000031814	ENSMICG00000013740	Microcebus_murinus
ENSOGAP00000006428	ENSOGAG00000007177	Otolemur_garnettii
ENSP00000389399	ENSG00000150403	Homo_sapiens
ENSPPAP00000025624	ENSPPAG00000035939	Pan_paniscus
ENSGGOP00000010341	ENSGGOG00000010596	Gorilla_gorilla
ENSPPYP00000006302	ENSPPYG00000005528	Pongo_abelii
ENSNLEP00000000975	ENSNLEG00000000823	Nomascus_leucogenys
ENSMNEP00000037465	ENSMNEG00000041813	Macaca_nemestrina
ENSMFAP00000009838	ENSMFAG00000040684	Macaca_fascicularis
ENSRBIP00000019054	ENSRBIG00000033506	Rhinopithecus_bieti
ENSRROP00000021920	ENSRROG00000034852	Rhinopithecus_roxellana
ENSCANP00000020154	ENSCANG00000033505	Colobus_angolensis_palliatus
ENSCATP00000000422	ENSCATG00000002158	Cercocebus_atys
ENSPTEP00000040964	ENSPTEG00000037663	Piliocolobus_tephrosceles
ENSMLEP00000011707	ENSMLEG00000030029	Mandrillus_leucophaeus
ENSTGEP00000020030	ENSTGEG00000016118	Theropithecus_gelada
ENSPANP00000010082	ENSPANG00000005743	Papio_anubis
ENSCSAP00000013464	ENSCSAG00000017431	Chlorocebus_sabaeus
ENSSBOP00000021541	ENSSBOG00000027320	Saimiri_boliviensis_boliviensis
ENSCCAP00000002287	ENSCCAG00000014045	Cebus_capucinus_imitator
ENSCJAP00000012855	ENSCJAG00000006931	Callithrix_jacchus
ENSANAP00000000783	ENSANAG00000005822	Aotus_nancymaae
ENSOCUP00000021336	ENSOCUG00000025173	Oryctolagus_cuniculus
ENSSARP00000008486	ENSSARG00000009366	Sorex_araneus
ENSSTOP00000019520	ENSSTOG00000023226	Ictidomys_tridecemlineatus
ENSUPAP00010005572	ENSUPAG00010004516	Urocitellus_parryii
ENSSDAP00000019281	ENSSDAG00000017553	Spermophilus_dauricus
ENSMMMP00000016220	ENSMMMG00000014404	Marmota_marmota_marmota
ENSCHIP00000000583	ENSCHIG00000000410	Capra_hircus
ENSOARP00000009045	ENSOARG00000008433	Ovis_aries
ENSBIXP00000015339	ENSBIXG00000003566	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005039602	ENSBIXG00005022038	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000020850	ENSBTAG00000015704	Bos_taurus
ENSBMUP00000031941	ENSBMUG00000023815	Bos_mutus
ENSBBBP00000012320	ENSBBBG00000020141	Bison_bison_bison
ENSTTRP00000004375	ENSTTRG00000004649	Tursiops_truncatus
ENSSSCP00000010212	ENSSSCG00000009563	Sus_scrofa_strain_reference
ENSTSYP00000026925	ENSTSYG00000037230	Carlito_syrichta
ENSMMUP00000048242	ENSMMUG00000040562	Macaca_mulatta
ENSPTRP00000010303	ENSPTRG00000006060	Pan_troglodytes
ENSTBEP00000010043	ENSTBEG00000011628	Tupaia_belangeri
ENSOPRP00000002651	ENSOPRG00000002882	Ochotona_princeps
ENSCGRP00015029037	ENSCGRG00015021955	Cricetulus_griseus_CriGri-PICR
ENSDNOP00000020712	ENSDNOG00000047046	Dasypus_novemcinctus
ENSLAFP00000005006	ENSLAFG00000005971	Loxodonta_africana
ENSPCAP00000007293	ENSPCAG00000007793	Procavia_capensis
ENSETEP00000005621	ENSETEG00000006931	Echinops_telfairi
ENSOANP00000024624	ENSOANG00000015628	Ornithorhynchus_anatinus
ENSGAGP00000002592	ENSGAGG00000002078	Gopherus_agassizii
ENSCABP00000018793	ENSCABG00000013818	Chelonoidis_abingdonii
ENSCPBP00000019331	ENSCPBG00000013976	Chrysemys_picta_bellii
ENSPSIP00000014323	ENSPSIG00000012855	Pelodiscus_sinensis
ENSAHAP00000021609	ENSAHAG00000015190	Apteryx_haastii
ENSAOWP00000022108	ENSAOWG00000014947	Apteryx_owenii
ENSARWP00000024637	ENSARWG00000016751	Apteryx_rowi
ENSDNVP00000007102	ENSDNVG00000005079	Dromaius_novaehollandiae
ENSNPEP00000012173	ENSNPEG00000009119	Nothoprocta_perdicaria
ENSMGAP00000015736	ENSMGAG00000014846	Meleagris_gallopavo
ENSGALP00000041328	ENSGALG00000016824	Gallus_gallus
ENSCJPP00005016652	ENSCJPG00005013645	Coturnix_japonica
ENSNMEP00000020717	ENSNMEG00000017786	Numida_meleagris
ENSABRP00000014902	ENSABRG00000013129	Anser_brachyrhynchus
ENSAPLP00000014634	ENSAPLG00000014778	Anas_platyrhynchos_platyrhynchos
ENSTGUP00000009550	ENSTGUG00000009257	Taeniopygia_guttata
ENSLSDP00000012601	ENSLSDG00000009203	Lonchura_striata_domestica
ENSSCAP00000005565	ENSSCAG00000004437	Serinus_canaria
ENSPMJP00000015296	ENSPMJG00000011599	Parus_major
ENSCCEP00000000450	ENSCCEG00000000607	Cyanistes_caeruleus
ENSFALP00000003451	ENSFALG00000003317	Ficedula_albicollis
ENSJHYP00000004384	ENSJHYG00000003636	Junco_hyemalis
ENSZALP00000007820	ENSZALG00000006893	Zonotrichia_albicollis
ENSMVIP00005024323	ENSMVIG00005017070	Manacus_vitellinus
ENSLCOP00000005930	ENSLCOG00000004399	Lepidothrix_coronata
ENSMUNP00000016411	ENSMUNG00000012637	Melopsittacus_undulatus
ENSCPUP00000009355	ENSCPUG00000006656	Calidris_pugnax
ENSCPGP00000010730	ENSCPGG00000007517	Calidris_pygmaea
ENSCPRP00005023461	ENSCPRG00005016295	Crocodylus_porosus
ENSPVIP00000029929	ENSPVIG00000022055	Pogona_vitticeps
ENSACAP00000000352	ENSACAG00000000367	Anolis_carolinensis
ENSNSUP00000025861	ENSNSUG00000018591	Notechis_scutatus
ENSSMRP00000001532	ENSSMRG00000001340	Salvator_merianae
ENSSPUP00000002870	ENSSPUG00000002229	Sphenodon_punctatus
ENSXETP00000024858	ENSXETG00000004098	Xenopus_tropicalis	ENSXETT00000014109
ENSAMXP00000016678	ENSAMXG00000016183	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036109	ENSAMXG00005016721	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004754	ENSPNAG00000011155	Pygocentrus_nattereri
ENSEEEP00000025726	ENSEEEG00000012415	Electrophorus_electricus
ENSIPUP00000015660	ENSIPUG00000010628	Ictalurus_punctatus
ENSDARP00000103522	ENSDARG00000075108	Danio_rerio
ENSDCDP00000036837	ENSDCDG00000024636	Denticeps_clupeoides
ENSCHAP00000007690	ENSCHAG00000004442	Clupea_harengus
ENSAOCP00000032376	ENSAOCG00000024719	Amphiprion_ocellaris
ENSAPEP00000031564	ENSAPEG00000022378	Amphiprion_percula
ENSAPOP00000023073	ENSAPOG00000004655	Acanthochromis_polyacanthus
ENSSPAP00000018346	ENSSPAG00000013826	Stegastes_partitus
ENSPRNP00000008458	ENSPRNG00000005018	Parambassis_ranga
ENSNBRP00000000018	ENSNBRG00000000042	Neolamprologus_brichardi
ENSNBRP00000023918	ENSNBRG00000018294	Neolamprologus_brichardi
ENSMZEP00005003943	ENSMZEG00005003027	Maylandia_zebra
ENSMZEP00005003796	ENSMZEG00005002910	Maylandia_zebra
ENSACLP00000035593	ENSACLG00000024096	Astatotilapia_calliptera
ENSHBUP00000000539	ENSHBUG00000001730	Haplochromis_burtoni
ENSPNYP00000003992	ENSPNYG00000003055	Pundamilia_nyererei
ENSONIP00000003996	ENSONIG00000003186	Oreochromis_niloticus
ENSACIP00000029165	ENSACIG00000022580	Amphilophus_citrinellus
ENSFHEP00000008740	ENSFHEG00000009985	Fundulus_heteroclitus
ENSCVAP00000024887	ENSCVAG00000009283	Cyprinodon_variegatus
ENSPFOP00000010748	ENSPFOG00000010638	Poecilia_formosa
ENSPLAP00000007739	ENSPLAG00000010182	Poecilia_latipinna
ENSPMEP00000028364	ENSPMEG00000013439	Poecilia_mexicana
ENSPREP00000031847	ENSPREG00000021558	Poecilia_reticulata
ENSXMAP00000019319	ENSXMAG00000019274	Xiphophorus_maculatus
ENSXCOP00000003495	ENSXCOG00000002759	Xiphophorus_couchianus
ENSGAFP00000017926	ENSGAFG00000012137	Gambusia_affinis
ENSKMAP00000029636	ENSKMAG00000021942	Kryptolebias_marmoratus
ENSORLP00000005930	ENSORLG00000004713	Oryzias_latipes_ASM223467v1
ENSORLP00020031528	ENSORLG00020016628	Oryzias_latipes_ASM223471v1
ENSORLP00015013994	ENSORLG00015014921	Oryzias_latipes_ASM223469v1
ENSOMEP00000014787	ENSOMEG00000016319	Oryzias_melastigma
ENSTRUP00000044115	ENSTRUG00000017217	Takifugu_rubripes
ENSTNIP00000012324	ENSTNIG00000009452	Tetraodon_nigroviridis
ENSMMOP00000023588	ENSMMOG00000017954	Mola_mola
ENSLCRP00005062493	ENSLCRG00005022951	Larimichthys_crocea
ENSCGOP00000041236	ENSCGOG00000018618	Cottoperca_gobio
ENSGACP00000020227	ENSGACG00000015331	Gasterosteus_aculeatus
ENSLBEP00000016204	ENSLBEG00000012504	Labrus_bergylta
ENSATEP00000019655	ENSATEG00000013663	Anabas_testudineus
ENSBSLP00000009772	ENSBSLG00000004778	Betta_splendens
ENSMAMP00000005298	ENSMAMG00000003542	Mastacembelus_armatus
ENSSDUP00000007943	ENSSDUG00000005811	Seriola_dumerili
ENSSLDP00000002195	ENSSLDG00000001750	Seriola_lalandi_dorsalis
ENSLCAP00010021070	ENSLCAG00010009920	Lates_calcarifer
ENSSMAP00000018051	ENSSMAG00000011028	Scophthalmus_maximus
ENSCSEP00000010081	ENSCSEG00000006464	Cynoglossus_semilaevis
ENSGWIP00000029802	ENSGWIG00000015559	Gouania_willdenowi
ENSHCOP00000001563	ENSHCOG00000002553	Hippocampus_comes
ENSPMGP00000002845	ENSPMGG00000002487	Periophthalmus_magnuspinnatus
ENSGMOP00000006129	ENSGMOG00000005758	Gadus_morhua
ENSELUP00000025532	ENSELUG00000024215	Esox_lucius
ENSHHUP00000049526	ENSHHUG00000029977	Hucho_hucho
ENSPKIP00000027366	ENSPKIG00000009448	Paramormyrops_kingsleyae
ENSSFOP00015012104	ENSSFOG00015007797	Scleropages_formosus
ENSLOCP00000012091	ENSLOCG00000009887	Lepisosteus_oculatus
ENSECRP00000002694	ENSECRG00000001835	Erpetoichthys_calabaricus
ENSCMIP00000020454	ENSCMIG00000009398	Callorhinchus_milii
ENSLACP00000011770	ENSLACG00000010362	Latimeria_chalumnae	ENSLACT00000011860
ENSPMAP00000005924	ENSPMAG00000005381	Petromyzon_marinus
ENSEBUP00000022437	ENSEBUG00000013828	Eptatretus_burgeri
ENSCSAVP00000020009	ENSCSAVG00000011744	Ciona_savignyi
ENSCINP00000005318	ENSCING00000002610	Ciona_intestinalis
