ENSLAFP00000005795	ENSLAFG00000006899	Loxodonta_africana
ENSPCAP00000008328	ENSPCAG00000008882	Procavia_capensis
ENSETEP00000003893	ENSETEG00000004768	Echinops_telfairi
ENSTBEP00000014443	ENSTBEG00000016610	Tupaia_belangeri
ENSOPRP00000007373	ENSOPRG00000008051	Ochotona_princeps
ENSPPAP00000014099	ENSPPAG00000030197	Pan_paniscus
ENSPTRP00000071362	ENSPTRG00000022410	Pan_troglodytes
ENSGGOP00000047771	ENSGGOG00000036424	Gorilla_gorilla
ENSP00000359119	ENSG00000184343	Homo_sapiens
ENSPPYP00000023339	ENSPPYG00000020854	Pongo_abelii
ENSNLEP00000031796	ENSNLEG00000013518	Nomascus_leucogenys
ENSMNEP00000012632	ENSMNEG00000030566	Macaca_nemestrina
ENSMMUP00000004495	ENSMMUG00000003372	Macaca_mulatta
ENSMFAP00000022170	ENSMFAG00000035943	Macaca_fascicularis
ENSPANP00000004142	ENSPANG00000004220	Papio_anubis
ENSCATP00000045391	ENSCATG00000045096	Cercocebus_atys
ENSTGEP00000013078	ENSTGEG00000010600	Theropithecus_gelada
ENSCSAP00000003171	ENSCSAG00000006884	Chlorocebus_sabaeus
ENSPTEP00000001712	ENSPTEG00000001917	Piliocolobus_tephrosceles
ENSRROP00000002850	ENSRROG00000011319	Rhinopithecus_roxellana
ENSCANP00000036482	ENSCANG00000041872	Colobus_angolensis_palliatus
ENSCCAP00000007952	ENSCCAG00000021599	Cebus_capucinus_imitator
ENSSBOP00000014751	ENSSBOG00000024085	Saimiri_boliviensis_boliviensis
ENSCJAP00000047782	ENSCJAG00000011233	Callithrix_jacchus
ENSANAP00000039341	ENSANAG00000037077	Aotus_nancymaae
ENSCCNP00000009035	ENSCCNG00000009543	Castor_canadensis
ENSDORP00000005642	ENSDORG00000006026	Dipodomys_ordii
ENSPEMP00000011549	ENSPEMG00000012149	Peromyscus_maniculatus_bairdii
ENSMOCP00000000332	ENSMOCG00000000270	Microtus_ochrogaster
ENSCGRP00001004641	ENSCGRG00001005920	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002878	ENSCGRG00000002104	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015006368	ENSCGRG00015004921	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008560	ENSMAUG00000009935	Mesocricetus_auratus
ENSMSIP00000017978	ENSMSIG00000015113	Mus_spicilegus
ENSMUSP00000002081	ENSMUSG00000002007	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0095463	MGP_SPRETEiJ_G0034314	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0091713	MGP_CAROLIEiJ_G0033159	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089340	MGP_PahariEiJ_G0031702	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075400	ENSRNOG00000054548	Rattus_norvegicus
ENSMUGP00000020427	ENSMUGG00000017169	Meriones_unguiculatus
ENSNGAP00000022147	ENSNGAG00000021121	Nannospalax_galili
ENSJJAP00000018549	ENSJJAG00000019785	Jaculus_jaculus
ENSSDAP00000001942	ENSSDAG00000001755	Spermophilus_dauricus
ENSSTOP00000007387	ENSSTOG00000008233	Ictidomys_tridecemlineatus
ENSUPAP00010015546	ENSUPAG00010012441	Urocitellus_parryii
ENSPSMP00000034139	ENSPSMG00000023528	Prolemur_simus
ENSPCOP00000013851	ENSPCOG00000018569	Propithecus_coquereli
ENSMICP00000003153	ENSMICG00000003464	Microcebus_murinus
ENSOGAP00000002809	ENSOGAG00000003138	Otolemur_garnettii
