ENSDCDP00000051488	ENSDCDG00000031216	Denticeps_clupeoides
ENSCHAP00000005702	ENSCHAG00000003513	Clupea_harengus
ENSAMXP00000021048	ENSAMXG00000020438	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005052548	ENSAMXG00005023643	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011220	ENSPNAG00000016852	Pygocentrus_nattereri
ENSIPUP00000006934	ENSIPUG00000004781	Ictalurus_punctatus
ENSEEEP00000048795	ENSEEEG00000022951	Electrophorus_electricus
ENSDARP00000084286	ENSDARG00000062269	Danio_rerio
ENSHCOP00000026886	ENSHCOG00000018261	Hippocampus_comes
ENSPMGP00000007337	ENSPMGG00000006078	Periophthalmus_magnuspinnatus
ENSMALP00000010590	ENSMALG00000007530	Monopterus_albus
ENSMAMP00000002720	ENSMAMG00000001899	Mastacembelus_armatus
ENSATEP00000019693	ENSATEG00000013701	Anabas_testudineus
ENSBSLP00000015546	ENSBSLG00000007701	Betta_splendens
ENSSDUP00000029390	ENSSDUG00000021147	Seriola_dumerili
ENSSLDP00000006005	ENSSLDG00000004664	Seriola_lalandi_dorsalis
ENSLCAP00010018520	ENSLCAG00010008732	Lates_calcarifer
ENSSMAP00000018938	ENSSMAG00000011603	Scophthalmus_maximus
ENSCSEP00000019286	ENSCSEG00000012350	Cynoglossus_semilaevis
ENSLCRP00005061991	ENSLCRG00005022806	Larimichthys_crocea
ENSLBEP00000020046	ENSLBEG00000015400	Labrus_bergylta
ENSTNIP00000016701	ENSTNIG00000013701	Tetraodon_nigroviridis
ENSTRUP00000022475	ENSTRUG00000008940	Takifugu_rubripes
ENSMMOP00000016819	ENSMMOG00000012811	Mola_mola
ENSCGOP00000042812	ENSCGOG00000019190	Cottoperca_gobio
ENSGACP00000008136	ENSGACG00000006141	Gasterosteus_aculeatus
ENSAOCP00000004759	ENSAOCG00000008252	Amphiprion_ocellaris
ENSAPEP00000033716	ENSAPEG00000023952	Amphiprion_percula
ENSAPOP00000009798	ENSAPOG00000012139	Acanthochromis_polyacanthus
ENSSPAP00000003771	ENSSPAG00000002829	Stegastes_partitus
ENSPRNP00000009453	ENSPRNG00000005471	Parambassis_ranga
ENSMZEP00005037087	ENSMZEG00005027633	Maylandia_zebra
ENSACLP00000013446	ENSACLG00000009219	Astatotilapia_calliptera
ENSHBUP00000001501	ENSHBUG00000002642	Haplochromis_burtoni
ENSPNYP00000027599	ENSPNYG00000020771	Pundamilia_nyererei
ENSONIP00000010497	ENSONIG00000008348	Oreochromis_niloticus
ENSNBRP00000015173	ENSNBRG00000011690	Neolamprologus_brichardi
ENSACIP00000020087	ENSACIG00000015566	Amphilophus_citrinellus
ENSPLAP00000009705	ENSPLAG00000000636	Poecilia_latipinna
ENSPFOP00000004749	ENSPFOG00000004750	Poecilia_formosa
ENSPMEP00000030776	ENSPMEG00000017478	Poecilia_mexicana
ENSPREP00000022191	ENSPREG00000014988	Poecilia_reticulata
ENSXMAP00000006604	ENSXMAG00000006579	Xiphophorus_maculatus
ENSXCOP00000022088	ENSXCOG00000016508	Xiphophorus_couchianus
ENSGAFP00000001715	ENSGAFG00000001208	Gambusia_affinis
ENSFHEP00000027350	ENSFHEG00000010750	Fundulus_heteroclitus
ENSCVAP00000028572	ENSCVAG00000015740	Cyprinodon_variegatus
ENSKMAP00000029475	ENSKMAG00000021829	Kryptolebias_marmoratus
ENSORLP00000034892	ENSORLG00000029036	Oryzias_latipes_ASM223467v1
ENSORLP00020010391	ENSORLG00020011294	Oryzias_latipes_ASM223471v1
ENSORLP00015003415	ENSORLG00015004151	Oryzias_latipes_ASM223469v1
ENSOMEP00000014271	ENSOMEG00000015803	Oryzias_melastigma
ENSGWIP00000028900	ENSGWIG00000015012	Gouania_willdenowi
ENSGMOP00000004620	ENSGMOG00000004319	Gadus_morhua
ENSELUP00000003838	ENSELUG00000005035	Esox_lucius
ENSHHUP00000073276	ENSHHUG00000043004	Hucho_hucho
ENSHHUP00000026975	ENSHHUG00000017089	Hucho_hucho
ENSPKIP00000039117	ENSPKIG00000016611	Paramormyrops_kingsleyae
ENSSFOP00015022555	ENSSFOG00015014516	Scleropages_formosus
ENSLOCP00000016859	ENSLOCG00000013674	Lepisosteus_oculatus
ENSECRP00000031497	ENSECRG00000021339	Erpetoichthys_calabaricus
ENSPCIP00000036989	ENSPCIG00000027285	Phascolarctos_cinereus	ENSPCIT00000045552
ENSVURP00010020250	ENSVURG00010015508	Vombatus_ursinus	ENSVURT00010023060
ENSMEUP00000011023	ENSMEUG00000012093	Notamacropus_eugenii	ENSMEUT00000012133
ENSSHAP00000019584	ENSSHAG00000016629	Sarcophilus_harrisii	ENSSHAT00000019741
ENSMODP00000014775	ENSMODG00000011795	Monodelphis_domestica	ENSMODT00000015047
ENSMODP00000025311	ENSMODG00000020234	Monodelphis_domestica	ENSMODT00000025761
ENSMSIP00000025594	ENSMSIG00000021618	Mus_spicilegus
MGP_SPRETEiJ_P0083296	MGP_SPRETEiJ_G0030930	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000130012	ENSMUSG00000033458	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0079949	MGP_CAROLIEiJ_G0029827	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016807	MGP_PahariEiJ_G0013052	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032711	ENSRNOG00000023985	Rattus_norvegicus
ENSMUGP00000013150	ENSMUGG00000011403	Meriones_unguiculatus
ENSCGRP00001002718	ENSCGRG00001003086	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016036	ENSCGRG00000011640	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015026234	ENSCGRG00015019883	Cricetulus_griseus_CriGri-PICR
