ENSUMAP00000025262	ENSUMAG00000018406	Ursus_maritimus
ENSAMEP00000003661	ENSAMEG00000003443	Ailuropoda_melanoleuca
ENSCAFP00000058588	ENSCAFG00000004341	Canis_lupus_familiaris
ENSCAFP00020025791	ENSCAFG00020020283	Canis_lupus_dingo
ENSVVUP00000039553	ENSVVUG00000028174	Vulpes_vulpes
ENSMPUP00000017908	ENSMPUG00000018019	Mustela_putorius_furo
ENSNVIP00000014819	ENSNVIG00000011619	Neovison_vison
ENSPPRP00000003720	ENSPPRG00000000069	Panthera_pardus
ENSPTIP00000003627	ENSPTIG00000006314	Panthera_tigris_altaica
ENSFCAP00000061059	ENSFCAG00000012034	Felis_catus
ENSEASP00005025389	ENSEASG00005017285	Equus_asinus_asinus
ENSECAP00000017819	ENSECAG00000020357	Equus_caballus
ENSPVAP00000006525	ENSPVAG00000006911	Pteropus_vampyrus
ENSMLUP00000003984	ENSMLUG00000004378	Myotis_lucifugus
ENSEEUP00000010263	ENSEEUG00000011247	Erinaceus_europaeus
ENSSARP00000008979	ENSSARG00000009926	Sorex_araneus
ENSOARP00000009104	ENSOARG00000008487	Ovis_aries
ENSCHIP00000013495	ENSCHIG00000014895	Capra_hircus
ENSBIXP00000027497	ENSBIXG00000008370	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005017000	ENSBIXG00005020628	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009641	ENSBTAG00000007329	Bos_taurus
ENSBMUP00000002200	ENSBMUG00000001741	Bos_mutus
ENSBBBP00000006788	ENSBBBG00000015067	Bison_bison_bison
ENSTTRP00000012270	ENSTTRG00000012932	Tursiops_truncatus
ENSSSCP00000010026	ENSSSCG00000009395	Sus_scrofa_strain_reference
ENSVPAP00000011186	ENSVPAG00000012019	Vicugna_pacos
ENSCPOP00000026677	ENSCPOG00000002194	Cavia_porcellus
ENSCAPP00000013575	ENSCAPG00000014168	Cavia_aperea
ENSCLAP00000010648	ENSCLAG00000007348	Chinchilla_lanigera
ENSODEP00000007581	ENSODEG00000005653	Octodon_degus
ENSHGLP00000005222	ENSHGLG00000003820	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011654	ENSHGLG00100008642	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009381	ENSFDAG00000017408	Fukomys_damarensis
ENSSTOP00000002669	ENSSTOG00000002985	Ictidomys_tridecemlineatus
ENSUPAP00010005114	ENSUPAG00010004135	Urocitellus_parryii
ENSMMMP00000026327	ENSMMMG00000023069	Marmota_marmota_marmota
ENSSDAP00000019805	ENSSDAG00000018041	Spermophilus_dauricus
ENSCCNP00000010098	ENSCCNG00000010604	Castor_canadensis
ENSDORP00000016460	ENSDORG00000026163	Dipodomys_ordii
ENSCGRP00001009027	ENSCGRG00001011194	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001026	ENSCGRG00000000801	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016128	ENSCGRG00015012318	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012617	ENSMAUG00000012871	Mesocricetus_auratus
ENSPEMP00000023747	ENSPEMG00000020697	Peromyscus_maniculatus_bairdii
ENSMOCP00000026063	ENSMOCG00000021987	Microtus_ochrogaster
ENSMUSP00000124696	ENSMUSG00000071350	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000031355	ENSMSIG00000026181	Mus_spicilegus
MGP_SPRETEiJ_P0038738	MGP_SPRETEiJ_G0020259	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0037013	MGP_CAROLIEiJ_G0019367	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085120	MGP_PahariEiJ_G0030385	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000066366	ENSRNOG00000021680	Rattus_norvegicus
ENSMUGP00000027566	ENSMUGG00000022872	Meriones_unguiculatus
ENSNGAP00000011888	ENSNGAG00000013911	Nannospalax_galili
ENSJJAP00000006402	ENSJJAG00000011079	Jaculus_jaculus
ENSOCUP00000021600	ENSOCUG00000003755	Oryctolagus_cuniculus
ENSOPRP00000011195	ENSOPRG00000012261	Ochotona_princeps
ENSTBEP00000006955	ENSTBEG00000008013	Tupaia_belangeri
ENSP00000346175	ENSG00000136169	Homo_sapiens
ENSGGOP00000015628	ENSGGOG00000016016	Gorilla_gorilla
ENSPTRP00000042655	ENSPTRG00000005873	Pan_troglodytes
ENSPPAP00000034051	ENSPPAG00000039854	Pan_paniscus
ENSPPYP00000006116	ENSPPYG00000005368	Pongo_abelii
ENSNLEP00000048937	ENSNLEG00000003613	Nomascus_leucogenys
ENSCATP00000000630	ENSCATG00000002055	Cercocebus_atys
ENSTGEP00000004941	ENSTGEG00000004121	Theropithecus_gelada
ENSMLEP00000039162	ENSMLEG00000043613	Mandrillus_leucophaeus
ENSMMUP00000017711	ENSMMUG00000013473	Macaca_mulatta
ENSMFAP00000019340	ENSMFAG00000032631	Macaca_fascicularis
ENSMNEP00000027606	ENSMNEG00000037148	Macaca_nemestrina
ENSPANP00000041171	ENSPANG00000017051	Papio_anubis
ENSCSAP00000013737	ENSCSAG00000017713	Chlorocebus_sabaeus
ENSRBIP00000001288	ENSRBIG00000006562	Rhinopithecus_bieti
ENSRROP00000016795	ENSRROG00000032499	Rhinopithecus_roxellana
ENSPTEP00000030644	ENSPTEG00000029801	Piliocolobus_tephrosceles
ENSCANP00000020175	ENSCANG00000033506	Colobus_angolensis_palliatus
ENSCCAP00000027531	ENSCCAG00000031604	Cebus_capucinus_imitator
ENSSBOP00000012908	ENSSBOG00000023249	Saimiri_boliviensis_boliviensis
ENSCJAP00000016282	ENSCJAG00000008864	Callithrix_jacchus
ENSANAP00000020650	ENSANAG00000028107	Aotus_nancymaae
ENSTSYP00000032580	ENSTSYG00000014051	Carlito_syrichta
ENSPSMP00000023624	ENSPSMG00000016698	Prolemur_simus
ENSPCOP00000012190	ENSPCOG00000017644	Propithecus_coquereli
ENSMICP00000011509	ENSMICG00000012641	Microcebus_murinus
ENSOGAP00000004779	ENSOGAG00000005339	Otolemur_garnettii
ENSPCAP00000009568	ENSPCAG00000010230	Procavia_capensis
ENSLAFP00000010543	ENSLAFG00000012612	Loxodonta_africana
ENSETEP00000003941	ENSETEG00000004821	Echinops_telfairi
ENSCHOP00000011826	ENSCHOG00000013351	Choloepus_hoffmanni
ENSDNOP00000020659	ENSDNOG00000033679	Dasypus_novemcinctus
ENSPCIP00000003549	ENSPCIG00000002912	Phascolarctos_cinereus
ENSVURP00010030632	ENSVURG00010023428	Vombatus_ursinus
ENSMEUP00000004782	ENSMEUG00000005220	Notamacropus_eugenii
ENSMODP00000013677	ENSMODG00000010929	Monodelphis_domestica
ENSSHAP00000008400	ENSSHAG00000007281	Sarcophilus_harrisii
ENSOANP00000024487	ENSOANG00000015546	Ornithorhynchus_anatinus
ENSPVIP00000029654	ENSPVIG00000021862	Pogona_vitticeps
ENSACAP00000018068	ENSACAG00000014036	Anolis_carolinensis
ENSNSUP00000001108	ENSNSUG00000001002	Notechis_scutatus
ENSSMRP00000027344	ENSSMRG00000021087	Salvator_merianae
ENSSPUP00000008917	ENSSPUG00000006943	Sphenodon_punctatus
ENSMVIP00005011229	ENSMVIG00005008232	Manacus_vitellinus
ENSLCOP00000010109	ENSLCOG00000007348	Lepidothrix_coronata
ENSJHYP00000021443	ENSJHYG00000016235	Junco_hyemalis
ENSZALP00000003724	ENSZALG00000003631	Zonotrichia_albicollis
ENSSCAP00000018052	ENSSCAG00000013094	Serinus_canaria
ENSLSDP00000010244	ENSLSDG00000007549	Lonchura_striata_domestica
ENSTGUP00000012521	ENSTGUG00000012159	Taeniopygia_guttata
ENSCCEP00000010190	ENSCCEG00000010205	Cyanistes_caeruleus
ENSPMJP00000020005	ENSPMJG00000014930	Parus_major
ENSFALP00000008732	ENSFALG00000008379	Ficedula_albicollis
ENSMUNP00000016170	ENSMUNG00000012443	Melopsittacus_undulatus
ENSCPUP00000018888	ENSCPUG00000012973	Calidris_pugnax
ENSCPGP00000009815	ENSCPGG00000006983	Calidris_pygmaea
ENSABRP00000006285	ENSABRG00000005808	Anser_brachyrhynchus
ENSAPLP00000008739	ENSAPLG00000009061	Anas_platyrhynchos_platyrhynchos
