ENSCPBP00000011184	ENSCPBG00000008545	Chrysemys_picta_bellii
ENSCPRP00005002566	ENSCPRG00005001867	Crocodylus_porosus
ENSAPLP00000023315	ENSAPLG00000020556	Anas_platyrhynchos_platyrhynchos
ENSGALP00000056437	ENSGALG00000042845	Gallus_gallus
ENSJHYP00000021082	ENSJHYG00000015948	Junco_hyemalis
ENSSCAP00000001179	ENSSCAG00000000986	Serinus_canaria
ENSAOWP00000023560	ENSAOWG00000015892	Apteryx_owenii
ENSAHAP00000020455	ENSAHAG00000014398	Apteryx_haastii
ENSSPUP00000016499	ENSSPUG00000012769	Sphenodon_punctatus
ENSACAP00000018033	ENSACAG00000024900	Anolis_carolinensis
ENSCAPP00000011735	ENSCAPG00000012744	Cavia_aperea
ENSCPOP00000030779	ENSCPOG00000031842	Cavia_porcellus
ENSCLAP00000007477	ENSCLAG00000005254	Chinchilla_lanigera
ENSODEP00000009391	ENSODEG00000007038	Octodon_degus
ENSSTOP00000016461	ENSSTOG00000028175	Ictidomys_tridecemlineatus
ENSUPAP00010020051	ENSUPAG00010015840	Urocitellus_parryii
ENSSDAP00000008061	ENSSDAG00000007304	Spermophilus_dauricus
ENSMMMP00000016826	ENSMMMG00000014969	Marmota_marmota_marmota
ENSMUSP00000062217	ENSMUSG00000047094	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0035755	MGP_SPRETEiJ_G0019326	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003394	ENSMSIG00000003112	Mus_spicilegus
MGP_CAROLIEiJ_P0034144	MGP_CAROLIEiJ_G0018447	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040752	MGP_PahariEiJ_G0019515	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000067541	ENSRNOG00000024499	Rattus_norvegicus
ENSMUGP00000024849	ENSMUGG00000020726	Meriones_unguiculatus
ENSPEMP00000023536	ENSPEMG00000020547	Peromyscus_maniculatus_bairdii
ENSMOCP00000026372	ENSMOCG00000022206	Microtus_ochrogaster
ENSCGRP00000018728	ENSCGRG00000013641	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015000238	ENSCGRG00015000166	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021221	ENSCGRG00001020125	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001934	ENSMAUG00000001427	Mesocricetus_auratus
ENSNGAP00000002516	ENSNGAG00000002244	Nannospalax_galili
ENSJJAP00000014692	ENSJJAG00000017086	Jaculus_jaculus
ENSOCUP00000042921	ENSOCUG00000030969	Oryctolagus_cuniculus
ENSTGEP00000019502	ENSTGEG00000015708	Theropithecus_gelada
ENSCSAP00000003701	ENSCSAG00000007438	Chlorocebus_sabaeus
ENSPTEP00000031764	ENSPTEG00000030641	Piliocolobus_tephrosceles
ENSUMAP00000025072	ENSUMAG00000018244	Ursus_maritimus
ENSUAMP00000035560	ENSUAMG00000027008	Ursus_americanus
ENSNVIP00000013833	ENSNVIG00000010878	Neovison_vison
ENSCAFP00000032820	ENSCAFG00000009645	Canis_lupus_familiaris
ENSCAFP00020016428	ENSCAFG00020013174	Canis_lupus_dingo
ENSVVUP00000005513	ENSVVUG00000004322	Vulpes_vulpes
ENSPPRP00000021902	ENSPPRG00000012589	Panthera_pardus
ENSPTIP00000021531	ENSPTIG00000018659	Panthera_tigris_altaica
ENSFCAP00000054018	ENSFCAG00000025585	Felis_catus
ENSECAP00000042289	ENSECAG00000039765	Equus_caballus
ENSEASP00005017199	ENSEASG00005011909	Equus_asinus_asinus
ENSBIXP00005043641	ENSBIXG00005027359	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000001713	ENSBIXG00000006866	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000004485	ENSBBBG00000002741	Bison_bison_bison
ENSOARP00000017796	ENSOARG00000016571	Ovis_aries
ENSDNOP00000031280	ENSDNOG00000033035	Dasypus_novemcinctus
ENSXETP00000002009	ENSXETG00000006172	Xenopus_tropicalis
ENSAMXP00005037719	ENSAMXG00005017900	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006139	ENSAMXG00000005961	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000018993	ENSPNAG00000025523	Pygocentrus_nattereri
ENSEEEP00000033554	ENSEEEG00000015961	Electrophorus_electricus
ENSIPUP00000026887	ENSIPUG00000018210	Ictalurus_punctatus
ENSDARP00000139945	ENSDARG00000104791	Danio_rerio
ENSCHAP00000062132	ENSCHAG00000027646	Clupea_harengus
ENSHHUP00000049213	ENSHHUG00000029818	Hucho_hucho
ENSELUP00000039938	ENSELUG00000020306	Esox_lucius
ENSMALP00000001532	ENSMALG00000001107	Monopterus_albus
ENSMAMP00000032716	ENSMAMG00000022011	Mastacembelus_armatus
