ENSPKIP00000018741	ENSPKIG00000004193	Paramormyrops_kingsleyae
ENSSFOP00015031397	ENSSFOG00015020110	Scleropages_formosus
ENSAMXP00000037678	ENSAMXG00000042916	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005042048	ENSAMXG00005019646	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030078	ENSPNAG00000016596	Pygocentrus_nattereri
ENSEEEP00000016414	ENSEEEG00000008127	Electrophorus_electricus
ENSIPUP00000010607	ENSIPUG00000007238	Ictalurus_punctatus
ENSDARP00000102229	ENSDARG00000076552	Danio_rerio
ENSDCDP00000046068	ENSDCDG00000028935	Denticeps_clupeoides
ENSHHUP00000025036	ENSHHUG00000015785	Hucho_hucho
ENSHHUP00000070555	ENSHHUG00000041490	Hucho_hucho
ENSELUP00000007870	ENSELUG00000008598	Esox_lucius
ENSLOCP00000010172	ENSLOCG00000008374	Lepisosteus_oculatus
ENSECRP00000029512	ENSECRG00000020011	Erpetoichthys_calabaricus
ENSLACP00000022656	ENSLACG00000022632	Latimeria_chalumnae
ENSCPBP00000002386	ENSCPBG00000001923	Chrysemys_picta_bellii
ENSGAGP00000007159	ENSGAGG00000005754	Gopherus_agassizii
ENSCPRP00005009687	ENSCPRG00005006893	Crocodylus_porosus
ENSCMIP00000015906	ENSCMIG00000007710	Callorhinchus_milii
