ENSPMAP00000005137	ENSPMAG00000004694	Petromyzon_marinus
ENSEBUP00000000645	ENSEBUG00000000709	Eptatretus_burgeri
ENSMLUP00000015782	ENSMLUG00000017312	Myotis_lucifugus
ENSEEUP00000003224	ENSEEUG00000003555	Erinaceus_europaeus
ENSUAMP00000032667	ENSUAMG00000024927	Ursus_americanus
ENSUMAP00000026148	ENSUMAG00000019055	Ursus_maritimus
ENSAMEP00000020646	ENSAMEG00000019597	Ailuropoda_melanoleuca
ENSNVIP00000018592	ENSNVIG00000014574	Neovison_vison
ENSMPUP00000015695	ENSMPUG00000015803	Mustela_putorius_furo
ENSCAFP00020007025	ENSCAFG00020005719	Canis_lupus_dingo
ENSCAFP00000036345	ENSCAFG00000030184	Canis_lupus_familiaris
ENSCAFP00000039161	ENSCAFG00000003951	Canis_lupus_familiaris
ENSCAFP00020023298	ENSCAFG00020018387	Canis_lupus_dingo
ENSVVUP00000030492	ENSVVUG00000022249	Vulpes_vulpes
ENSPTIP00000023756	ENSPTIG00000020107	Panthera_tigris_altaica
ENSPPRP00000007422	ENSPPRG00000002568	Panthera_pardus
ENSFCAP00000035088	ENSFCAG00000036408	Felis_catus
ENSPVAP00000000230	ENSPVAG00000000253	Pteropus_vampyrus
ENSECAP00000045784	ENSECAG00000039564	Equus_caballus
ENSEASP00005004462	ENSEASG00005003379	Equus_asinus_asinus
ENSBIXP00000010783	ENSBIXG00000016208	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005032024	ENSBIXG00005012466	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000031852	ENSBMUG00000023758	Bos_mutus
ENSBBBP00000023744	ENSBBBG00000018512	Bison_bison_bison
ENSBTAP00000000918	ENSBTAG00000000686	Bos_taurus
ENSCHIP00000008981	ENSCHIG00000011994	Capra_hircus
ENSOARP00000013185	ENSOARG00000012305	Ovis_aries
ENSTTRP00000012142	ENSTTRG00000012797	Tursiops_truncatus
ENSVPAP00000009355	ENSVPAG00000010054	Vicugna_pacos
ENSCCNP00000005614	ENSCCNG00000005961	Castor_canadensis
ENSDORP00000023583	ENSDORG00000029868	Dipodomys_ordii
MGP_SPRETEiJ_P0057290	MGP_SPRETEiJ_G0025352	Mus_spretus_strain_SPRET/EiJ
MGP_SPRETEiJ_P0057291	MGP_SPRETEiJ_G0025353	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001200	ENSMSIG00000001191	Mus_spicilegus
ENSMUSP00000063895	ENSMUSG00000053916	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0055149	MGP_CAROLIEiJ_G0024432	Mus_caroli_strain_CAROLI_EIJ
MGP_CAROLIEiJ_P0055150	MGP_CAROLIEiJ_G0024433	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066133	MGP_PahariEiJ_G0025876	Mus_pahari_strain_PAHARI_EIJ
MGP_PahariEiJ_P0066132	MGP_PahariEiJ_G0025875	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011315	ENSRNOG00000008307	Rattus_norvegicus
ENSMUGP00000004505	ENSMUGG00000004189	Meriones_unguiculatus
ENSCGRP00015005936	ENSCGRG00015004629	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003009	ENSCGRG00000002203	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001002641	ENSCGRG00001002985	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004342	ENSMAUG00000005527	Mesocricetus_auratus
ENSMOCP00000006372	ENSMOCG00000006008	Microtus_ochrogaster
ENSMOCP00000001830	ENSMOCG00000001430	Microtus_ochrogaster
ENSPEMP00000036211	ENSPEMG00000029409	Peromyscus_maniculatus_bairdii
ENSNGAP00000009473	ENSNGAG00000012148	Nannospalax_galili
ENSJJAP00000014037	ENSJJAG00000016600	Jaculus_jaculus
ENSSDAP00000020803	ENSSDAG00000018943	Spermophilus_dauricus
ENSSDAP00000020800	ENSSDAG00000018937	Spermophilus_dauricus
ENSMMMP00000024580	ENSMMMG00000021513	Marmota_marmota_marmota
ENSUPAP00010012521	ENSUPAG00010010172	Urocitellus_parryii
ENSSTOP00000001818	ENSSTOG00000002050	Ictidomys_tridecemlineatus
ENSHGLP00100022292	ENSHGLG00100016403	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000322	ENSHGLG00000000310	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000012587	ENSFDAG00000019905	Fukomys_damarensis
ENSODEP00000016695	ENSODEG00000012295	Octodon_degus
ENSODEP00000010854	ENSODEG00000008091	Octodon_degus
ENSODEP00000005552	ENSODEG00000004193	Octodon_degus
ENSCPOP00000031511	ENSCPOG00000031912	Cavia_porcellus
ENSCAPP00000006108	ENSCAPG00000008293	Cavia_aperea
ENSCLAP00000021419	ENSCLAG00000014668	Chinchilla_lanigera
ENSOCUP00000002540	ENSOCUG00000002927	Oryctolagus_cuniculus
ENSOPRP00000014126	ENSOPRG00000015480	Ochotona_princeps
ENSMICP00000035744	ENSMICG00000027386	Microcebus_murinus
ENSPCOP00000021360	ENSPCOG00000022703	Propithecus_coquereli
ENSPSMP00000013249	ENSPSMG00000009528	Prolemur_simus
ENSOGAP00000005843	ENSOGAG00000006535	Otolemur_garnettii
ENSOGAP00000016543	ENSOGAG00000028862	Otolemur_garnettii
ENSPPAP00000005477	ENSPPAG00000022695	Pan_paniscus
ENSPTRP00000091125	ENSPTRG00000044350	Pan_troglodytes
ENSP00000302441	ENSG00000170191	Homo_sapiens
ENSGGOP00000012516	ENSGGOG00000012837	Gorilla_gorilla
ENSNLEP00000019049	ENSNLEG00000015706	Nomascus_leucogenys
ENSCATP00000031469	ENSCATG00000038861	Cercocebus_atys
ENSMLEP00000030438	ENSMLEG00000039425	Mandrillus_leucophaeus
ENSMFAP00000031422	ENSMFAG00000036787	Macaca_fascicularis
ENSMMUP00000027448	ENSMMUG00000020858	Macaca_mulatta
ENSPANP00000015577	ENSPANG00000024407	Papio_anubis
ENSPANP00000036990	ENSPANG00000031862	Papio_anubis
ENSTGEP00000018267	ENSTGEG00000014749	Theropithecus_gelada
ENSCSAP00000014202	ENSCSAG00000018185	Chlorocebus_sabaeus
ENSRROP00000037186	ENSRROG00000042030	Rhinopithecus_roxellana
ENSRBIP00000015558	ENSRBIG00000031885	Rhinopithecus_bieti
ENSPTEP00000029765	ENSPTEG00000029119	Piliocolobus_tephrosceles
ENSCANP00000029648	ENSCANG00000038455	Colobus_angolensis_palliatus
ENSMNEP00000029426	ENSMNEG00000038191	Macaca_nemestrina
ENSPPYP00000024634	ENSPPYG00000029454	Pongo_abelii
ENSCCAP00000023340	ENSCCAG00000029459	Cebus_capucinus_imitator
ENSCJAP00000063972	ENSCJAG00000048461	Callithrix_jacchus
ENSSBOP00000024022	ENSSBOG00000028505	Saimiri_boliviensis_boliviensis
ENSANAP00000019780	ENSANAG00000027665	Aotus_nancymaae
ENSCHOP00000005727	ENSCHOG00000006481	Choloepus_hoffmanni
ENSDNOP00000018917	ENSDNOG00000048533	Dasypus_novemcinctus
ENSLAFP00000013201	ENSLAFG00000015738	Loxodonta_africana
ENSPCAP00000007051	ENSPCAG00000007581	Procavia_capensis
ENSETEP00000016521	ENSETEG00000020335	Echinops_telfairi
ENSETEP00000016027	ENSETEG00000019732	Echinops_telfairi
ENSTBEP00000014526	ENSTBEG00000016702	Tupaia_belangeri
ENSTBEP00000006817	ENSTBEG00000007903	Tupaia_belangeri
ENSVURP00010020973	ENSVURG00010016036	Vombatus_ursinus
ENSPCIP00000040628	ENSPCIG00000029737	Phascolarctos_cinereus
ENSMEUP00000002218	ENSMEUG00000002432	Notamacropus_eugenii
ENSMODP00000008061	ENSMODG00000006495	Monodelphis_domestica
ENSOANP00000002248	ENSOANG00000001419	Ornithorhynchus_anatinus
ENSPVIP00000030201	ENSPVIG00000022248	Pogona_vitticeps	ENSPVIT00000037024
ENSACAP00000008263	ENSACAG00000008452	Anolis_carolinensis	ENSACAT00000008440
ENSNSUP00000011271	ENSNSUG00000008509	Notechis_scutatus
ENSSMRP00000012732	ENSSMRG00000009933	Salvator_merianae
ENSSPUP00000019236	ENSSPUG00000014827	Sphenodon_punctatus
ENSAHAP00000022676	ENSAHAG00000015894	Apteryx_haastii
ENSAOWP00000012623	ENSAOWG00000008633	Apteryx_owenii
ENSARWP00000005086	ENSARWG00000003665	Apteryx_rowi
ENSDNVP00000008884	ENSDNVG00000006325	Dromaius_novaehollandiae
ENSNPEP00000009306	ENSNPEG00000006996	Nothoprocta_perdicaria
ENSLCOP00000000112	ENSLCOG00000000119	Lepidothrix_coronata
ENSMVIP00005010164	ENSMVIG00005007468	Manacus_vitellinus
ENSLSDP00000020026	ENSLSDG00000014214	Lonchura_striata_domestica
ENSTGUP00000009051	ENSTGUG00000008794	Taeniopygia_guttata
ENSJHYP00000002539	ENSJHYG00000002126	Junco_hyemalis
ENSZALP00000020973	ENSZALG00000016469	Zonotrichia_albicollis
ENSPMJP00000020364	ENSPMJG00000015175	Parus_major
ENSFALP00000015882	ENSFALG00000015267	Ficedula_albicollis
ENSSCAP00000016128	ENSSCAG00000011820	Serinus_canaria
ENSCCEP00000007678	ENSCCEG00000008030	Cyanistes_caeruleus
ENSMUNP00000013374	ENSMUNG00000010442	Melopsittacus_undulatus
ENSCPGP00000004577	ENSCPGG00000003345	Calidris_pygmaea
ENSCPUP00000003430	ENSCPUG00000002614	Calidris_pugnax
ENSABRP00000021352	ENSABRG00000018160	Anser_brachyrhynchus
ENSAPLP00000015621	ENSAPLG00000015758	Anas_platyrhynchos_platyrhynchos
ENSGALP00000068738	ENSGALG00000047977	Gallus_gallus
ENSCJPP00005014574	ENSCJPG00005012146	Coturnix_japonica
ENSMGAP00000011662	ENSMGAG00000011174	Meleagris_gallopavo
ENSNMEP00000021201	ENSNMEG00000018162	Numida_meleagris
ENSCPRP00005019131	ENSCPRG00005013381	Crocodylus_porosus
ENSGAGP00000004594	ENSGAGG00000003796	Gopherus_agassizii
ENSCABP00000014148	ENSCABG00000010558	Chelonoidis_abingdonii
ENSCPBP00000035668	ENSCPBG00000024812	Chrysemys_picta_bellii
ENSPSIP00000001085	ENSPSIG00000001088	Pelodiscus_sinensis
ENSXETP00000012718	ENSXETG00000014011	Xenopus_tropicalis
ENSLACP00000010494	ENSLACG00000009244	Latimeria_chalumnae
ENSAMXP00005015218	ENSAMXG00005008072	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054132	ENSAMXG00000041071	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000007764	ENSPNAG00000013475	Pygocentrus_nattereri
ENSEEEP00000009115	ENSEEEG00000004697	Electrophorus_electricus
ENSIPUP00000026880	ENSIPUG00000018213	Ictalurus_punctatus
ENSDARP00000119955	ENSDARG00000075143	Danio_rerio
ENSDCDP00000061841	ENSDCDG00000035179	Denticeps_clupeoides
ENSBSLP00000009866	ENSBSLG00000004893	Betta_splendens
ENSHCOP00000004151	ENSHCOG00000005547	Hippocampus_comes
ENSCSEP00000013312	ENSCSEG00000008595	Cynoglossus_semilaevis
ENSGWIP00000003597	ENSGWIG00000001948	Gouania_willdenowi
ENSGACP00000003942	ENSGACG00000003009	Gasterosteus_aculeatus
ENSLBEP00000007548	ENSLBEG00000005841	Labrus_bergylta
ENSTRUP00000017266	ENSTRUG00000007029	Takifugu_rubripes
ENSTNIP00000005281	ENSTNIG00000002723	Tetraodon_nigroviridis
ENSMMOP00000010880	ENSMMOG00000008386	Mola_mola
ENSMZEP00005015836	ENSMZEG00005011895	Maylandia_zebra
ENSACLP00000028159	ENSACLG00000019128	Astatotilapia_calliptera
ENSPNYP00000006250	ENSPNYG00000004822	Pundamilia_nyererei
ENSHBUP00000011012	ENSHBUG00000012607	Haplochromis_burtoni
ENSONIP00000013053	ENSONIG00000010387	Oreochromis_niloticus
ENSNBRP00000023539	ENSNBRG00000018023	Neolamprologus_brichardi
ENSACIP00000002835	ENSACIG00000002282	Amphilophus_citrinellus
ENSSMAP00000022421	ENSSMAG00000013716	Scophthalmus_maximus
ENSMALP00000012645	ENSMALG00000008982	Monopterus_albus
ENSMAMP00000019479	ENSMAMG00000013104	Mastacembelus_armatus
ENSCGOP00000013883	ENSCGOG00000006794	Cottoperca_gobio
ENSLCAP00010018933	ENSLCAG00010008955	Lates_calcarifer
ENSLCRP00005011606	ENSLCRG00005005224	Larimichthys_crocea
ENSATEP00000015743	ENSATEG00000010941	Anabas_testudineus
ENSSDUP00000026932	ENSSDUG00000019522	Seriola_dumerili
ENSSLDP00000027285	ENSSLDG00000021180	Seriola_lalandi_dorsalis
