ENSORLP00000043882	ENSORLG00000022381	Oryzias_latipes_ASM223467v1
ENSORLP00015028908	ENSORLG00015011752	Oryzias_latipes_ASM223469v1
ENSKMAP00000010509	ENSKMAG00000007887	Kryptolebias_marmoratus
ENSACLP00000004625	ENSACLG00000003095	Astatotilapia_calliptera
ENSMZEP00005033895	ENSMZEG00005025347	Maylandia_zebra
ENSPNYP00000026792	ENSPNYG00000020197	Pundamilia_nyererei
ENSHBUP00000031899	ENSHBUG00000017862	Haplochromis_burtoni
ENSMZEP00005021098	ENSMZEG00005015832	Maylandia_zebra
ENSMZEP00005016298	ENSMZEG00005012242	Maylandia_zebra
ENSPNYP00000009626	ENSPNYG00000007299	Pundamilia_nyererei
ENSMZEP00005028014	ENSMZEG00005020900	Maylandia_zebra
ENSHBUP00000008946	ENSHBUG00000010439	Haplochromis_burtoni
ENSFHEP00000032247	ENSFHEG00000018608	Fundulus_heteroclitus
ENSFHEP00000017815	ENSFHEG00000019583	Fundulus_heteroclitus
ENSPFOP00000020693	ENSPFOG00000020567	Poecilia_formosa
ENSORLP00015026034	ENSORLG00015007473	Oryzias_latipes_ASM223469v1
ENSAPOP00000017134	ENSAPOG00000020299	Acanthochromis_polyacanthus
ENSPFOP00000020765	ENSPFOG00000020641	Poecilia_formosa
ENSPFOP00000022425	ENSPFOG00000022118	Poecilia_formosa
ENSGWIP00000006634	ENSGWIG00000003852	Gouania_willdenowi
ENSGWIP00000032628	ENSGWIG00000016797	Gouania_willdenowi
ENSGWIP00000008701	ENSGWIG00000005194	Gouania_willdenowi
ENSGWIP00000025299	ENSGWIG00000013359	Gouania_willdenowi
ENSGWIP00000011055	ENSGWIG00000006491	Gouania_willdenowi
ENSGWIP00000032027	ENSGWIG00000016520	Gouania_willdenowi
