ENSBIXP00005016267	ENSBIXG00005003268	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034448	ENSBIXG00000017416	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070743	ENSBTAG00000002596	Bos_taurus
ENSBMUP00000033209	ENSBMUG00000024796	Bos_mutus
ENSBBBP00000022913	ENSBBBG00000006773	Bison_bison_bison
ENSVPAP00000000560	ENSVPAG00000000605	Vicugna_pacos
ENSTTRP00000006206	ENSTTRG00000006561	Tursiops_truncatus
ENSMFAP00000017935	ENSMFAG00000032078	Macaca_fascicularis
ENSCANP00000002588	ENSCANG00000009526	Colobus_angolensis_palliatus
ENSPPAP00000000319	ENSPPAG00000001035	Pan_paniscus
ENSCHOP00000002287	ENSCHOG00000002580	Choloepus_hoffmanni
