ENSCLAP00000009689	ENSCLAG00000006717	Chinchilla_lanigera
MGP_CAROLIEiJ_P0092172	MGP_CAROLIEiJ_G0033249	Mus_caroli_strain_CAROLI_EIJ
ENSONIP00000011497	ENSONIG00000009145	Oreochromis_niloticus
ENSLSDP00000007132	ENSLSDG00000005368	Lonchura_striata_domestica
ENSMFAP00000043675	ENSMFAG00000039204	Macaca_fascicularis
ENSCPUP00000000435	ENSCPUG00000000370	Calidris_pugnax
ENSRROP00000012916	ENSRROG00000030739	Rhinopithecus_roxellana
ENSNSUP00000010529	ENSNSUG00000007990	Notechis_scutatus	ENSNSUT00000011237
ENSPTEP00000004420	ENSPTEG00000005103	Piliocolobus_tephrosceles
ENSGMOP00000006436	ENSGMOG00000006077	Gadus_morhua
ENSPTRP00000037752	ENSPTRG00000021970	Pan_troglodytes
ENSPTIP00000002817	ENSPTIG00000005666	Panthera_tigris_altaica
ENSELUP00000010206	ENSELUG00000010702	Esox_lucius
ENSOMEP00000028203	ENSOMEG00000011147	Oryzias_melastigma
ENSCSAP00000008143	ENSCSAG00000011953	Chlorocebus_sabaeus
ENSTSYP00000025995	ENSTSYG00000014655	Carlito_syrichta
ENSNVIP00000021955	ENSNVIG00000017167	Neovison_vison
ENSACIP00000007755	ENSACIG00000006086	Amphilophus_citrinellus
ENSVVUP00000031146	ENSVVUG00000022702	Vulpes_vulpes
ENSAMXP00000011641	ENSAMXG00000011342	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPPRP00000011147	ENSPPRG00000005158	Panthera_pardus
ENSSHAP00000020644	ENSSHAG00000017507	Sarcophilus_harrisii
ENSCGRP00000010457	ENSCGRG00000007678	Cricetulus_griseus_CriGri_1.0
ENSCAFP00020022802	ENSCAFG00020017999	Canis_lupus_dingo
ENSLCAP00010029505	ENSLCAG00010013865	Lates_calcarifer
ENSJHYP00000019933	ENSJHYG00000015126	Junco_hyemalis
ENSFHEP00000027901	ENSFHEG00000011634	Fundulus_heteroclitus
ENSPFOP00000020974	ENSPFOG00000020852	Poecilia_formosa
ENSMICP00000009759	ENSMICG00000010703	Microcebus_murinus
ENSAOWP00000002658	ENSAOWG00000001908	Apteryx_owenii
ENSTBEP00000010168	ENSTBEG00000011731	Tupaia_belangeri
ENSBIXP00000027082	ENSBIXG00000028831	Bos_indicus_x_Bos_taurus_UOA_Angus_1
Y6B3B.9a.1	WBGene00012393	Caenorhabditis_elegans_strain_N2	Y6B3B.9a.1
ENSRNOP00000016042	ENSRNOG00000021748	Rattus_norvegicus
ENSPREP00000008252	ENSPREG00000005650	Poecilia_reticulata
ENSCHIP00000017616	ENSCHIG00000017380	Capra_hircus
