ENSAHAP00000004712	ENSAHAG00000003455	Apteryx_haastii
ENSTTRP00000010642	ENSTTRG00000011225	Tursiops_truncatus
ENSCGOP00000030502	ENSCGOG00000014156	Cottoperca_gobio
ENSTNIP00000000055	ENSTNIG00000015465	Tetraodon_nigroviridis	ENSTNIT00000001634
ENSCPBP00000024725	ENSCPBG00000017604	Chrysemys_picta_bellii
ENSPCIP00000045703	ENSPCIG00000015377	Phascolarctos_cinereus
ENSSDAP00000026967	ENSSDAG00000024451	Spermophilus_dauricus
ENSSMAP00000010804	ENSSMAG00000006659	Scophthalmus_maximus
ENSMZEP00005026203	ENSMZEG00005019541	Maylandia_zebra
ENSELUP00000016707	ENSELUG00000016502	Esox_lucius
ENSAPEP00000019397	ENSAPEG00000013846	Amphiprion_percula
ENSHCOP00000019262	ENSHCOG00000000120	Hippocampus_comes
ENSSCAP00000001915	ENSSCAG00000001649	Serinus_canaria
ENSTBEP00000000628	ENSTBEG00000000715	Tupaia_belangeri
ENSPPYP00000021512	ENSPPYG00000019206	Pongo_abelii
ENSMFAP00000028532	ENSMFAG00000045606	Macaca_fascicularis
ENSNSUP00000015417	ENSNSUG00000011400	Notechis_scutatus
ENSRNOP00000016130	ENSRNOG00000011498	Rattus_norvegicus
ENSGMOP00000003882	ENSGMOG00000003636	Gadus_morhua
ENSJJAP00000012317	ENSJJAG00000015360	Jaculus_jaculus
ENSABRP00000009448	ENSABRG00000008458	Anser_brachyrhynchus
ENSMOCP00000003799	ENSMOCG00000003043	Microtus_ochrogaster
ENSNBRP00000031989	ENSNBRG00000024288	Neolamprologus_brichardi
ENSLCRP00005016795	ENSLCRG00005006967	Larimichthys_crocea
ENSXETP00000041948	ENSXETG00000017817	Xenopus_tropicalis
ENSSMRP00000008763	ENSSMRG00000007008	Salvator_merianae
ENSMGAP00000005511	ENSMGAG00000005593	Meleagris_gallopavo
ENSRROP00000042886	ENSRROG00000044534	Rhinopithecus_roxellana
ENSHGLP00000014066	ENSHGLG00000010046	Heterocephalus_glaber_HetGla_female_1.0
ENSBBBP00000010190	ENSBBBG00000018434	Bison_bison_bison
ENSNMEP00000011203	ENSNMEG00000010320	Numida_meleagris
ENSLAFP00000024872	ENSLAFG00000013878	Loxodonta_africana
ENSPSIP00000020643	ENSPSIG00000018261	Pelodiscus_sinensis
ENSCVAP00000000324	ENSCVAG00000001225	Cyprinodon_variegatus
ENSSMAP00000028197	ENSSMAG00000017251	Scophthalmus_maximus
ENSSDAP00000001284	ENSSDAG00000001208	Spermophilus_dauricus
ENSOPRP00000003310	ENSOPRG00000003591	Ochotona_princeps
ENSMSIP00000023676	ENSMSIG00000020032	Mus_spicilegus
ENSONIP00000022051	ENSONIG00000017484	Oreochromis_niloticus
ENSBIXP00000017484	ENSBIXG00000004099	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHGLP00000015736	ENSHGLG00000011260	Heterocephalus_glaber_HetGla_female_1.0
ENSPTRP00000061505	ENSPTRG00000049865	Pan_troglodytes
ENSTSYP00000026903	ENSTSYG00000030031	Carlito_syrichta
ENSLOCP00000014590	ENSLOCG00000011863	Lepisosteus_oculatus
ENSEASP00005028411	ENSEASG00005019321	Equus_asinus_asinus
ENSOCUP00000008046	ENSOCUG00000009319	Oryctolagus_cuniculus
ENSEBUP00000016169	ENSEBUG00000010149	Eptatretus_burgeri
ENSGWIP00000024337	ENSGWIG00000012921	Gouania_willdenowi
ENSHGLP00100022799	ENSHGLG00100016764	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001860	ENSHGLG00000001418	Heterocephalus_glaber_HetGla_female_1.0
ENSCPBP00000036430	ENSCPBG00000025305	Chrysemys_picta_bellii
ENSMUNP00000017598	ENSMUNG00000013516	Melopsittacus_undulatus
ENSORLP00020019401	ENSORLG00020020387	Oryzias_latipes_ASM223471v1
ENSPNAP00000018820	ENSPNAG00000006733	Pygocentrus_nattereri
ENSAOWP00000000500	ENSAOWG00000000397	Apteryx_owenii
ENSHGLP00100011944	ENSHGLG00100008867	Heterocephalus_glaber_HetGla_1.0
ENSANAP00000028786	ENSANAG00000032198	Aotus_nancymaae
ENSPCAP00000004722	ENSPCAG00000005028	Procavia_capensis
ENSPSMP00000004609	ENSPSMG00000003572	Prolemur_simus
ENSCPOP00000021333	ENSCPOG00000005095	Cavia_porcellus
ENSAMXP00005003192	ENSAMXG00005002006	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNYP00000013623	ENSPNYG00000010337	Pundamilia_nyererei
ENSIPUP00000003017	ENSIPUG00000002133	Ictalurus_punctatus
ENSCHIP00000023948	ENSCHIG00000021333	Capra_hircus
ENSACIP00000024301	ENSACIG00000018874	Amphilophus_citrinellus
ENSLBEP00000020424	ENSLBEG00000015700	Labrus_bergylta
ENSUAMP00000015758	ENSUAMG00000012538	Ursus_americanus
ENSNPEP00000009028	ENSNPEG00000006777	Nothoprocta_perdicaria
ENSLSDP00000017767	ENSLSDG00000012700	Lonchura_striata_domestica
ENSRBIP00000033932	ENSRBIG00000040694	Rhinopithecus_bieti
ENSODEP00000019257	ENSODEG00000014203	Octodon_degus
ENSPPAP00000014614	ENSPPAG00000030461	Pan_paniscus
ENSFHEP00000005594	ENSFHEG00000006582	Fundulus_heteroclitus
ENSCCNP00000014672	ENSCCNG00000015080	Castor_canadensis
ENSZALP00000013060	ENSZALG00000010909	Zonotrichia_albicollis
ENSCPGP00000018387	ENSCPGG00000012850	Calidris_pygmaea
ENSLCOP00000000877	ENSLCOG00000000602	Lepidothrix_coronata
ENSAMXP00000041376	ENSAMXG00000037343	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSBIXP00005019952	ENSBIXG00005023133	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHGLP00000023885	ENSHGLG00000017027	Heterocephalus_glaber_HetGla_female_1.0
ENSVURP00010005460	ENSVURG00010004263	Vombatus_ursinus
ENSSFOP00015021882	ENSSFOG00015014102	Scleropages_formosus
ENSNBRP00000015900	ENSNBRG00000012300	Neolamprologus_brichardi
ENSMUSP00000030207	ENSMUSG00000028484	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00000007551	ENSCGRG00000005498	Cricetulus_griseus_CriGri_1.0
ENSUMAP00000024034	ENSUMAG00000017500	Ursus_maritimus
ENSHBUP00000005257	ENSHBUG00000006653	Haplochromis_burtoni
ENSDARP00000140292	ENSDARG00000104710	Danio_rerio
ENSPANP00000019205	ENSPANG00000025230	Papio_anubis
ENSCPGP00000010173	ENSCPGG00000007237	Calidris_pygmaea
ENSTSYP00000008495	ENSTSYG00000009260	Carlito_syrichta
ENSAMEP00000002180	ENSAMEG00000002039	Ailuropoda_melanoleuca
ENSCMIP00000041713	ENSCMIG00000017390	Callorhinchus_milii
ENSAMXP00005013935	ENSAMXG00005007449	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSNVIP00000027798	ENSNVIG00000021428	Neovison_vison
ENSHCOP00000010114	ENSHCOG00000012670	Hippocampus_comes
ENSJJAP00000013400	ENSJJAG00000016173	Jaculus_jaculus
ENSCCAP00000017155	ENSCCAG00000026386	Cebus_capucinus_imitator
ENSBMUP00000031455	ENSBMUG00000023451	Bos_mutus
ENSGALP00000037515	ENSGALG00000015105	Gallus_gallus
ENSCAFP00000002245	ENSCAFG00000001551	Canis_lupus_familiaris
ENSVVUP00000031431	ENSVVUG00000022868	Vulpes_vulpes
ENSAPLP00000011736	ENSAPLG00000011966	Anas_platyrhynchos_platyrhynchos
ENSMPUP00000004024	ENSMPUG00000004058	Mustela_putorius_furo
ENSFCAP00000020694	ENSFCAG00000028662	Felis_catus
ENSNLEP00000021346	ENSNLEG00000017585	Nomascus_leucogenys
ENSAOCP00000031200	ENSAOCG00000022688	Amphiprion_ocellaris
ENSORLP00015034557	ENSORLG00015020623	Oryzias_latipes_ASM223469v1
ENSHHUP00000065395	ENSHHUG00000038601	Hucho_hucho
ENSMUGP00000011078	ENSMUGG00000009702	Meriones_unguiculatus
ENSMALP00000008829	ENSMALG00000006290	Monopterus_albus
ENSCJAP00000022929	ENSCJAG00000012471	Callithrix_jacchus
ENSPMJP00000023997	ENSPMJG00000017666	Parus_major
ENSIPUP00000004806	ENSIPUG00000003363	Ictalurus_punctatus
ENSAMXP00000038543	ENSAMXG00000031608	Astyanax_mexicanus_Astyanax_mexicanus-2.0
