ENSABRP00000014156	ENSABRG00000012526	Anser_brachyrhynchus
ENSAPLP00000002461	ENSAPLG00000002993	Anas_platyrhynchos_platyrhynchos
ENSGALP00000023347	ENSGALG00000014490	Gallus_gallus
ENSCJPP00005020885	ENSCJPG00005016753	Coturnix_japonica
ENSMGAP00000014934	ENSMGAG00000014116	Meleagris_gallopavo
ENSNMEP00000019581	ENSNMEG00000016888	Numida_meleagris
ENSCPGP00000007800	ENSCPGG00000005579	Calidris_pygmaea
ENSCPUP00000008068	ENSCPUG00000005834	Calidris_pugnax
ENSPMJP00000009063	ENSPMJG00000007300	Parus_major
ENSCCEP00000014590	ENSCCEG00000013901	Cyanistes_caeruleus
ENSFALP00000004888	ENSFALG00000004696	Ficedula_albicollis
ENSZALP00000022347	ENSZALG00000017365	Zonotrichia_albicollis
ENSZALP00000022349	ENSZALG00000017366	Zonotrichia_albicollis
ENSJHYP00000013218	ENSJHYG00000010257	Junco_hyemalis
ENSTGUP00000013695	ENSTGUG00000013302	Taeniopygia_guttata
ENSLSDP00000016890	ENSLSDG00000012122	Lonchura_striata_domestica
ENSSCAP00000015827	ENSSCAG00000011587	Serinus_canaria
ENSMVIP00005018984	ENSMVIG00005013446	Manacus_vitellinus
ENSLCOP00000007604	ENSLCOG00000005600	Lepidothrix_coronata
ENSMUNP00000002145	ENSMUNG00000001910	Melopsittacus_undulatus
ENSAOWP00000016334	ENSAOWG00000011132	Apteryx_owenii
ENSARWP00000007876	ENSARWG00000005498	Apteryx_rowi
ENSAHAP00000018447	ENSAHAG00000013056	Apteryx_haastii
ENSDNVP00000024785	ENSDNVG00000017238	Dromaius_novaehollandiae
ENSNPEP00000009105	ENSNPEG00000006841	Nothoprocta_perdicaria
ENSCPRP00005007957	ENSCPRG00005005662	Crocodylus_porosus
ENSGAGP00000006268	ENSGAGG00000005037	Gopherus_agassizii
ENSCABP00000016148	ENSCABG00000012030	Chelonoidis_abingdonii
ENSCPBP00000040255	ENSCPBG00000027684	Chrysemys_picta_bellii
ENSPSIP00000015977	ENSPSIG00000014258	Pelodiscus_sinensis
ENSACAP00000005762	ENSACAG00000005838	Anolis_carolinensis
ENSPVIP00000016049	ENSPVIG00000012415	Pogona_vitticeps
ENSNSUP00000011920	ENSNSUG00000008973	Notechis_scutatus
ENSSMRP00000024724	ENSSMRG00000019119	Salvator_merianae
ENSLAFP00000005500	ENSLAFG00000006551	Loxodonta_africana
ENSPCAP00000015326	ENSPCAG00000016359	Procavia_capensis
ENSETEP00000006142	ENSETEG00000007557	Echinops_telfairi
ENSCHOP00000002453	ENSCHOG00000002766	Choloepus_hoffmanni
ENSDNOP00000019002	ENSDNOG00000036097	Dasypus_novemcinctus
ENSTBEP00000000804	ENSTBEG00000000899	Tupaia_belangeri
MGP_SPRETEiJ_P0079249	MGP_SPRETEiJ_G0029899	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000025198	ENSMSIG00000021278	Mus_spicilegus
ENSMUSP00000023958	ENSMUSG00000023191	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0052357	MGP_PahariEiJ_G0022617	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000021578	ENSRNOG00000016071	Rattus_norvegicus
ENSMUGP00000014632	ENSMUGG00000012674	Meriones_unguiculatus
ENSCGRP00001000674	ENSCGRG00001000528	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000025303	ENSCGRG00000018317	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015003370	ENSCGRG00015002624	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021556	ENSMAUG00000019245	Mesocricetus_auratus
ENSMOCP00000014650	ENSMOCG00000014085	Microtus_ochrogaster
ENSPEMP00000010501	ENSPEMG00000011450	Peromyscus_maniculatus_bairdii
ENSNGAP00000013549	ENSNGAG00000015076	Nannospalax_galili
ENSJJAP00000001721	ENSJJAG00000002354	Jaculus_jaculus
ENSCCNP00000026139	ENSCCNG00000025384	Castor_canadensis
ENSCPOP00000011093	ENSCPOG00000012330	Cavia_porcellus
ENSCAPP00000001773	ENSCAPG00000003726	Cavia_aperea
ENSODEP00000004516	ENSODEG00000003441	Octodon_degus
ENSCLAP00000018335	ENSCLAG00000012569	Chinchilla_lanigera
ENSHGLP00000006778	ENSHGLG00000004948	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010179	ENSHGLG00100007571	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018872	ENSFDAG00000009528	Fukomys_damarensis
ENSSTOP00000013950	ENSSTOG00000015582	Ictidomys_tridecemlineatus
ENSUPAP00010015342	ENSUPAG00010012273	Urocitellus_parryii
ENSMMMP00000019188	ENSMMMG00000016960	Marmota_marmota_marmota
ENSSDAP00000018296	ENSSDAG00000016712	Spermophilus_dauricus
ENSOCUP00000011123	ENSOCUG00000012916	Oryctolagus_cuniculus
ENSOPRP00000003485	ENSOPRG00000003768	Ochotona_princeps
ENSPSMP00000022828	ENSPSMG00000016162	Prolemur_simus
ENSMICP00000001794	ENSMICG00000042131	Microcebus_murinus
ENSPCOP00000025061	ENSPCOG00000024751	Propithecus_coquereli
ENSOGAP00000002707	ENSOGAG00000003025	Otolemur_garnettii
ENSPPAP00000027478	ENSPPAG00000036812	Pan_paniscus
ENSPTRP00000007845	ENSPTRG00000004591	Pan_troglodytes
ENSP00000478600	ENSG00000110811	Homo_sapiens
ENSGGOP00000019209	ENSGGOG00000002603	Gorilla_gorilla
ENSPPYP00000004789	ENSPPYG00000004203	Pongo_abelii
ENSNLEP00000005732	ENSNLEG00000004705	Nomascus_leucogenys
ENSCATP00000034520	ENSCATG00000040167	Cercocebus_atys
ENSMLEP00000003118	ENSMLEG00000013218	Mandrillus_leucophaeus
ENSPANP00000002775	ENSPANG00000020167	Papio_anubis
ENSTGEP00000010129	ENSTGEG00000008316	Theropithecus_gelada
ENSMFAP00000040235	ENSMFAG00000046290	Macaca_fascicularis
ENSMNEP00000008110	ENSMNEG00000028584	Macaca_nemestrina
ENSMMUP00000040321	ENSMMUG00000005189	Macaca_mulatta
ENSCSAP00000006474	ENSCSAG00000010242	Chlorocebus_sabaeus
ENSPTEP00000040645	ENSPTEG00000037417	Piliocolobus_tephrosceles
ENSCANP00000007586	ENSCANG00000024892	Colobus_angolensis_palliatus
ENSRROP00000012909	ENSRROG00000030746	Rhinopithecus_roxellana
ENSRBIP00000022076	ENSRBIG00000034982	Rhinopithecus_bieti
