ENSBIXP00005006580	ENSBIXG00005012022	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032465	ENSBIXG00000015076	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000058795	ENSBTAG00000050183	Bos_taurus
ENSBMUP00000021554	ENSBMUG00000016234	Bos_mutus
ENSBBBP00000016102	ENSBBBG00000023981	Bison_bison_bison
ENSOARP00000004453	ENSOARG00000004170	Ovis_aries
ENSCHIP00000002665	ENSCHIG00000006349	Capra_hircus
ENSSSCP00000067507	ENSSSCG00000029709	Sus_scrofa_strain_reference
ENSEEUP00000012691	ENSEEUG00000013942	Erinaceus_europaeus
ENSUAMP00000001617	ENSUAMG00000001530	Ursus_americanus
ENSUMAP00000010873	ENSUMAG00000008190	Ursus_maritimus
ENSAMEP00000019847	ENSAMEG00000018793	Ailuropoda_melanoleuca
ENSNVIP00000008457	ENSNVIG00000006732	Neovison_vison
ENSMPUP00000019222	ENSMPUG00000019349	Mustela_putorius_furo
ENSCAFP00000044874	ENSCAFG00000041608	Canis_lupus_familiaris
ENSCAFP00020010604	ENSCAFG00020008600	Canis_lupus_dingo
ENSVVUP00000030028	ENSVVUG00000021944	Vulpes_vulpes
ENSPTIP00000020812	ENSPTIG00000018162	Panthera_tigris_altaica
ENSPPRP00000011732	ENSPPRG00000005493	Panthera_pardus
ENSFCAP00000029765	ENSFCAG00000038435	Felis_catus
ENSEASP00005018440	ENSEASG00005012710	Equus_asinus_asinus
ENSCGRP00001007937	ENSCGRG00001010301	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000003342	ENSCGRG00000002458	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006254	ENSMAUG00000008261	Mesocricetus_auratus
ENSPEMP00000006811	ENSPEMG00000008938	Peromyscus_maniculatus_bairdii
ENSMOCP00000002337	ENSMOCG00000001839	Microtus_ochrogaster
ENSMSIP00000027195	ENSMSIG00000022959	Mus_spicilegus
MGP_SPRETEiJ_P0029550	MGP_SPRETEiJ_G0017561	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000149978	ENSMUSG00000054406	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0028162	MGP_CAROLIEiJ_G0016718	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034903	MGP_PahariEiJ_G0017855	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000007329	ENSMUGG00000006718	Meriones_unguiculatus
ENSJJAP00000014355	ENSJJAG00000016838	Jaculus_jaculus
ENSSTOP00000009568	ENSSTOG00000023275	Ictidomys_tridecemlineatus
ENSMMMP00000027581	ENSMMMG00000024085	Marmota_marmota_marmota
ENSCLAP00000025818	ENSCLAG00000017945	Chinchilla_lanigera
ENSODEP00000026263	ENSODEG00000019657	Octodon_degus
ENSCPOP00000030076	ENSCPOG00000038227	Cavia_porcellus
ENSCAPP00000003377	ENSCAPG00000006173	Cavia_aperea
ENSHGLP00100026951	ENSHGLG00100019948	Heterocephalus_glaber_HetGla_1.0
ENSOCUP00000031968	ENSOCUG00000030825	Oryctolagus_cuniculus
ENSOPRP00000012130	ENSOPRG00000013304	Ochotona_princeps
ENSOGAP00000006814	ENSOGAG00000007617	Otolemur_garnettii
ENSPSMP00000028240	ENSPSMG00000019667	Prolemur_simus
ENSTSYP00000016167	ENSTSYG00000037421	Carlito_syrichta
ENSDNOP00000032355	ENSDNOG00000044977	Dasypus_novemcinctus
ENSLAFP00000025437	ENSLAFG00000004853	Loxodonta_africana
ENSPCAP00000011219	ENSPCAG00000012082	Procavia_capensis
ENSETEP00000015161	ENSETEG00000018660	Echinops_telfairi
ENSAMEP00000020324	ENSAMEG00000019272	Ailuropoda_melanoleuca
ENSDNOP00000024886	ENSDNOG00000038550	Dasypus_novemcinctus
ENSMODP00000012663	ENSMODG00000010111	Monodelphis_domestica
ENSSHAP00000007126	ENSSHAG00000006192	Sarcophilus_harrisii
ENSVURP00010016996	ENSVURG00010013000	Vombatus_ursinus
