ENSLACP00000000365	ENSLACG00000000330	Latimeria_chalumnae
ENSCMIP00000013157	ENSCMIG00000006593	Callorhinchus_milii
ENSOANP00000003599	ENSOANG00000002273	Ornithorhynchus_anatinus
ENSOANP00000031604	ENSOANG00000031019	Ornithorhynchus_anatinus
ENSPCIP00000016529	ENSPCIG00000001145	Phascolarctos_cinereus
ENSVURP00010008012	ENSVURG00010006187	Vombatus_ursinus
ENSMEUP00000001303	ENSMEUG00000001389	Notamacropus_eugenii
ENSSHAP00000017443	ENSSHAG00000014822	Sarcophilus_harrisii
ENSMODP00000003824	ENSMODG00000003140	Monodelphis_domestica
ENSOANP00000029159	ENSOANG00000030058	Ornithorhynchus_anatinus
ENSEEUP00000000271	ENSEEUG00000000304	Erinaceus_europaeus
ENSMICP00000016288	ENSMICG00000043369	Microcebus_murinus
ENSCHOP00000009023	ENSCHOG00000010169	Choloepus_hoffmanni
ENSDNOP00000010987	ENSDNOG00000014115	Dasypus_novemcinctus
ENSLAFP00000009614	ENSLAFG00000011498	Loxodonta_africana
ENSPCAP00000005879	ENSPCAG00000006104	Procavia_capensis
ENSETEP00000004653	ENSETEG00000005717	Echinops_telfairi
ENSPVAP00000012626	ENSPVAG00000013385	Pteropus_vampyrus
ENSMLUP00000012905	ENSMLUG00000014168	Myotis_lucifugus
ENSSARP00000002761	ENSSARG00000002936	Sorex_araneus
ENSVPAP00000008682	ENSVPAG00000009332	Vicugna_pacos
ENSSSCP00000012250	ENSSSCG00000011496	Sus_scrofa_strain_reference
ENSBIXP00000000778	ENSBIXG00000029369	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046228	ENSBIXG00005031151	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004113	ENSBTAG00000003165	Bos_taurus
ENSBMUP00000010929	ENSBMUG00000008409	Bos_mutus
ENSBBBP00000025626	ENSBBBG00000021063	Bison_bison_bison
ENSOARP00000011766	ENSOARG00000010962	Ovis_aries
ENSCHIP00000018575	ENSCHIG00000017918	Capra_hircus
ENSTTRP00000012934	ENSTTRG00000013627	Tursiops_truncatus
ENSUMAP00000032649	ENSUMAG00000023532	Ursus_maritimus
ENSUAMP00000028090	ENSUAMG00000021657	Ursus_americanus
ENSAMEP00000008007	ENSAMEG00000007511	Ailuropoda_melanoleuca
ENSMPUP00000016832	ENSMPUG00000016936	Mustela_putorius_furo
ENSNVIP00000014289	ENSNVIG00000011223	Neovison_vison
ENSCAFP00020013776	ENSCAFG00020010936	Canis_lupus_dingo
ENSCAFP00000010123	ENSCAFG00000006777	Canis_lupus_familiaris
ENSVVUP00000019955	ENSVVUG00000014705	Vulpes_vulpes
ENSPTIP00000023472	ENSPTIG00000019849	Panthera_tigris_altaica
ENSPPRP00000011794	ENSPPRG00000005550	Panthera_pardus
ENSFCAP00000001452	ENSFCAG00000001564	Felis_catus
ENSEASP00005002324	ENSEASG00005001635	Equus_asinus_asinus
ENSECAP00000029521	ENSECAG00000019880	Equus_caballus
ENSCCNP00000008486	ENSCCNG00000008973	Castor_canadensis
ENSDORP00000001175	ENSDORG00000001254	Dipodomys_ordii
ENSCLAP00000001079	ENSCLAG00000000831	Chinchilla_lanigera
ENSODEP00000003960	ENSODEG00000003028	Octodon_degus
ENSCPOP00000004390	ENSCPOG00000004877	Cavia_porcellus
ENSCAPP00000002480	ENSCAPG00000005384	Cavia_aperea
ENSHGLP00100016167	ENSHGLG00100011933	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010693	ENSHGLG00000007662	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009620	ENSFDAG00000017607	Fukomys_damarensis
