ENSPVIP00000007436	ENSPVIG00000006067	Pogona_vitticeps
ENSACAP00000022567	ENSACAG00000029031	Anolis_carolinensis
ENSNSUP00000007153	ENSNSUG00000005645	Notechis_scutatus
ENSNSUP00000007133	ENSNSUG00000005634	Notechis_scutatus
ENSSMRP00000028529	ENSSMRG00000021917	Salvator_merianae
ENSSPUP00000014589	ENSSPUG00000011255	Sphenodon_punctatus
ENSLSDP00000014798	ENSLSDG00000010677	Lonchura_striata_domestica
ENSCCEP00000006799	ENSCCEG00000007243	Cyanistes_caeruleus
ENSJHYP00000008200	ENSJHYG00000006517	Junco_hyemalis
ENSZALP00000012028	ENSZALG00000010134	Zonotrichia_albicollis
ENSSCAP00000010668	ENSSCAG00000008051	Serinus_canaria
ENSPMJP00000011061	ENSPMJG00000008619	Parus_major
ENSTGUP00000000410	ENSTGUG00000000398	Taeniopygia_guttata
ENSFALP00000006312	ENSFALG00000006049	Ficedula_albicollis
ENSLCOP00000006077	ENSLCOG00000004502	Lepidothrix_coronata
ENSCPUP00000020475	ENSCPUG00000014007	Calidris_pugnax
ENSCPGP00000010641	ENSCPGG00000007579	Calidris_pygmaea
ENSMGAP00000002222	ENSMGAG00000002600	Meleagris_gallopavo
ENSCJPP00005010735	ENSCJPG00005009299	Coturnix_japonica
ENSGALP00000040036	ENSGALG00000006751	Gallus_gallus
ENSNMEP00000013441	ENSNMEG00000012262	Numida_meleagris
ENSABRP00000004868	ENSABRG00000004481	Anser_brachyrhynchus
ENSAPLP00000025421	ENSAPLG00000020498	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005024207	ENSMVIG00005016983	Manacus_vitellinus
ENSMUNP00000006399	ENSMUNG00000005159	Melopsittacus_undulatus
ENSARWP00000024519	ENSARWG00000016707	Apteryx_rowi
ENSAHAP00000019453	ENSAHAG00000013763	Apteryx_haastii
ENSAOWP00000025677	ENSAOWG00000017355	Apteryx_owenii
ENSDNVP00000015530	ENSDNVG00000010951	Dromaius_novaehollandiae
ENSNPEP00000003765	ENSNPEG00000002882	Nothoprocta_perdicaria
ENSCPRP00005005513	ENSCPRG00005003962	Crocodylus_porosus
ENSCABP00000012927	ENSCABG00000009681	Chelonoidis_abingdonii
ENSGAGP00000011946	ENSGAGG00000009208	Gopherus_agassizii
ENSCPBP00000010351	ENSCPBG00000007958	Chrysemys_picta_bellii
ENSPSIP00000012452	ENSPSIG00000011206	Pelodiscus_sinensis
ENSUMAP00000032670	ENSUMAG00000023552	Ursus_maritimus
ENSUAMP00000018208	ENSUAMG00000014447	Ursus_americanus
ENSAMEP00000008176	ENSAMEG00000007760	Ailuropoda_melanoleuca
ENSNVIP00000002839	ENSNVIG00000002262	Neovison_vison
ENSMPUP00000005462	ENSMPUG00000005504	Mustela_putorius_furo
ENSCAFP00020015601	ENSCAFG00020012540	Canis_lupus_dingo
ENSCAFP00000041761	ENSCAFG00000029265	Canis_lupus_familiaris
ENSVVUP00000030575	ENSVVUG00000022309	Vulpes_vulpes
ENSPTIP00000017083	ENSPTIG00000015612	Panthera_tigris_altaica
ENSPPRP00000025662	ENSPPRG00000015977	Panthera_pardus
ENSFCAP00000043133	ENSFCAG00000042154	Felis_catus
ENSEEUP00000008786	ENSEEUG00000009663	Erinaceus_europaeus
ENSCHIP00000029067	ENSCHIG00000024336	Capra_hircus
ENSOARP00000017228	ENSOARG00000016042	Ovis_aries
ENSBIXP00000003411	ENSBIXG00000009820	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000013049	ENSBMUG00000009971	Bos_mutus
ENSBTAP00000026146	ENSBTAG00000019627	Bos_taurus
ENSBBBP00000024249	ENSBBBG00000004930	Bison_bison_bison
ENSBIXP00005044762	ENSBIXG00005004947	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTTRP00000005024	ENSTTRG00000005339	Tursiops_truncatus
ENSPVAP00000013588	ENSPVAG00000014416	Pteropus_vampyrus
ENSMLUP00000014365	ENSMLUG00000015769	Myotis_lucifugus
ENSECAP00000007841	ENSECAG00000009966	Equus_caballus
ENSEASP00005005233	ENSEASG00005003918	Equus_asinus_asinus
ENSDNOP00000013710	ENSDNOG00000017680	Dasypus_novemcinctus
ENSLAFP00000014160	ENSLAFG00000016895	Loxodonta_africana
ENSMNEP00000005372	ENSMNEG00000024435	Macaca_nemestrina
ENSMMUP00000011701	ENSMMUG00000008923	Macaca_mulatta
ENSMFAP00000007248	ENSMFAG00000041030	Macaca_fascicularis
ENSCATP00000015531	ENSCATG00000031742	Cercocebus_atys
ENSCSAP00000015557	ENSCSAG00000002488	Chlorocebus_sabaeus
ENSMLEP00000032487	ENSMLEG00000040451	Mandrillus_leucophaeus
ENSTGEP00000032159	ENSTGEG00000025702	Theropithecus_gelada
ENSCANP00000016059	ENSCANG00000031468	Colobus_angolensis_palliatus
ENSPTEP00000013876	ENSPTEG00000015501	Piliocolobus_tephrosceles
ENSRROP00000021325	ENSRROG00000034588	Rhinopithecus_roxellana
ENSRBIP00000006584	ENSRBIG00000026736	Rhinopithecus_bieti
ENSPTRP00000007508	ENSPTRG00000004385	Pan_troglodytes
ENSPPAP00000014078	ENSPPAG00000030185	Pan_paniscus
ENSGGOP00000011269	ENSGGOG00000011554	Gorilla_gorilla
ENSP00000284240	ENSG00000154096	Homo_sapiens
ENSPPYP00000004545	ENSPPYG00000003967	Pongo_abelii
ENSCCAP00000024749	ENSCCAG00000030161	Cebus_capucinus_imitator
ENSSBOP00000008542	ENSSBOG00000021168	Saimiri_boliviensis_boliviensis
ENSANAP00000032767	ENSANAG00000034071	Aotus_nancymaae
ENSTSYP00000004616	ENSTSYG00000005052	Carlito_syrichta
ENSPCOP00000004519	ENSPCOG00000012878	Propithecus_coquereli
ENSMICP00000049627	ENSMICG00000045672	Microcebus_murinus
ENSPSMP00000006510	ENSPSMG00000004899	Prolemur_simus
ENSOGAP00000006571	ENSOGAG00000007340	Otolemur_garnettii
ENSHGLP00100023048	ENSHGLG00100016941	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020810	ENSHGLG00000014880	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008404	ENSFDAG00000016677	Fukomys_damarensis
ENSCLAP00000019773	ENSCLAG00000013561	Chinchilla_lanigera
ENSODEP00000011498	ENSODEG00000008554	Octodon_degus
ENSCAPP00000002160	ENSCAPG00000004775	Cavia_aperea
ENSCPOP00000011039	ENSCPOG00000012275	Cavia_porcellus
ENSUPAP00010023913	ENSUPAG00010018968	Urocitellus_parryii
ENSSTOP00000004865	ENSSTOG00000005455	Ictidomys_tridecemlineatus
ENSSDAP00000018413	ENSSDAG00000016834	Spermophilus_dauricus
ENSMMMP00000025399	ENSMMMG00000022247	Marmota_marmota_marmota
ENSCCNP00000007731	ENSCCNG00000008201	Castor_canadensis
ENSDORP00000021493	ENSDORG00000028907	Dipodomys_ordii
ENSCGRP00015018498	ENSCGRG00015014247	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001603	ENSCGRG00001001406	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011879	ENSMAUG00000012348	Mesocricetus_auratus
ENSMOCP00000001262	ENSMOCG00000000954	Microtus_ochrogaster
ENSPEMP00000030595	ENSPEMG00000025576	Peromyscus_maniculatus_bairdii
ENSMSIP00000006325	ENSMSIG00000005655	Mus_spicilegus
MGP_SPRETEiJ_P0091069	MGP_SPRETEiJ_G0033234	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000110489	ENSMUSG00000032011	Mus_musculus_strain_reference_(CL57BL6)
