ENSHHUP00000014876	ENSHHUG00000009217	Hucho_hucho
ENSACIP00000022137	ENSACIG00000017214	Amphilophus_citrinellus
ENSDARP00000128499	ENSDARG00000097704	Danio_rerio
ENSPNAP00000010775	ENSPNAG00000016369	Pygocentrus_nattereri
ENSECRP00000026885	ENSECRG00000018177	Erpetoichthys_calabaricus
ENSPCIP00000023962	ENSPCIG00000018126	Phascolarctos_cinereus
ENSVURP00010023816	ENSVURG00010018249	Vombatus_ursinus
ENSMEUP00000004926	ENSMEUG00000005387	Notamacropus_eugenii
ENSMODP00000046041	ENSMODG00000043050	Monodelphis_domestica
ENSSHAP00000018551	ENSSHAG00000015747	Sarcophilus_harrisii
ENSLAFP00000015506	ENSLAFG00000018499	Loxodonta_africana
ENSPCAP00000010146	ENSPCAG00000010913	Procavia_capensis
ENSETEP00000004321	ENSETEG00000005314	Echinops_telfairi
ENSDNOP00000010759	ENSDNOG00000013880	Dasypus_novemcinctus
ENSCHOP00000001742	ENSCHOG00000001979	Choloepus_hoffmanni
ENSPEMP00000013345	ENSPEMG00000013425	Peromyscus_maniculatus_bairdii
ENSMOCP00000020291	ENSMOCG00000018017	Microtus_ochrogaster
ENSCGRP00001011700	ENSCGRG00001013280	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015017153	ENSCGRG00015013227	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013082	ENSCGRG00000009509	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000014167	ENSMAUG00000014009	Mesocricetus_auratus
ENSMSIP00000029096	ENSMSIG00000024437	Mus_spicilegus
ENSMUSP00000075898	ENSMUSG00000047220	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0093657	MGP_SPRETEiJ_G0033832	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0089938	MGP_CAROLIEiJ_G0032687	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0025619	MGP_PahariEiJ_G0015555	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065793	ENSRNOG00000048919	Rattus_norvegicus
ENSMUGP00000021389	ENSMUGG00000018000	Meriones_unguiculatus
ENSNGAP00000005701	ENSNGAG00000008202	Nannospalax_galili
ENSJJAP00000013501	ENSJJAG00000016241	Jaculus_jaculus
ENSODEP00000024836	ENSODEG00000018168	Octodon_degus
ENSCPOP00000012310	ENSCPOG00000013672	Cavia_porcellus
ENSHGLP00100023304	ENSHGLG00100017121	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017809	ENSHGLG00000012746	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004965	ENSFDAG00000014083	Fukomys_damarensis
ENSUPAP00010028837	ENSUPAG00010022748	Urocitellus_parryii
ENSSTOP00000032537	ENSSTOG00000011292	Ictidomys_tridecemlineatus
ENSSDAP00000016851	ENSSDAG00000015249	Spermophilus_dauricus
ENSMMMP00000005749	ENSMMMG00000005177	Marmota_marmota_marmota
ENSOCUP00000005118	ENSOCUG00000005910	Oryctolagus_cuniculus
ENSOPRP00000008741	ENSOPRG00000009550	Ochotona_princeps
ENSTBEP00000006174	ENSTBEG00000007145	Tupaia_belangeri
ENSPPAP00000037994	ENSPPAG00000041728	Pan_paniscus
ENSPTRP00000057125	ENSPTRG00000014915	Pan_troglodytes
ENSP00000391788	ENSG00000173421	Homo_sapiens
ENSGGOP00000043640	ENSGGOG00000000568	Gorilla_gorilla
ENSPPYP00000015525	ENSPPYG00000013877	Pongo_abelii
ENSNLEP00000008304	ENSNLEG00000006825	Nomascus_leucogenys
ENSMLEP00000039235	ENSMLEG00000043657	Mandrillus_leucophaeus
ENSCATP00000011766	ENSCATG00000030087	Cercocebus_atys
ENSTGEP00000007798	ENSTGEG00000006391	Theropithecus_gelada
ENSPANP00000015253	ENSPANG00000010030	Papio_anubis
ENSMFAP00000024072	ENSMFAG00000043646	Macaca_fascicularis
ENSMMUP00000073828	ENSMMUG00000053526	Macaca_mulatta
ENSMNEP00000037792	ENSMNEG00000041960	Macaca_nemestrina
ENSCSAP00000011203	ENSCSAG00000015114	Chlorocebus_sabaeus
ENSPTEP00000006141	ENSPTEG00000007065	Piliocolobus_tephrosceles
ENSCANP00000030333	ENSCANG00000038831	Colobus_angolensis_palliatus
ENSRROP00000032579	ENSRROG00000039947	Rhinopithecus_roxellana
ENSRBIP00000030131	ENSRBIG00000038941	Rhinopithecus_bieti
ENSCCAP00000024812	ENSCCAG00000030209	Cebus_capucinus_imitator
ENSSBOP00000008539	ENSSBOG00000021171	Saimiri_boliviensis_boliviensis
ENSCJAP00000006819	ENSCJAG00000003765	Callithrix_jacchus
ENSANAP00000038488	ENSANAG00000036680	Aotus_nancymaae
ENSTSYP00000001864	ENSTSYG00000002015	Carlito_syrichta
ENSMICP00000050224	ENSMICG00000029553	Microcebus_murinus
ENSOGAP00000021216	ENSOGAG00000029823	Otolemur_garnettii
ENSOARP00000015320	ENSOARG00000014273	Ovis_aries
ENSCHIP00000005603	ENSCHIG00000009674	Capra_hircus
ENSBIXP00005031541	ENSBIXG00005011909	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029049	ENSBIXG00000010532	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000018871	ENSBMUG00000014305	Bos_mutus
ENSBTAP00000012334	ENSBTAG00000009371	Bos_taurus
ENSBBBP00000004905	ENSBBBG00000013760	Bison_bison_bison
ENSTTRP00000016453	ENSTTRG00000017363	Tursiops_truncatus
ENSSSCP00000012129	ENSSSCG00000011376	Sus_scrofa_strain_reference
ENSVPAP00000010173	ENSVPAG00000010926	Vicugna_pacos
ENSECAP00000015898	ENSECAG00000018347	Equus_caballus
ENSEASP00005016068	ENSEASG00005011160	Equus_asinus_asinus
ENSUMAP00000031701	ENSUMAG00000022867	Ursus_maritimus
ENSUAMP00000012426	ENSUAMG00000010050	Ursus_americanus
ENSAMEP00000013345	ENSAMEG00000012682	Ailuropoda_melanoleuca
ENSNVIP00000030741	ENSNVIG00000023670	Neovison_vison
ENSMPUP00000013747	ENSMPUG00000013850	Mustela_putorius_furo
ENSCAFP00020026714	ENSCAFG00020021001	Canis_lupus_dingo
ENSCAFP00000017139	ENSCAFG00000011668	Canis_lupus_familiaris
ENSVVUP00000040800	ENSVVUG00000029057	Vulpes_vulpes
ENSPPRP00000001255	ENSPPRG00000024255	Panthera_pardus
ENSPTIP00000021198	ENSPTIG00000018424	Panthera_tigris_altaica
ENSFCAP00000039959	ENSFCAG00000009850	Felis_catus
ENSSARP00000000069	ENSSARG00000000073	Sorex_araneus
ENSEEUP00000003334	ENSEEUG00000003670	Erinaceus_europaeus
ENSPVAP00000008241	ENSPVAG00000008733	Pteropus_vampyrus
ENSMLUP00000012636	ENSMLUG00000013885	Myotis_lucifugus
ENSPMJP00000005610	ENSPMJG00000004872	Parus_major
ENSCCEP00000024474	ENSCCEG00000021738	Cyanistes_caeruleus
ENSMVIP00005025830	ENSMVIG00005018039	Manacus_vitellinus
ENSMUNP00000002411	ENSMUNG00000002136	Melopsittacus_undulatus
ENSABRP00000020674	ENSABRG00000017607	Anser_brachyrhynchus
ENSAPLP00000015988	ENSAPLG00000016107	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000023918	ENSNMEG00000020344	Numida_meleagris
ENSCJPP00005020631	ENSCJPG00005016588	Coturnix_japonica
ENSMGAP00000008672	ENSMGAG00000008459	Meleagris_gallopavo
ENSAOWP00000023805	ENSAOWG00000016049	Apteryx_owenii
ENSARWP00000005255	ENSARWG00000003775	Apteryx_rowi
ENSAHAP00000020336	ENSAHAG00000014315	Apteryx_haastii
ENSDNVP00000017942	ENSDNVG00000012542	Dromaius_novaehollandiae
ENSCPRP00005024343	ENSCPRG00005016930	Crocodylus_porosus
ENSCABP00000030829	ENSCABG00000022528	Chelonoidis_abingdonii
ENSGAGP00000001983	ENSGAGG00000001600	Gopherus_agassizii
ENSCPBP00000011505	ENSCPBG00000008768	Chrysemys_picta_bellii
ENSPVIP00000008710	ENSPVIG00000006993	Pogona_vitticeps
ENSSMRP00000021191	ENSSMRG00000016489	Salvator_merianae
