ENSPCIP00000018421	ENSPCIG00000014090	Phascolarctos_cinereus
ENSVURP00010009780	ENSVURG00010007533	Vombatus_ursinus
ENSMEUP00000007685	ENSMEUG00000008399	Notamacropus_eugenii
ENSMODP00000043628	ENSMODG00000014214	Monodelphis_domestica
ENSSHAP00000018104	ENSSHAG00000015370	Sarcophilus_harrisii
ENSLAFP00000000854	ENSLAFG00000001018	Loxodonta_africana
ENSPCAP00000002422	ENSPCAG00000002573	Procavia_capensis
ENSDNOP00000024856	ENSDNOG00000045101	Dasypus_novemcinctus
ENSCHIP00000010070	ENSCHIG00000012699	Capra_hircus
ENSOARP00000015028	ENSOARG00000014007	Ovis_aries
ENSBIXP00000041645	ENSBIXG00000025762	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004730	ENSBIXG00005000689	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063034	ENSBTAG00000021687	Bos_taurus
ENSBMUP00000002518	ENSBMUG00000001907	Bos_mutus
ENSBBBP00000024286	ENSBBBG00000004974	Bison_bison_bison
ENSTTRP00000015987	ENSTTRG00000016863	Tursiops_truncatus
ENSSSCP00000031981	ENSSSCG00000014303	Sus_scrofa_strain_reference
ENSEEUP00000013486	ENSEEUG00000014786	Erinaceus_europaeus
ENSMLUP00000014882	ENSMLUG00000016330	Myotis_lucifugus
ENSPVAP00000011721	ENSPVAG00000012432	Pteropus_vampyrus
ENSUAMP00000022406	ENSUAMG00000017621	Ursus_americanus
ENSUMAP00000024307	ENSUMAG00000017684	Ursus_maritimus
ENSAMEP00000018852	ENSAMEG00000017840	Ailuropoda_melanoleuca
ENSNVIP00000021272	ENSNVIG00000016580	Neovison_vison
ENSMPUP00000010019	ENSMPUG00000010095	Mustela_putorius_furo
ENSCAFP00020001640	ENSCAFG00020001439	Canis_lupus_dingo
ENSCAFP00000040161	ENSCAFG00000001021	Canis_lupus_familiaris
ENSVVUP00000029174	ENSVVUG00000021300	Vulpes_vulpes
ENSPTIP00000004820	ENSPTIG00000007170	Panthera_tigris_altaica
ENSPPRP00000015593	ENSPPRG00000008224	Panthera_pardus
ENSFCAP00000024955	ENSFCAG00000029905	Felis_catus
ENSEASP00005027288	ENSEASG00005018548	Equus_asinus_asinus
ENSECAP00000034701	ENSECAG00000013170	Equus_caballus
ENSGGOP00000046032	ENSGGOG00000016982	Gorilla_gorilla
ENSP00000282605	ENSG00000043143	Homo_sapiens
ENSPTRP00000083150	ENSPTRG00000017242	Pan_troglodytes
ENSPPAP00000032522	ENSPPAG00000039071	Pan_paniscus
ENSPPYP00000017654	ENSPPYG00000015788	Pongo_abelii
ENSNLEP00000009893	ENSNLEG00000008110	Nomascus_leucogenys
ENSNLEP00000034246	ENSNLEG00000029353	Nomascus_leucogenys
ENSCANP00000002720	ENSCANG00000009552	Colobus_angolensis_palliatus
ENSPTEP00000037383	ENSPTEG00000034957	Piliocolobus_tephrosceles
ENSRROP00000017825	ENSRROG00000032987	Rhinopithecus_roxellana
ENSRBIP00000002507	ENSRBIG00000011646	Rhinopithecus_bieti
ENSMLEP00000038742	ENSMLEG00000043416	Mandrillus_leucophaeus
ENSCATP00000016828	ENSCATG00000032327	Cercocebus_atys
ENSTGEP00000025819	ENSTGEG00000020783	Theropithecus_gelada
ENSPANP00000007364	ENSPANG00000003278	Papio_anubis
ENSMFAP00000013420	ENSMFAG00000027430	Macaca_fascicularis
ENSMMUP00000000478	ENSMMUG00000000358	Macaca_mulatta
ENSMNEP00000014580	ENSMNEG00000031371	Macaca_nemestrina
ENSCSAP00000009748	ENSCSAG00000013584	Chlorocebus_sabaeus
ENSCCAP00000019912	ENSCCAG00000027715	Cebus_capucinus_imitator
ENSCJAP00000062061	ENSCJAG00000004813	Callithrix_jacchus
ENSSBOP00000037927	ENSSBOG00000035045	Saimiri_boliviensis_boliviensis
ENSANAP00000027751	ENSANAG00000031699	Aotus_nancymaae
ENSTSYP00000017134	ENSTSYG00000000785	Carlito_syrichta
ENSOGAP00000019084	ENSOGAG00000016300	Otolemur_garnettii
ENSCCNP00000007315	ENSCCNG00000007799	Castor_canadensis
ENSDORP00000001663	ENSDORG00000001777	Dipodomys_ordii
ENSNGAP00000008130	ENSNGAG00000011201	Nannospalax_galili
ENSNGAP00000006809	ENSNGAG00000010128	Nannospalax_galili
ENSCGRP00001021452	ENSCGRG00001020286	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012859	ENSCGRG00000009363	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015033842	ENSCGRG00015025483	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000009247	ENSMAUG00000010462	Mesocricetus_auratus
ENSPEMP00000027108	ENSPEMG00000023008	Peromyscus_maniculatus_bairdii
ENSMOCP00000012300	ENSMOCG00000012448	Microtus_ochrogaster
ENSMUSP00000020655	ENSMUSG00000020387	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000026134	ENSMSIG00000022000	Mus_spicilegus
MGP_SPRETEiJ_P0027928	MGP_SPRETEiJ_G0017163	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0026553	MGP_CAROLIEiJ_G0016319	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033324	MGP_PahariEiJ_G0017454	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068977	ENSRNOG00000004956	Rattus_norvegicus
ENSMUGP00000015520	ENSMUGG00000013361	Meriones_unguiculatus
ENSJJAP00000010529	ENSJJAG00000014097	Jaculus_jaculus
ENSCLAP00000021347	ENSCLAG00000014619	Chinchilla_lanigera
ENSODEP00000012334	ENSODEG00000009149	Octodon_degus
ENSCPOP00000007481	ENSCPOG00000008323	Cavia_porcellus
ENSCAPP00000005590	ENSCAPG00000007869	Cavia_aperea
ENSHGLP00000021956	ENSHGLG00000015671	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018262	ENSHGLG00100013464	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012691	ENSFDAG00000020017	Fukomys_damarensis
ENSSTOP00000010157	ENSSTOG00000011323	Ictidomys_tridecemlineatus
ENSUPAP00010021244	ENSUPAG00010016880	Urocitellus_parryii
ENSSDAP00000019844	ENSSDAG00000018068	Spermophilus_dauricus
ENSMMMP00000000405	ENSMMMG00000000350	Marmota_marmota_marmota
ENSTBEP00000000722	ENSTBEG00000000817	Tupaia_belangeri
ENSPCOP00000013141	ENSPCOG00000018172	Propithecus_coquereli
ENSMICP00000023633	ENSMICG00000032137	Microcebus_murinus
ENSPSMP00000029818	ENSPSMG00000020658	Prolemur_simus
