ENSACAP00000007677	ENSACAG00000007808	Anolis_carolinensis	ENSACAT00000007841
ENSPVIP00000034609	ENSPVIG00000025265	Pogona_vitticeps	ENSPVIT00000042346
ENSNSUP00000026327	ENSNSUG00000018904	Notechis_scutatus
ENSSMRP00000024982	ENSSMRG00000019312	Salvator_merianae
ENSSPUP00000006584	ENSSPUG00000004999	Sphenodon_punctatus
ENSLSDP00000008929	ENSLSDG00000006675	Lonchura_striata_domestica
ENSTGUP00000013742	ENSTGUG00000013350	Taeniopygia_guttata
ENSSCAP00000015617	ENSSCAG00000011445	Serinus_canaria
ENSJHYP00000011875	ENSJHYG00000009252	Junco_hyemalis
ENSZALP00000023285	ENSZALG00000018016	Zonotrichia_albicollis
ENSFALP00000005196	ENSFALG00000004998	Ficedula_albicollis
ENSCCEP00000016103	ENSCCEG00000015125	Cyanistes_caeruleus
ENSPMJP00000013363	ENSPMJG00000010162	Parus_major
ENSMVIP00005017145	ENSMVIG00005012246	Manacus_vitellinus
ENSLCOP00000002566	ENSLCOG00000001992	Lepidothrix_coronata
ENSCPGP00000008976	ENSCPGG00000006382	Calidris_pygmaea
ENSCPUP00000008349	ENSCPUG00000006020	Calidris_pugnax
ENSMUNP00000000811	ENSMUNG00000000056	Melopsittacus_undulatus
ENSAPLP00000008963	ENSAPLG00000009246	Anas_platyrhynchos_platyrhynchos
ENSABRP00000003644	ENSABRG00000003413	Anser_brachyrhynchus
ENSGALP00000058497	ENSGALG00000041564	Gallus_gallus
ENSCJPP00005020812	ENSCJPG00005016703	Coturnix_japonica
ENSMGAP00000014799	ENSMGAG00000013989	Meleagris_gallopavo
ENSNMEP00000019629	ENSNMEG00000016920	Numida_meleagris
ENSARWP00000013063	ENSARWG00000008773	Apteryx_rowi
ENSAHAP00000009841	ENSAHAG00000007003	Apteryx_haastii
ENSAOWP00000008138	ENSAOWG00000005571	Apteryx_owenii
ENSAHAP00000016259	ENSAHAG00000011599	Apteryx_haastii
ENSDNVP00000022966	ENSDNVG00000015975	Dromaius_novaehollandiae
ENSNPEP00000011703	ENSNPEG00000008781	Nothoprocta_perdicaria
ENSCPRP00005017801	ENSCPRG00005012395	Crocodylus_porosus
ENSGAGP00000009885	ENSGAGG00000007779	Gopherus_agassizii
ENSCABP00000014997	ENSCABG00000011200	Chelonoidis_abingdonii
ENSCPBP00000001017	ENSCPBG00000000822	Chrysemys_picta_bellii
ENSPSIP00000007899	ENSPSIG00000007195	Pelodiscus_sinensis
ENSGALP00000069341	ENSGALG00000050907	Gallus_gallus
ENSCABP00000009036	ENSCABG00000006793	Chelonoidis_abingdonii
ENSPCIP00000051139	ENSPCIG00000023762	Phascolarctos_cinereus
ENSVURP00010010730	ENSVURG00010008291	Vombatus_ursinus
ENSMEUP00000014197	ENSMEUG00000015550	Notamacropus_eugenii
ENSSHAP00000001507	ENSSHAG00000001344	Sarcophilus_harrisii
ENSMODP00000006393	ENSMODG00000005193	Monodelphis_domestica
ENSMICP00000008894	ENSMICG00000009764	Microcebus_murinus
ENSMICP00000021895	ENSMICG00000036268	Microcebus_murinus
ENSPSMP00000021562	ENSPSMG00000015225	Prolemur_simus
ENSOGAP00000003274	ENSOGAG00000003687	Otolemur_garnettii
ENSPTRP00000042293	ENSPTRG00000024134	Pan_troglodytes
ENSPPAP00000011437	ENSPPAG00000028925	Pan_paniscus
ENSP00000348959	ENSG00000198162	Homo_sapiens
ENSGGOP00000013932	ENSGGOG00000014278	Gorilla_gorilla
ENSPPYP00000001134	ENSPPYG00000000973	Pongo_abelii
ENSNLEP00000006378	ENSNLEG00000005272	Nomascus_leucogenys
ENSMFAP00000029911	ENSMFAG00000042171	Macaca_fascicularis
ENSMMUP00000065895	ENSMMUG00000047035	Macaca_mulatta
ENSMNEP00000014486	ENSMNEG00000031399	Macaca_nemestrina
ENSCATP00000023780	ENSCATG00000035447	Cercocebus_atys
ENSMLEP00000034895	ENSMLEG00000041597	Mandrillus_leucophaeus
ENSTGEP00000009802	ENSTGEG00000008065	Theropithecus_gelada
ENSPANP00000008092	ENSPANG00000012472	Papio_anubis
ENSCSAP00000016326	ENSCSAG00000001702	Chlorocebus_sabaeus
ENSRROP00000000395	ENSRROG00000001296	Rhinopithecus_roxellana
ENSRBIP00000013262	ENSRBIG00000030646	Rhinopithecus_bieti
ENSCANP00000036349	ENSCANG00000041860	Colobus_angolensis_palliatus
ENSPTEP00000035409	ENSPTEG00000033417	Piliocolobus_tephrosceles
ENSSBOP00000022790	ENSSBOG00000027903	Saimiri_boliviensis_boliviensis
ENSCJAP00000010777	ENSCJAG00000005860	Callithrix_jacchus
ENSCCAP00000032658	ENSCCAG00000034354	Cebus_capucinus_imitator
ENSANAP00000015384	ENSANAG00000025558	Aotus_nancymaae
ENSTBEP00000009122	ENSTBEG00000010544	Tupaia_belangeri
ENSMOCP00000024496	ENSMOCG00000020901	Microtus_ochrogaster
ENSPEMP00000005198	ENSPEMG00000007670	Peromyscus_maniculatus_bairdii
ENSCGRP00000002753	ENSCGRG00000002015	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001021424	ENSCGRG00001020266	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034070	ENSCGRG00015025680	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000515	ENSMAUG00000000417	Mesocricetus_auratus
ENSMUSP00000008907	ENSMUSG00000008763	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0061878	MGP_SPRETEiJ_G0026374	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020430	ENSMSIG00000017361	Mus_spicilegus
MGP_CAROLIEiJ_P0059489	MGP_CAROLIEiJ_G0025424	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070458	MGP_PahariEiJ_G0026868	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000060243	ENSRNOG00000015226	Rattus_norvegicus
ENSNGAP00000011657	ENSNGAG00000013740	Nannospalax_galili
ENSJJAP00000015816	ENSJJAG00000017865	Jaculus_jaculus
ENSDORP00000025070	ENSDORG00000025695	Dipodomys_ordii
ENSCCNP00000004163	ENSCCNG00000003305	Castor_canadensis
ENSMUGP00000002983	ENSMUGG00000002411	Meriones_unguiculatus
ENSCPOP00000004443	ENSCPOG00000004935	Cavia_porcellus
ENSCAPP00000007244	ENSCAPG00000009223	Cavia_aperea
ENSODEP00000007611	ENSODEG00000005674	Octodon_degus
ENSCLAP00000012406	ENSCLAG00000008573	Chinchilla_lanigera
ENSHGLP00100009939	ENSHGLG00100007375	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024750	ENSHGLG00000017646	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004197	ENSFDAG00000013480	Fukomys_damarensis
ENSSTOP00000014340	ENSSTOG00000016016	Ictidomys_tridecemlineatus
ENSMMMP00000017213	ENSMMMG00000015283	Marmota_marmota_marmota
ENSSDAP00000022310	ENSSDAG00000020281	Spermophilus_dauricus
ENSUPAP00010016722	ENSUPAG00010013321	Urocitellus_parryii
ENSOCUP00000010887	ENSOCUG00000012648	Oryctolagus_cuniculus
ENSOPRP00000007588	ENSOPRG00000008281	Ochotona_princeps
ENSCCNP00000002912	ENSCCNG00000003153	Castor_canadensis
ENSMUGP00000013314	ENSMUGG00000011563	Meriones_unguiculatus
ENSPCOP00000012626	ENSPCOG00000017904	Propithecus_coquereli
ENSTSYP00000028363	ENSTSYG00000036384	Carlito_syrichta
ENSUAMP00000024393	ENSUAMG00000019070	Ursus_americanus
ENSAMEP00000004672	ENSAMEG00000004421	Ailuropoda_melanoleuca
ENSUMAP00000005909	ENSUMAG00000004672	Ursus_maritimus
ENSMPUP00000001569	ENSMPUG00000001585	Mustela_putorius_furo
ENSNVIP00000000405	ENSNVIG00000000375	Neovison_vison
ENSCAFP00000014522	ENSCAFG00000009873	Canis_lupus_familiaris
ENSCAFP00020026399	ENSCAFG00020020664	Canis_lupus_dingo
ENSVVUP00000014254	ENSVVUG00000010442	Vulpes_vulpes
ENSPTIP00000013959	ENSPTIG00000013526	Panthera_tigris_altaica
ENSPPRP00000004537	ENSPPRG00000000605	Panthera_pardus
ENSFCAP00000016049	ENSFCAG00000019000	Felis_catus
ENSEASP00005008892	ENSEASG00005006389	Equus_asinus_asinus
ENSECAP00000030930	ENSECAG00000019681	Equus_caballus
ENSCHIP00000010590	ENSCHIG00000013056	Capra_hircus
ENSOARP00000021817	ENSOARG00000020315	Ovis_aries
ENSBIXP00005018007	ENSBIXG00005021491	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005021683	ENSBIXG00005024643	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000021037	ENSBIXG00000024215	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000072238	ENSBTAG00000003586	Bos_taurus
ENSBMUP00000022027	ENSBMUG00000016570	Bos_mutus
ENSBBBP00000019406	ENSBBBG00000012766	Bison_bison_bison
ENSTTRP00000009995	ENSTTRG00000010540	Tursiops_truncatus
ENSSSCP00000007177	ENSSSCG00000006730	Sus_scrofa_strain_reference
ENSVPAP00000007705	ENSVPAG00000008282	Vicugna_pacos
ENSMLUP00000012947	ENSMLUG00000014231	Myotis_lucifugus
ENSPVAP00000002238	ENSPVAG00000002371	Pteropus_vampyrus
ENSEEUP00000000420	ENSEEUG00000000472	Erinaceus_europaeus
ENSSARP00000001098	ENSSARG00000001200	Sorex_araneus
ENSLAFP00000014472	ENSLAFG00000017263	Loxodonta_africana
ENSPCAP00000011153	ENSPCAG00000011896	Procavia_capensis
ENSETEP00000002540	ENSETEG00000003095	Echinops_telfairi
ENSDNOP00000006287	ENSDNOG00000008114	Dasypus_novemcinctus
ENSCHOP00000000203	ENSCHOG00000000232	Choloepus_hoffmanni
ENSOANP00000004854	ENSOANG00000003066	Ornithorhynchus_anatinus
ENSECRP00000008250	ENSECRG00000005505	Erpetoichthys_calabaricus
ENSCMIP00000003212	ENSCMIG00000001459	Callorhinchus_milii
