ENSDNVP00000027639	ENSDNVG00000019208	Dromaius_novaehollandiae
ENSAHAP00000026256	ENSAHAG00000018301	Apteryx_haastii
ENSNPEP00000018073	ENSNPEG00000013453	Nothoprocta_perdicaria
ENSTGUP00000011569	ENSTGUG00000011217	Taeniopygia_guttata
ENSLSDP00000020116	ENSLSDG00000014257	Lonchura_striata_domestica
ENSFALP00000005778	ENSFALG00000005552	Ficedula_albicollis
ENSCCEP00000013511	ENSCCEG00000012994	Cyanistes_caeruleus
ENSPMJP00000021198	ENSPMJG00000015741	Parus_major
ENSMVIP00005000848	ENSMVIG00005000697	Manacus_vitellinus
ENSMVIP00005000842	ENSMVIG00005000688	Manacus_vitellinus
ENSLCOP00000023205	ENSLCOG00000016275	Lepidothrix_coronata
ENSGALP00000050602	ENSGALG00000043172	Gallus_gallus
ENSMGAP00000011625	ENSMGAG00000011133	Meleagris_gallopavo
ENSCJPP00005013701	ENSCJPG00005011531	Coturnix_japonica
ENSABRP00000013093	ENSABRG00000011678	Anser_brachyrhynchus
ENSCPGP00000014651	ENSCPGG00000010364	Calidris_pygmaea
ENSAPLP00000030794	ENSAPLG00000006781	Anas_platyrhynchos_platyrhynchos
ENSZALP00000010289	ENSZALG00000008704	Zonotrichia_albicollis
ENSCPUP00000012667	ENSCPUG00000009002	Calidris_pugnax
ENSSCAP00000018988	ENSSCAG00000013722	Serinus_canaria
ENSJHYP00000021587	ENSJHYG00000016342	Junco_hyemalis
ENSMUNP00000007381	ENSMUNG00000005919	Melopsittacus_undulatus
ENSARWP00000007614	ENSARWG00000005301	Apteryx_rowi
ENSAOWP00000024225	ENSAOWG00000016351	Apteryx_owenii
ENSNMEP00000019478	ENSNMEG00000016804	Numida_meleagris
ENSAHAP00000026258	ENSAHAG00000018302	Apteryx_haastii
ENSCPRP00005025298	ENSCPRG00005017539	Crocodylus_porosus
ENSCPRP00005025303	ENSCPRG00005017545	Crocodylus_porosus
ENSCABP00000013199	ENSCABG00000009895	Chelonoidis_abingdonii
ENSGAGP00000026859	ENSGAGG00000019555	Gopherus_agassizii
ENSCPBP00000030469	ENSCPBG00000021443	Chrysemys_picta_bellii
ENSPSIP00000016569	ENSPSIG00000014737	Pelodiscus_sinensis
ENSSPUP00000012117	ENSSPUG00000009302	Sphenodon_punctatus
ENSSPUP00000012107	ENSSPUG00000009291	Sphenodon_punctatus
ENSNSUP00000021440	ENSNSUG00000015568	Notechis_scutatus
ENSNSUP00000021441	ENSNSUG00000015570	Notechis_scutatus
ENSACAP00000005884	ENSACAG00000006013	Anolis_carolinensis
ENSPVIP00000014894	ENSPVIG00000011483	Pogona_vitticeps
ENSSMRP00000015242	ENSSMRG00000011850	Salvator_merianae
ENSCABP00000013194	ENSCABG00000009892	Chelonoidis_abingdonii
ENSNPEP00000019579	ENSNPEG00000014587	Nothoprocta_perdicaria
ENSOANP00000008008	ENSOANG00000005044	Ornithorhynchus_anatinus
ENSUAMP00000021790	ENSUAMG00000017123	Ursus_americanus
ENSVURP00010026876	ENSVURG00010020610	Vombatus_ursinus
ENSVURP00010018567	ENSVURG00010014136	Vombatus_ursinus
ENSPCIP00000000043	ENSPCIG00000000028	Phascolarctos_cinereus
ENSMEUP00000006711	ENSMEUG00000007357	Notamacropus_eugenii
ENSSHAP00000006924	ENSSHAG00000006016	Sarcophilus_harrisii
ENSMODP00000010406	ENSMODG00000008372	Monodelphis_domestica
ENSPVAP00000003374	ENSPVAG00000003570	Pteropus_vampyrus
ENSMLUP00000014350	ENSMLUG00000015754	Myotis_lucifugus
ENSAMEP00000006001	ENSAMEG00000005687	Ailuropoda_melanoleuca
ENSUMAP00000019116	ENSUMAG00000014042	Ursus_maritimus
ENSNVIP00000026394	ENSNVIG00000020405	Neovison_vison
ENSMPUP00000002311	ENSMPUG00000002335	Mustela_putorius_furo
ENSCAFP00000010681	ENSCAFG00000007190	Canis_lupus_familiaris
ENSCAFP00020020006	ENSCAFG00020015881	Canis_lupus_dingo
ENSVVUP00000024707	ENSVVUG00000018126	Vulpes_vulpes
ENSPPRP00000004788	ENSPPRG00000000763	Panthera_pardus
ENSPTIP00000022250	ENSPTIG00000019123	Panthera_tigris_altaica
ENSFCAP00000009696	ENSFCAG00000010446	Felis_catus
ENSBIXP00000012597	ENSBIXG00000006052	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005039597	ENSBIXG00005022041	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000053662	ENSBTAG00000043978	Bos_taurus
ENSBMUP00000006369	ENSBMUG00000005010	Bos_mutus
ENSBBBP00000022536	ENSBBBG00000016482	Bison_bison_bison
ENSCHIP00000009181	ENSCHIG00000012139	Capra_hircus
ENSOARP00000017670	ENSOARG00000016456	Ovis_aries
ENSTTRP00000004856	ENSTTRG00000005163	Tursiops_truncatus
ENSVPAP00000007538	ENSVPAG00000008099	Vicugna_pacos
ENSEASP00005023946	ENSEASG00005016256	Equus_asinus_asinus
ENSECAP00000000045	ENSECAG00000000059	Equus_caballus
ENSSARP00000000949	ENSSARG00000001039	Sorex_araneus
ENSEEUP00000000931	ENSEEUG00000001039	Erinaceus_europaeus
ENSUPAP00010024695	ENSUPAG00010019560	Urocitellus_parryii
ENSSTOP00000011037	ENSSTOG00000012324	Ictidomys_tridecemlineatus
ENSSDAP00000009845	ENSSDAG00000008959	Spermophilus_dauricus
ENSSDAP00000009854	ENSSDAG00000008979	Spermophilus_dauricus
ENSMMMP00000003767	ENSMMMG00000003433	Marmota_marmota_marmota
ENSDORP00000015318	ENSDORG00000016281	Dipodomys_ordii
ENSPEMP00000033721	ENSPEMG00000030182	Peromyscus_maniculatus_bairdii
ENSMOCP00000013382	ENSMOCG00000013201	Microtus_ochrogaster
ENSCGRP00015029885	ENSCGRG00015022496	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001006051	ENSCGRG00001008079	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002415	ENSCGRG00000001771	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020420	ENSMAUG00000018452	Mesocricetus_auratus
ENSMSIP00000036977	ENSMSIG00000030806	Mus_spicilegus
MGP_SPRETEiJ_P0063804	MGP_SPRETEiJ_G0026746	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000035649	ENSMUSG00000041216	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0061378	MGP_CAROLIEiJ_G0025798	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0057048	MGP_PahariEiJ_G0023921	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073425	ENSRNOG00000006919	Rattus_norvegicus
ENSMUGP00000032726	ENSMUGG00000027165	Meriones_unguiculatus
ENSNGAP00000022496	ENSNGAG00000021348	Nannospalax_galili
ENSJJAP00000010441	ENSJJAG00000014044	Jaculus_jaculus
ENSHGLP00100024374	ENSHGLG00100017899	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013423	ENSHGLG00000009597	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011527	ENSFDAG00000019063	Fukomys_damarensis
ENSCPOP00000006619	ENSCPOG00000007342	Cavia_porcellus
ENSCAPP00000006475	ENSCAPG00000008639	Cavia_aperea
ENSCLAP00000005852	ENSCLAG00000004144	Chinchilla_lanigera
