ENSVURP00010014428	ENSVURG00010011073	Vombatus_ursinus
ENSSLDP00000013143	ENSSLDG00000010436	Seriola_lalandi_dorsalis
ENSKMAP00000019947	ENSKMAG00000014832	Kryptolebias_marmoratus
ENSPTIP00000026046	ENSPTIG00000021599	Panthera_tigris_altaica
ENSGALP00000071126	ENSGALG00000054572	Gallus_gallus
ENSMALP00000031229	ENSMALG00000021561	Monopterus_albus
ENSRROP00000002865	ENSRROG00000011429	Rhinopithecus_roxellana
ENSPCIP00000029438	ENSPCIG00000021904	Phascolarctos_cinereus
ENSOANP00000007062	ENSOANG00000004459	Ornithorhynchus_anatinus
ENSELUP00000018994	ENSELUG00000018395	Esox_lucius
ENSGAFP00000023659	ENSGAFG00000015965	Gambusia_affinis
ENSHGLP00000018776	ENSHGLG00000013446	Heterocephalus_glaber_HetGla_female_1.0
ENSSFOP00015009631	ENSSFOG00015006267	Scleropages_formosus
ENSXETP00000052417	ENSXETG00000020505	Xenopus_tropicalis	ENSXETT00000053844
ENSLAFP00000008181	ENSLAFG00000009758	Loxodonta_africana
ENSVVUP00000032735	ENSVVUG00000023710	Vulpes_vulpes
ENSLBEP00000007605	ENSLBEG00000005810	Labrus_bergylta
ENSORLP00015014349	ENSORLG00015015271	Oryzias_latipes_ASM223469v1
ENSOARP00000006088	ENSOARG00000005670	Ovis_aries
ENSCMIP00000031107	ENSCMIG00000013376	Callorhinchus_milii
ENSNBRP00000028321	ENSNBRG00000021566	Neolamprologus_brichardi
ENSCCEP00000024475	ENSCCEG00000021739	Cyanistes_caeruleus
ENSMMOP00000022511	ENSMMOG00000017109	Mola_mola
ENSNVIP00000018742	ENSNVIG00000014695	Neovison_vison
ENSANAP00000009817	ENSANAG00000022892	Aotus_nancymaae
ENSBMUP00000014811	ENSBMUG00000011245	Bos_mutus
ENSPMGP00000016852	ENSPMGG00000013824	Periophthalmus_magnuspinnatus
ENSMUSP00000062103	ENSMUSG00000043088	Mus_musculus_strain_reference_(CL57BL6)
ENSCATP00000023723	ENSCATG00000035410	Cercocebus_atys
ENSMMMP00000010256	ENSMMMG00000009135	Marmota_marmota_marmota
ENSTTRP00000007140	ENSTTRG00000007548	Tursiops_truncatus
ENSAPEP00000022342	ENSAPEG00000015886	Amphiprion_percula
ENSMFAP00000036372	ENSMFAG00000034533	Macaca_fascicularis
ENSAPLP00000026250	ENSAPLG00000028414	Anas_platyrhynchos_platyrhynchos
ENSODEP00000025029	ENSODEG00000018313	Octodon_degus
ENSCAFP00000007858	ENSCAFG00000005254	Canis_lupus_familiaris
ENSLOCP00000017872	ENSLOCG00000014522	Lepisosteus_oculatus
ENSP00000373325	ENSG00000163701	Homo_sapiens
MGP_PahariEiJ_P0051632	MGP_PahariEiJ_G0022479	Mus_pahari_strain_PAHARI_EIJ
ENSAMXP00005018064	ENSAMXG00005009424	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTRP00000042437	ENSPTRG00000014602	Pan_troglodytes
ENSPCAP00000001545	ENSPCAG00000001622	Procavia_capensis
ENSMNEP00000028723	ENSMNEG00000037804	Macaca_nemestrina
ENSBBBP00000024062	ENSBBBG00000004781	Bison_bison_bison
ENSGWIP00000001307	ENSGWIG00000000769	Gouania_willdenowi
ENSMMUP00000024033	ENSMMUG00000018281	Macaca_mulatta
ENSATEP00000021159	ENSATEG00000014675	Anabas_testudineus
ENSEASP00005020582	ENSEASG00005014169	Equus_asinus_asinus
ENSBIXP00005025172	ENSBIXG00005027724	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCJAP00000028886	ENSCJAG00000016205	Callithrix_jacchus
ENSCGRP00015000789	ENSCGRG00015000575	Cricetulus_griseus_CriGri-PICR
ENSETEP00000005322	ENSETEG00000006546	Echinops_telfairi
ENSOGAP00000010312	ENSOGAG00000011517	Otolemur_garnettii
ENSLSDP00000010836	ENSLSDG00000007972	Lonchura_striata_domestica
ENSORLP00000041144	ENSORLG00000026604	Oryzias_latipes_ASM223467v1
MGP_SPRETEiJ_P0078503	MGP_SPRETEiJ_G0029756	Mus_spretus_strain_SPRET/EiJ
ENSSPAP00000027865	ENSSPAG00000021012	Stegastes_partitus
ENSRNOP00000053347	ENSRNOG00000009204	Rattus_norvegicus
ENSTNIP00000002015	ENSTNIG00000000358	Tetraodon_nigroviridis
ENSPTEP00000037692	ENSPTEG00000035201	Piliocolobus_tephrosceles
ENSMUNP00000002414	ENSMUNG00000002141	Melopsittacus_undulatus
ENSLCOP00000018633	ENSLCOG00000013183	Lepidothrix_coronata	ENSLCOT00000019680
ENSNMEP00000023914	ENSNMEG00000020340	Numida_meleagris
ENSTGEP00000024527	ENSTGEG00000019816	Theropithecus_gelada
ENSSCAP00000007099	ENSSCAG00000005485	Serinus_canaria
ENSFCAP00000047907	ENSFCAG00000018693	Felis_catus
ENSAPEP00000022181	ENSAPEG00000015774	Amphiprion_percula
ENSNVIP00000018764	ENSNVIG00000014710	Neovison_vison
ENSBTAP00000014373	ENSBTAG00000010833	Bos_taurus
ENSOCUP00000033171	ENSOCUG00000005311	Oryctolagus_cuniculus
ENSPEMP00000010019	ENSPEMG00000011109	Peromyscus_maniculatus_bairdii
ENSSDAP00000026316	ENSSDAG00000023855	Spermophilus_dauricus
ENSMLEP00000014523	ENSMLEG00000031426	Mandrillus_leucophaeus
ENSOMEP00000026700	ENSOMEG00000008694	Oryzias_melastigma
ENSTSYP00000025037	ENSTSYG00000034792	Carlito_syrichta
ENSHBUP00000020086	ENSHBUG00000022337	Haplochromis_burtoni
ENSMMMP00000010270	ENSMMMG00000009145	Marmota_marmota_marmota
ENSCGRP00000021468	ENSCGRG00000015589	Cricetulus_griseus_CriGri_1.0
ENSNGAP00000024951	ENSNGAG00000023051	Nannospalax_galili
ENSGAGP00000009484	ENSGAGG00000007505	Gopherus_agassizii
ENSHCOP00000004362	ENSHCOG00000005807	Hippocampus_comes
ENSMAUP00000001882	ENSMAUG00000001338	Mesocricetus_auratus
ENSFHEP00000021527	ENSFHEG00000001307	Fundulus_heteroclitus
ENSDCDP00000056240	ENSDCDG00000033094	Denticeps_clupeoides
ENSCSAP00000006684	ENSCSAG00000010454	Chlorocebus_sabaeus
ENSCCNP00000009273	ENSCCNG00000009611	Castor_canadensis
