ENSCABP00000006177	ENSCABG00000004657	Chelonoidis_abingdonii
ENSGAGP00000007724	ENSGAGG00000006170	Gopherus_agassizii
ENSCPBP00000031808	ENSCPBG00000022329	Chrysemys_picta_bellii
ENSPSIP00000004906	ENSPSIG00000004589	Pelodiscus_sinensis
ENSSPUP00000013872	ENSSPUG00000010696	Sphenodon_punctatus
ENSACAP00000013153	ENSACAG00000013390	Anolis_carolinensis
ENSNSUP00000003664	ENSNSUG00000002967	Notechis_scutatus	ENSNSUT00000003944
ENSSMRP00000002865	ENSSMRG00000002444	Salvator_merianae
ENSVURP00010010296	ENSVURG00010007960	Vombatus_ursinus
ENSMEUP00000007510	ENSMEUG00000008229	Notamacropus_eugenii
ENSPCIP00000008060	ENSPCIG00000006714	Phascolarctos_cinereus
ENSSHAP00000011342	ENSSHAG00000009755	Sarcophilus_harrisii
ENSSDAP00000021743	ENSSDAG00000019761	Spermophilus_dauricus
ENSSTOP00000031358	ENSSTOG00000014668	Ictidomys_tridecemlineatus
ENSUPAP00010025942	ENSUPAG00010020504	Urocitellus_parryii
ENSMMMP00000003968	ENSMMMG00000003604	Marmota_marmota_marmota
ENSODEP00000017932	ENSODEG00000013220	Octodon_degus
ENSODEP00000014010	ENSODEG00000010353	Octodon_degus
ENSCPOP00000023483	ENSCPOG00000038461	Cavia_porcellus
ENSCAPP00000002246	ENSCAPG00000004977	Cavia_aperea
ENSCLAP00000020638	ENSCLAG00000014138	Chinchilla_lanigera
ENSHGLP00100012014	ENSHGLG00100008906	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004069	ENSHGLG00000002997	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006609	ENSFDAG00000015329	Fukomys_damarensis
ENSCGRP00001019632	ENSCGRG00001019018	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038378	ENSCGRG00015028688	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008322	ENSCGRG00000006068	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021129	ENSMAUG00000018962	Mesocricetus_auratus
ENSMOCP00000026151	ENSMOCG00000022055	Microtus_ochrogaster
ENSPEMP00000016421	ENSPEMG00000015648	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0041906	MGP_SPRETEiJ_G0021265	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000113157	ENSMUSG00000009575	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000012163	ENSMSIG00000010608	Mus_spicilegus
MGP_CAROLIEiJ_P0040064	MGP_CAROLIEiJ_G0020372	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043413	MGP_PahariEiJ_G0020371	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073453	ENSRNOG00000036841	Rattus_norvegicus
ENSMUGP00000007856	ENSMUGG00000007115	Meriones_unguiculatus
ENSNGAP00000015911	ENSNGAG00000016802	Nannospalax_galili
ENSJJAP00000013384	ENSJJAG00000016164	Jaculus_jaculus
ENSCCNP00000025591	ENSCCNG00000024942	Castor_canadensis
ENSOPRP00000005596	ENSOPRG00000006101	Ochotona_princeps
