ENSCCNP00000007650	ENSCCNG00000008134	Castor_canadensis
ENSMNEP00000005884	ENSMNEG00000026433	Macaca_nemestrina
ENSCAFP00020004595	ENSCAFG00020003794	Canis_lupus_dingo
ENSUAMP00000031986	ENSUAMG00000024489	Ursus_americanus
ENSOANP00000018113	ENSOANG00000011433	Ornithorhynchus_anatinus
ENSGALP00000073297	ENSGALG00000041420	Gallus_gallus
ENSCJPP00005017989	ENSCJPG00005014604	Coturnix_japonica
ENSPMJP00000019824	ENSPMJG00000014793	Parus_major
ENSNPEP00000003851	ENSNPEG00000002941	Nothoprocta_perdicaria
ENSCABP00000021181	ENSCABG00000015609	Chelonoidis_abingdonii
ENSSPUP00000002450	ENSSPUG00000001899	Sphenodon_punctatus
ENSNSUP00000023946	ENSNSUG00000017334	Notechis_scutatus
ENSPRNP00000056626	ENSPRNG00000026442	Parambassis_ranga
