ENSHHUP00000030750	ENSHHUG00000019579	Hucho_hucho
ENSECAP00000027184	ENSECAG00000025010	Equus_caballus
ENSCGRP00001002096	ENSCGRG00001002146	Cricetulus_griseus_CHOK1GS_HDv1
ENSBIXP00005018525	ENSBIXG00005021930	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAHAP00000020134	ENSAHAG00000014192	Apteryx_haastii
ENSSLDP00000011990	ENSSLDG00000009554	Seriola_lalandi_dorsalis
ENSPTIP00000019033	ENSPTIG00000016943	Panthera_tigris_altaica
ENSOGAP00000007474	ENSOGAG00000008343	Otolemur_garnettii
ENSCATP00000033495	ENSCATG00000039737	Cercocebus_atys
ENSSDAP00000019801	ENSSDAG00000018043	Spermophilus_dauricus
ENSFALP00000008447	ENSFALG00000008104	Ficedula_albicollis
ENSPKIP00000030562	ENSPKIG00000011365	Paramormyrops_kingsleyae
ENSOANP00000002952	ENSOANG00000001857	Ornithorhynchus_anatinus
ENSDORP00000003429	ENSDORG00000003665	Dipodomys_ordii
ENSGAGP00000030855	ENSGAGG00000022191	Gopherus_agassizii
ENSNVIP00000005984	ENSNVIG00000004770	Neovison_vison
ENSMMOP00000028289	ENSMMOG00000021383	Mola_mola
ENSMPUP00000009359	ENSMPUG00000009434	Mustela_putorius_furo
ENSLSDP00000010956	ENSLSDG00000008068	Lonchura_striata_domestica
ENSNGAP00000011594	ENSNGAG00000013699	Nannospalax_galili
ENSHGLP00000002245	ENSHGLG00000001703	Heterocephalus_glaber_HetGla_female_1.0
ENSMFAP00000017657	ENSMFAG00000031938	Macaca_fascicularis
ENSSDUP00000004703	ENSSDUG00000003482	Seriola_dumerili
ENSBTAP00000007448	ENSBTAG00000005668	Bos_taurus
ENSCHOP00000007480	ENSCHOG00000008452	Choloepus_hoffmanni
ENSRBIP00000020731	ENSRBIG00000034345	Rhinopithecus_bieti
ENSHBUP00000012474	ENSHBUG00000014186	Haplochromis_burtoni
ENSCAPP00000017121	ENSCAPG00000016863	Cavia_aperea
ENSCGOP00000010502	ENSCGOG00000005306	Cottoperca_gobio
ENSZALP00000006096	ENSZALG00000005611	Zonotrichia_albicollis
ENSPMEP00000029729	ENSPMEG00000015669	Poecilia_mexicana
ENSXCOP00000005562	ENSXCOG00000004338	Xiphophorus_couchianus
ENSGACP00000006582	ENSGACG00000004978	Gasterosteus_aculeatus
ENSNPEP00000004880	ENSNPEG00000003527	Nothoprocta_perdicaria
ENSSFOP00015004814	ENSSFOG00015003151	Scleropages_formosus
ENSJJAP00000004405	ENSJJAG00000009177	Jaculus_jaculus
ENSRROP00000014229	ENSRROG00000031333	Rhinopithecus_roxellana
ENSPPAP00000025873	ENSPPAG00000036056	Pan_paniscus
ENSTSYP00000001260	ENSTSYG00000001348	Carlito_syrichta
ENSORLP00015005569	ENSORLG00015006351	Oryzias_latipes_ASM223469v1
ENSOPRP00000002880	ENSOPRG00000003137	Ochotona_princeps
ENSABRP00000011634	ENSABRG00000010410	Anser_brachyrhynchus
ENSCHIP00000003229	ENSCHIG00000007205	Capra_hircus
ENSGAFP00000026097	ENSGAFG00000017619	Gambusia_affinis
ENSCCNP00000006672	ENSCCNG00000007060	Castor_canadensis
ENSUPAP00010015647	ENSUPAG00010012485	Urocitellus_parryii
ENSDNOP00000034246	ENSDNOG00000047899	Dasypus_novemcinctus
ENSPVAP00000002569	ENSPVAG00000002719	Pteropus_vampyrus
ENSECRP00000017344	ENSECRG00000011574	Erpetoichthys_calabaricus
