ENSNSUP00000009999	ENSNSUG00000007614	Notechis_scutatus
ENSCHAP00000040958	ENSCHAG00000017379	Clupea_harengus
ENSPPAP00000013489	ENSPPAG00000029856	Pan_paniscus
ENSSFOP00015015791	ENSSFOG00015010153	Scleropages_formosus
ENSOCUP00000006764	ENSOCUG00000007820	Oryctolagus_cuniculus
ENSNPEP00000019185	ENSNPEG00000014299	Nothoprocta_perdicaria
ENSDCDP00000037492	ENSDCDG00000024997	Denticeps_clupeoides
ENSRNOP00000013625	ENSRNOG00000009997	Rattus_norvegicus
ENSDNOP00000009899	ENSDNOG00000012759	Dasypus_novemcinctus
ENSORLP00000001638	ENSORLG00000001321	Oryzias_latipes_ASM223467v1
ENSVVUP00000029712	ENSVVUG00000020256	Vulpes_vulpes
ENSHCOP00000015219	ENSHCOG00000019009	Hippocampus_comes
ENSDCDP00000017657	ENSDCDG00000014095	Denticeps_clupeoides
ENSONIP00000021386	ENSONIG00000016958	Oreochromis_niloticus
ENSXMAP00000032698	ENSXMAG00000000394	Xiphophorus_maculatus
ENSMODP00000025082	ENSMODG00000020072	Monodelphis_domestica
ENSTTRP00000015236	ENSTTRG00000016074	Tursiops_truncatus
ENSPTRP00000083835	ENSPTRG00000017095	Pan_troglodytes
ENSCANP00000013137	ENSCANG00000029989	Colobus_angolensis_palliatus
ENSCPBP00000021758	ENSCPBG00000015628	Chrysemys_picta_bellii
ENSSSCP00000028830	ENSSSCG00000014171	Sus_scrofa_strain_reference
ENSUMAP00000008801	ENSUMAG00000006692	Ursus_maritimus
ENSORLP00020026511	ENSORLG00020000205	Oryzias_latipes_ASM223471v1
ENSCPUP00000020283	ENSCPUG00000013568	Calidris_pugnax
ENSCHAP00000053666	ENSCHAG00000024194	Clupea_harengus
ENSPEMP00000020362	ENSPEMG00000018353	Peromyscus_maniculatus_bairdii
ENSPKIP00000031728	ENSPKIG00000012095	Paramormyrops_kingsleyae
ENSMEUP00000005910	ENSMEUG00000006460	Notamacropus_eugenii
ENSMLUP00000014645	ENSMLUG00000016064	Myotis_lucifugus
ENSPLAP00000030553	ENSPLAG00000021765	Poecilia_latipinna
ENSUPAP00010005156	ENSUPAG00010004186	Urocitellus_parryii
ENSATEP00000033870	ENSATEG00000023289	Anabas_testudineus
ENSACAP00000012320	ENSACAG00000012299	Anolis_carolinensis
ENSMPUP00000004363	ENSMPUG00000004396	Mustela_putorius_furo
ENSCPOP00000012040	ENSCPOG00000013375	Cavia_porcellus
ENSANAP00000013556	ENSANAG00000024680	Aotus_nancymaae
ENSARWP00000016773	ENSARWG00000011566	Apteryx_rowi
ENSRBIP00000010094	ENSRBIG00000028622	Rhinopithecus_bieti
ENSKMAP00000008672	ENSKMAG00000006514	Kryptolebias_marmoratus
MGP_SPRETEiJ_P0036579	MGP_SPRETEiJ_G0019608	Mus_spretus_strain_SPRET/EiJ
ENSCCNP00000033087	ENSCCNG00000031341	Castor_canadensis
ENSPNAP00000017263	ENSPNAG00000023523	Pygocentrus_nattereri	ENSPNAT00000025987
ENSELUP00000030166	ENSELUG00000007307	Esox_lucius
ENSDNVP00000006198	ENSDNVG00000004440	Dromaius_novaehollandiae
ENSDCDP00000001133	ENSDCDG00000000612	Denticeps_clupeoides
ENSAMXP00000052155	ENSAMXG00000004920	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCRP00005006772	ENSLCRG00005003099	Larimichthys_crocea
ENSMICP00000047785	ENSMICG00000017410	Microcebus_murinus
ENSRROP00000004027	ENSRROG00000016179	Rhinopithecus_roxellana
ENSSMAP00000014650	ENSSMAG00000008938	Scophthalmus_maximus
ENSPPRP00000008320	ENSPPRG00000003183	Panthera_pardus
ENSMGAP00000008196	ENSMGAG00000007999	Meleagris_gallopavo
ENSSARP00000008022	ENSSARG00000008838	Sorex_araneus
ENSPSMP00000012155	ENSPSMG00000008709	Prolemur_simus
ENSPREP00000012787	ENSPREG00000008661	Poecilia_reticulata
ENSABRP00000004887	ENSABRG00000004472	Anser_brachyrhynchus
ENSBBBP00000025808	ENSBBBG00000021262	Bison_bison_bison
ENSAHAP00000015765	ENSAHAG00000011283	Apteryx_haastii
ENSGMOP00000002713	ENSGMOG00000002558	Gadus_morhua
ENSPNAP00000034371	ENSPNAG00000023675	Pygocentrus_nattereri	ENSPNAT00000026133
