ENSACAP00000007704	ENSACAG00000007818	Anolis_carolinensis
ENSLCOP00000009600	ENSLCOG00000006989	Lepidothrix_coronata
ENSXETP00000023779	ENSXETG00000004423	Xenopus_tropicalis
ENSFCAP00000043639	ENSFCAG00000025077	Felis_catus
ENSCAPP00000008345	ENSCAPG00000010061	Cavia_aperea
ENSCCNP00000014305	ENSCCNG00000014777	Castor_canadensis
ENSCABP00000012777	ENSCABG00000009480	Chelonoidis_abingdonii
ENSMLUP00000005075	ENSMLUG00000005552	Myotis_lucifugus
ENSDNVP00000019316	ENSDNVG00000013489	Dromaius_novaehollandiae
ENSPCOP00000019213	ENSPCOG00000021552	Propithecus_coquereli
ENSTBEP00000015345	ENSTBEG00000017638	Tupaia_belangeri
ENSPEMP00000008600	ENSPEMG00000010153	Peromyscus_maniculatus_bairdii
ENSCHOP00000002173	ENSCHOG00000002447	Choloepus_hoffmanni
ENSAHAP00000021932	ENSAHAG00000015417	Apteryx_haastii
ENSCHAP00000055307	ENSCHAG00000025052	Clupea_harengus
ENSCAFP00020009144	ENSCAFG00020007401	Canis_lupus_dingo
ENSZALP00000008801	ENSZALG00000007618	Zonotrichia_albicollis
ENSSBOP00000000214	ENSSBOG00000000280	Saimiri_boliviensis_boliviensis
ENSEEUP00000000404	ENSEEUG00000000455	Erinaceus_europaeus
ENSPCIP00000027972	ENSPCIG00000020904	Phascolarctos_cinereus
ENSFDAP00000015849	ENSFDAG00000004002	Fukomys_damarensis
ENSNGAP00000026498	ENSNGAG00000024120	Nannospalax_galili
ENSLOCP00000008148	ENSLOCG00000006743	Lepisosteus_oculatus
ENSCGRP00015020714	ENSCGRG00015015839	Cricetulus_griseus_CriGri-PICR
ENSPTRP00000073076	ENSPTRG00000016770	Pan_troglodytes
ENSMFAP00000037394	ENSMFAG00000037827	Macaca_fascicularis
ENSSDAP00000001843	ENSSDAG00000001793	Spermophilus_dauricus
ENSMLEP00000019184	ENSMLEG00000033704	Mandrillus_leucophaeus
ENSOPRP00000012913	ENSOPRG00000014146	Ochotona_princeps
ENSJJAP00000007103	ENSJJAG00000011548	Jaculus_jaculus
ENSCSAP00000013222	ENSCSAG00000017187	Chlorocebus_sabaeus
