ENSAOWP00000026469	ENSAOWG00000017844	Apteryx_owenii
ENSAHAP00000026590	ENSAHAG00000018513	Apteryx_haastii
ENSARWP00000019876	ENSARWG00000013621	Apteryx_rowi
ENSDNVP00000021772	ENSDNVG00000015195	Dromaius_novaehollandiae
ENSNPEP00000008081	ENSNPEG00000006041	Nothoprocta_perdicaria
ENSABRP00000022209	ENSABRG00000018820	Anser_brachyrhynchus
ENSAPLP00000006726	ENSAPLG00000007097	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000015387	ENSMGAG00000014531	Meleagris_gallopavo
ENSCJPP00005008317	ENSCJPG00005007472	Coturnix_japonica
ENSGALP00000048855	ENSGALG00000041812	Gallus_gallus
ENSNMEP00000013693	ENSNMEG00000012428	Numida_meleagris
ENSCPGP00000018255	ENSCPGG00000012779	Calidris_pygmaea
ENSCPUP00000018135	ENSCPUG00000012490	Calidris_pugnax
ENSTGUP00000000469	ENSTGUG00000000461	Taeniopygia_guttata
ENSLSDP00000021461	ENSLSDG00000015174	Lonchura_striata_domestica
ENSFALP00000004925	ENSFALG00000004716	Ficedula_albicollis
ENSFALP00000005316	ENSFALG00000005105	Ficedula_albicollis
ENSJHYP00000004464	ENSJHYG00000003681	Junco_hyemalis
ENSZALP00000006436	ENSZALG00000005861	Zonotrichia_albicollis
ENSSCAP00000006119	ENSSCAG00000004792	Serinus_canaria
ENSPMJP00000012120	ENSPMJG00000009358	Parus_major
ENSCCEP00000019171	ENSCCEG00000017427	Cyanistes_caeruleus
ENSMVIP00005022841	ENSMVIG00005016034	Manacus_vitellinus
ENSMVIP00005000428	ENSMVIG00005000375	Manacus_vitellinus
ENSLCOP00000019394	ENSLCOG00000013725	Lepidothrix_coronata
ENSMUNP00000010355	ENSMUNG00000008179	Melopsittacus_undulatus
ENSCPRP00005021875	ENSCPRG00005015216	Crocodylus_porosus
ENSCABP00000013037	ENSCABG00000009768	Chelonoidis_abingdonii
ENSGAGP00000007431	ENSGAGG00000005893	Gopherus_agassizii
ENSCPBP00000006743	ENSCPBG00000005337	Chrysemys_picta_bellii
ENSPSIP00000020284	ENSPSIG00000017955	Pelodiscus_sinensis
ENSPVIP00000005567	ENSPVIG00000004527	Pogona_vitticeps
ENSACAP00000004938	ENSACAG00000005042	Anolis_carolinensis
ENSNSUP00000024595	ENSNSUG00000017767	Notechis_scutatus
ENSNSUP00000010971	ENSNSUG00000008305	Notechis_scutatus
ENSSMRP00000029976	ENSSMRG00000023026	Salvator_merianae
ENSSPUP00000017183	ENSSPUG00000013309	Sphenodon_punctatus
ENSP00000290299	ENSG00000241837	Homo_sapiens
ENSP00000394107	ENSG00000249209	Homo_sapiens
ENSPTRP00000068419	ENSPTRG00000013876	Pan_troglodytes
ENSPTRP00000076783	ENSPTRG00000046037	Pan_troglodytes
ENSPPAP00000002879	ENSPPAG00000012437	Pan_paniscus
ENSGGOP00000012303	ENSGGOG00000012611	Gorilla_gorilla
ENSPPYP00000012709	ENSPPYG00000011384	Pongo_abelii
ENSNLEP00000043096	ENSNLEG00000031791	Nomascus_leucogenys
ENSRROP00000028819	ENSRROG00000038202	Rhinopithecus_roxellana
ENSRBIP00000001491	ENSRBIG00000007552	Rhinopithecus_bieti
ENSCANP00000023510	ENSCANG00000035168	Colobus_angolensis_palliatus
ENSPTEP00000021759	ENSPTEG00000022757	Piliocolobus_tephrosceles
ENSMFAP00000010579	ENSMFAG00000008316	Macaca_fascicularis
ENSMMUP00000038427	ENSMMUG00000013925	Macaca_mulatta
ENSMNEP00000001775	ENSMNEG00000007981	Macaca_nemestrina
ENSMLEP00000007770	ENSMLEG00000027996	Mandrillus_leucophaeus
ENSPANP00000011304	ENSPANG00000018859	Papio_anubis
ENSCATP00000000844	ENSCATG00000004097	Cercocebus_atys
ENSCATP00000000945	ENSCATG00000004647	Cercocebus_atys
ENSMLEP00000031744	ENSMLEG00000040093	Mandrillus_leucophaeus
ENSTGEP00000032064	ENSTGEG00000025644	Theropithecus_gelada
ENSPANP00000013035	ENSPANG00000006856	Papio_anubis
ENSMFAP00000002793	ENSMFAG00000036539	Macaca_fascicularis
ENSMNEP00000038459	ENSMNEG00000042235	Macaca_nemestrina
ENSCSAP00000019021	ENSCSAG00000019522	Chlorocebus_sabaeus
ENSCANP00000017845	ENSCANG00000032359	Colobus_angolensis_palliatus
ENSPTEP00000004938	ENSPTEG00000005750	Piliocolobus_tephrosceles
ENSRBIP00000024351	ENSRBIG00000036080	Rhinopithecus_bieti
ENSRROP00000020513	ENSRROG00000034203	Rhinopithecus_roxellana
ENSPPAP00000016543	ENSPPAG00000031391	Pan_paniscus
ENSPTRP00000077223	ENSPTRG00000052002	Pan_troglodytes
ENSGGOP00000050909	ENSGGOG00000042195	Gorilla_gorilla
ENSRROP00000029135	ENSRROG00000038360	Rhinopithecus_roxellana
ENSRBIP00000014702	ENSRBIG00000031452	Rhinopithecus_bieti
ENSSBOP00000026491	ENSSBOG00000029690	Saimiri_boliviensis_boliviensis
ENSCCAP00000000593	ENSCCAG00000003555	Cebus_capucinus_imitator
ENSANAP00000040896	ENSANAG00000037787	Aotus_nancymaae
ENSCCAP00000004631	ENSCCAG00000019874	Cebus_capucinus_imitator
ENSSBOP00000031486	ENSSBOG00000031962	Saimiri_boliviensis_boliviensis
ENSCJAP00000056072	ENSCJAG00000039761	Callithrix_jacchus
ENSANAP00000002915	ENSANAG00000019325	Aotus_nancymaae
ENSTSYP00000018467	ENSTSYG00000031510	Carlito_syrichta
ENSTSYP00000007850	ENSTSYG00000008545	Carlito_syrichta
ENSPCOP00000023500	ENSPCOG00000023896	Propithecus_coquereli
ENSPSMP00000016332	ENSPSMG00000011637	Prolemur_simus
ENSMICP00000034801	ENSMICG00000007090	Microcebus_murinus
ENSOGAP00000014198	ENSOGAG00000015850	Otolemur_garnettii
ENSOGAP00000022203	ENSOGAG00000029854	Otolemur_garnettii
ENSCCNP00000032847	ENSCCNG00000031146	Castor_canadensis
ENSCCNP00000007990	ENSCCNG00000008506	Castor_canadensis
ENSDORP00000024558	ENSDORG00000004766	Dipodomys_ordii
ENSPEMP00000027167	ENSPEMG00000023052	Peromyscus_maniculatus_bairdii
ENSPEMP00000024243	ENSPEMG00000021044	Peromyscus_maniculatus_bairdii
ENSCGRP00001017986	ENSCGRG00001017879	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018746	ENSCGRG00015014435	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000024213	ENSCGRG00000017552	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000013402	ENSMOCG00000013209	Microtus_ochrogaster
ENSMSIP00000010409	ENSMSIG00000009114	Mus_spicilegus
MGP_SPRETEiJ_P0044252	MGP_SPRETEiJ_G0021873	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000023677	ENSMUSG00000022956	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0042352	MGP_CAROLIEiJ_G0020967	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029708	MGP_PahariEiJ_G0016672	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002732	ENSRNOG00000001991	Rattus_norvegicus
ENSMUGP00000017493	ENSMUGG00000014889	Meriones_unguiculatus
ENSNGAP00000011565	ENSNGAG00000013673	Nannospalax_galili
ENSJJAP00000022307	ENSJJAG00000022394	Jaculus_jaculus
ENSHGLP00100021192	ENSHGLG00100015604	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000014362	ENSHGLG00000010278	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008961	ENSFDAG00000017095	Fukomys_damarensis
ENSCPOP00000000631	ENSCPOG00000000710	Cavia_porcellus
ENSCAPP00000007856	ENSCAPG00000009676	Cavia_aperea
ENSCLAP00000012572	ENSCLAG00000008699	Chinchilla_lanigera
ENSODEP00000004232	ENSODEG00000003227	Octodon_degus
ENSSDAP00000012172	ENSSDAG00000010955	Spermophilus_dauricus
ENSUPAP00010003406	ENSUPAG00010002809	Urocitellus_parryii
ENSSTOP00000007753	ENSSTOG00000008658	Ictidomys_tridecemlineatus
ENSMMMP00000002546	ENSMMMG00000002354	Marmota_marmota_marmota
ENSTBEP00000003379	ENSTBEG00000003898	Tupaia_belangeri
ENSSSCP00000012823	ENSSSCG00000012042	Sus_scrofa_strain_reference
ENSSSCP00000057292	ENSSSCG00000037690	Sus_scrofa_strain_reference
ENSVPAP00000008522	ENSVPAG00000009156	Vicugna_pacos
ENSOARP00000013679	ENSOARG00000012773	Ovis_aries
ENSCHIP00000006188	ENSCHIG00000010079	Capra_hircus
ENSBIXP00000042112	ENSBIXG00000026221	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045859	ENSBIXG00005029258	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024326	ENSBTAG00000018278	Bos_taurus
ENSBMUP00000011632	ENSBMUG00000008927	Bos_mutus
ENSBBBP00000023987	ENSBBBG00000018809	Bison_bison_bison
ENSBBBP00000027736	ENSBBBG00000024088	Bison_bison_bison
ENSTTRP00000004488	ENSTTRG00000004768	Tursiops_truncatus
ENSUAMP00000037342	ENSUAMG00000028285	Ursus_americanus
ENSUMAP00000027700	ENSUMAG00000020104	Ursus_maritimus
ENSAMEP00000015502	ENSAMEG00000014708	Ailuropoda_melanoleuca
ENSNVIP00000008735	ENSNVIG00000006916	Neovison_vison
ENSMPUP00000001308	ENSMPUG00000001319	Mustela_putorius_furo
ENSCAFP00000057376	ENSCAFG00000009541	Canis_lupus_familiaris
ENSCAFP00000059798	ENSCAFG00000028733	Canis_lupus_familiaris
ENSCAFP00020031528	ENSCAFG00020024604	Canis_lupus_dingo
ENSCAFP00000041830	ENSCAFG00000001388	Canis_lupus_familiaris
ENSCAFP00020003287	ENSCAFG00020002794	Canis_lupus_dingo
ENSVVUP00000031524	ENSVVUG00000022930	Vulpes_vulpes
ENSCAFP00020002564	ENSCAFG00020002168	Canis_lupus_dingo
ENSCAFP00000041318	ENSCAFG00000002335	Canis_lupus_familiaris
ENSVVUP00000040510	ENSVVUG00000028885	Vulpes_vulpes
ENSUMAP00000031312	ENSUMAG00000022628	Ursus_maritimus
ENSUAMP00000026219	ENSUAMG00000020342	Ursus_americanus
