ENSCHAP00000042811	ENSCHAG00000019905	Clupea_harengus
ENSDCDP00000045688	ENSDCDG00000028784	Denticeps_clupeoides
ENSDARP00000032411	ENSDARG00000022183	Danio_rerio
ENSDARP00000041256	ENSDARG00000033285	Danio_rerio
ENSPNAP00000028829	ENSPNAG00000014672	Pygocentrus_nattereri
ENSIPUP00000031507	ENSIPUG00000021201	Ictalurus_punctatus
ENSEEEP00000050393	ENSEEEG00000023696	Electrophorus_electricus
ENSAPEP00000012745	ENSAPEG00000009066	Amphiprion_percula
ENSAOCP00000021471	ENSAOCG00000006360	Amphiprion_ocellaris
ENSAOCP00000031897	ENSAOCG00000023854	Amphiprion_ocellaris
ENSAOCP00000002695	ENSAOCG00000006122	Amphiprion_ocellaris
ENSAOCP00000021545	ENSAOCG00000006431	Amphiprion_ocellaris
ENSAPEP00000012701	ENSAPEG00000009047	Amphiprion_percula
ENSAPOP00000006659	ENSAPOG00000008600	Acanthochromis_polyacanthus
ENSAPOP00000025485	ENSAPOG00000008742	Acanthochromis_polyacanthus
ENSSPAP00000019980	ENSSPAG00000015060	Stegastes_partitus
ENSPRNP00000035958	ENSPRNG00000017995	Parambassis_ranga
ENSONIP00000000495	ENSONIG00000000391	Oreochromis_niloticus
ENSACIP00000004903	ENSACIG00000003619	Amphilophus_citrinellus
ENSPNYP00000008160	ENSPNYG00000006248	Pundamilia_nyererei
ENSHBUP00000016243	ENSHBUG00000018202	Haplochromis_burtoni
ENSMZEP00005036981	ENSMZEG00005027563	Maylandia_zebra
ENSMZEP00005036982	ENSMZEG00005027564	Maylandia_zebra
ENSNBRP00000000199	ENSNBRG00000000184	Neolamprologus_brichardi
ENSHBUP00000013647	ENSHBUG00000015462	Haplochromis_burtoni
ENSONIP00000000494	ENSONIG00000000390	Oreochromis_niloticus
ENSACIP00000004549	ENSACIG00000003342	Amphilophus_citrinellus
ENSMZEP00005011229	ENSMZEG00005008399	Maylandia_zebra
ENSPNYP00000023355	ENSPNYG00000017625	Pundamilia_nyererei
ENSNBRP00000025755	ENSNBRG00000019618	Neolamprologus_brichardi
ENSONIP00000016584	ENSONIG00000013188	Oreochromis_niloticus
ENSACLP00000007399	ENSACLG00000004114	Astatotilapia_calliptera
ENSGWIP00000052611	ENSGWIG00000025372	Gouania_willdenowi
ENSLBEP00000020310	ENSLBEG00000015319	Labrus_bergylta
ENSLBEP00000004909	ENSLBEG00000003797	Labrus_bergylta
ENSLCRP00005018074	ENSLCRG00005007437	Larimichthys_crocea
ENSCGOP00000033721	ENSCGOG00000015531	Cottoperca_gobio
ENSCGOP00000033907	ENSCGOG00000015714	Cottoperca_gobio
ENSSMAP00000033271	ENSSMAG00000020371	Scophthalmus_maximus
ENSCSEP00000025105	ENSCSEG00000015912	Cynoglossus_semilaevis
ENSSDUP00000018562	ENSSDUG00000013557	Seriola_dumerili
ENSSLDP00000033192	ENSSLDG00000025406	Seriola_lalandi_dorsalis
ENSMALP00000023558	ENSMALG00000016226	Monopterus_albus
ENSMAMP00000030632	ENSMAMG00000019052	Mastacembelus_armatus
ENSAPOP00000007656	ENSAPOG00000000274	Acanthochromis_polyacanthus
ENSHCOP00000009128	ENSHCOG00000011503	Hippocampus_comes
ENSHCOP00000008627	ENSHCOG00000010926	Hippocampus_comes
ENSPMGP00000025981	ENSPMGG00000020816	Periophthalmus_magnuspinnatus
ENSHHUP00000050865	ENSHHUG00000030661	Hucho_hucho
ENSPKIP00000015123	ENSPKIG00000001946	Paramormyrops_kingsleyae
ENSLOCP00000014599	ENSLOCG00000011872	Lepisosteus_oculatus
ENSECRP00000010908	ENSECRG00000007253	Erpetoichthys_calabaricus
ENSAOWP00000006521	ENSAOWG00000004482	Apteryx_owenii
ENSARWP00000000497	ENSARWG00000000435	Apteryx_rowi
ENSAHAP00000008991	ENSAHAG00000006573	Apteryx_haastii
ENSDNVP00000023518	ENSDNVG00000016357	Dromaius_novaehollandiae
ENSNPEP00000016106	ENSNPEG00000012000	Nothoprocta_perdicaria
ENSCPUP00000001175	ENSCPUG00000000919	Calidris_pugnax
ENSCPGP00000006765	ENSCPGG00000004842	Calidris_pygmaea
ENSMUNP00000011856	ENSMUNG00000009329	Melopsittacus_undulatus
ENSTGUP00000010761	ENSTGUG00000010435	Taeniopygia_guttata
ENSLSDP00000006710	ENSLSDG00000005078	Lonchura_striata_domestica
ENSSCAP00000022584	ENSSCAG00000016216	Serinus_canaria
ENSZALP00000007014	ENSZALG00000006298	Zonotrichia_albicollis
ENSJHYP00000006418	ENSJHYG00000005194	Junco_hyemalis
ENSFALP00000009215	ENSFALG00000008832	Ficedula_albicollis
ENSCCEP00000004056	ENSCCEG00000004519	Cyanistes_caeruleus
ENSPMJP00000005745	ENSPMJG00000004953	Parus_major
ENSLCOP00000023447	ENSLCOG00000016440	Lepidothrix_coronata
ENSMVIP00005001065	ENSMVIG00005000847	Manacus_vitellinus
ENSABRP00000007755	ENSABRG00000007104	Anser_brachyrhynchus
ENSAPLP00000028173	ENSAPLG00000027834	Anas_platyrhynchos_platyrhynchos
ENSGALP00000013682	ENSGALG00000008409	Gallus_gallus
ENSCJPP00005025513	ENSCJPG00005020011	Coturnix_japonica
ENSMGAP00000011082	ENSMGAG00000010660	Meleagris_gallopavo
ENSNMEP00000015241	ENSNMEG00000013532	Numida_meleagris
ENSCPRP00005017794	ENSCPRG00005012391	Crocodylus_porosus
ENSGAGP00000032785	ENSGAGG00000023430	Gopherus_agassizii
ENSCABP00000013215	ENSCABG00000009909	Chelonoidis_abingdonii
ENSCPBP00000034958	ENSCPBG00000024383	Chrysemys_picta_bellii
ENSPSIP00000012120	ENSPSIG00000010874	Pelodiscus_sinensis
ENSPVIP00000014618	ENSPVIG00000011297	Pogona_vitticeps
ENSACAP00000005091	ENSACAG00000005210	Anolis_carolinensis
ENSNSUP00000006437	ENSNSUG00000005079	Notechis_scutatus
ENSSMRP00000009728	ENSSMRG00000007742	Salvator_merianae
ENSSPUP00000011937	ENSSPUG00000009165	Sphenodon_punctatus
ENSPCIP00000035319	ENSPCIG00000026118	Phascolarctos_cinereus
ENSVURP00010032876	ENSVURG00010025060	Vombatus_ursinus
ENSMEUP00000008367	ENSMEUG00000009166	Notamacropus_eugenii
ENSSHAP00000019861	ENSSHAG00000016857	Sarcophilus_harrisii
ENSMODP00000055563	ENSMODG00000045729	Monodelphis_domestica
ENSPCIP00000035332	ENSPCIG00000026125	Phascolarctos_cinereus
ENSVURP00010032870	ENSVURG00010025057	Vombatus_ursinus
ENSPCIP00000017489	ENSPCIG00000013368	Phascolarctos_cinereus
ENSSHAP00000019239	ENSSHAG00000016340	Sarcophilus_harrisii
ENSMODP00000013573	ENSMODG00000010839	Monodelphis_domestica
ENSUAMP00000002571	ENSUAMG00000002346	Ursus_americanus
ENSUMAP00000032844	ENSUMAG00000023662	Ursus_maritimus
ENSAMEP00000019055	ENSAMEG00000018030	Ailuropoda_melanoleuca
ENSNVIP00000014331	ENSNVIG00000011271	Neovison_vison
ENSNVIP00000020405	ENSNVIG00000015962	Neovison_vison
ENSMPUP00000016689	ENSMPUG00000016794	Mustela_putorius_furo
ENSCAFP00020014117	ENSCAFG00020011416	Canis_lupus_dingo
ENSCAFP00000015576	ENSCAFG00000010593	Canis_lupus_familiaris
ENSVVUP00000006159	ENSVVUG00000004800	Vulpes_vulpes
ENSVVUP00000034557	ENSVVUG00000024944	Vulpes_vulpes
ENSPPRP00000029780	ENSPPRG00000022553	Panthera_pardus
ENSPTIP00000012590	ENSPTIG00000012599	Panthera_tigris_altaica
ENSFCAP00000017784	ENSFCAG00000025597	Felis_catus
ENSSARP00000012577	ENSSARG00000013909	Sorex_araneus
ENSSARP00000005356	ENSSARG00000005930	Sorex_araneus
ENSEEUP00000012465	ENSEEUG00000013684	Erinaceus_europaeus
ENSBTAP00000006245	ENSBTAG00000003989	Bos_taurus
ENSBBBP00000027296	ENSBBBG00000023450	Bison_bison_bison
ENSOARP00000001077	ENSOARG00000001043	Ovis_aries
ENSOARP00000008051	ENSOARG00000007504	Ovis_aries
ENSCHIP00000007470	ENSCHIG00000010963	Capra_hircus
ENSBBBP00000015719	ENSBBBG00000008631	Bison_bison_bison
ENSBMUP00000007582	ENSBMUG00000005965	Bos_mutus
ENSBTAP00000017435	ENSBTAG00000038540	Bos_taurus
ENSBIXP00000030044	ENSBIXG00000011854	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009718	ENSBIXG00005002028	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000007986	ENSOARG00000007446	Ovis_aries
ENSCHIP00000020864	ENSCHIG00000019373	Capra_hircus
ENSTTRP00000001783	ENSTTRG00000001901	Tursiops_truncatus
ENSSSCP00000011305	ENSSSCG00000022351	Sus_scrofa_strain_reference
ENSSSCP00000011304	ENSSSCG00000010610	Sus_scrofa_strain_reference
ENSVPAP00000010735	ENSVPAG00000011535	Vicugna_pacos
ENSEASP00005022037	ENSEASG00005015056	Equus_asinus_asinus
ENSMLUP00000012180	ENSMLUG00000013385	Myotis_lucifugus
ENSPVAP00000003986	ENSPVAG00000004209	Pteropus_vampyrus
ENSCCAP00000032525	ENSCCAG00000034281	Cebus_capucinus_imitator
ENSSBOP00000007906	ENSSBOG00000020871	Saimiri_boliviensis_boliviensis
ENSCJAP00000034269	ENSCJAG00000018474	Callithrix_jacchus
ENSCJAP00000040536	ENSCJAG00000021835	Callithrix_jacchus
ENSANAP00000030502	ENSANAG00000033006	Aotus_nancymaae
ENSGGOP00000004963	ENSGGOG00000005064	Gorilla_gorilla
ENSP00000358727	ENSG00000148834	Homo_sapiens
ENSPPAP00000012493	ENSPPAG00000029433	Pan_paniscus
ENSPTRP00000062706	ENSPTRG00000002925	Pan_troglodytes
ENSPPYP00000003064	ENSPPYG00000002633	Pongo_abelii
ENSNLEP00000018649	ENSNLEG00000015358	Nomascus_leucogenys
ENSTGEP00000027704	ENSTGEG00000022353	Theropithecus_gelada
ENSCATP00000006470	ENSCATG00000020176	Cercocebus_atys
ENSMNEP00000014207	ENSMNEG00000031275	Macaca_nemestrina
ENSMFAP00000001091	ENSMFAG00000033599	Macaca_fascicularis
ENSMMUP00000020110	ENSMMUG00000015334	Macaca_mulatta
ENSPANP00000020962	ENSPANG00000020878	Papio_anubis
ENSMLEP00000037338	ENSMLEG00000042764	Mandrillus_leucophaeus
ENSCSAP00000001566	ENSCSAG00000005249	Chlorocebus_sabaeus
ENSCANP00000003031	ENSCANG00000010929	Colobus_angolensis_palliatus
ENSPTEP00000021406	ENSPTEG00000022462	Piliocolobus_tephrosceles
