ENSRBIP00000007179	ENSRBIG00000027451	Rhinopithecus_bieti	ENSRBIT00000030749
ENSCANP00000035450	ENSCANG00000041408	Colobus_angolensis_palliatus
ENSMNEP00000018657	ENSMNEG00000033224	Macaca_nemestrina
ENSMFAP00000028608	ENSMFAG00000045648	Macaca_fascicularis
ENSPANP00000037558	ENSPANG00000009600	Papio_anubis
ENSMLEP00000026266	ENSMLEG00000037333	Mandrillus_leucophaeus
ENSCATP00000041764	ENSCATG00000043547	Cercocebus_atys
ENSPTEP00000011991	ENSPTEG00000013478	Piliocolobus_tephrosceles
ENSPTRP00000088341	ENSPTRG00000007678	Pan_troglodytes
ENSPPAP00000015579	ENSPPAG00000030926	Pan_paniscus
ENSGGOP00000043978	ENSGGOG00000005153	Gorilla_gorilla
ENSNLEP00000034887	ENSNLEG00000009537	Nomascus_leucogenys
