ENSPMJP00000015683	ENSPMJG00000011895	Parus_major
ENSACIP00000017850	ENSACIG00000013919	Amphilophus_citrinellus
ENSSTOP00000010463	ENSSTOG00000011662	Ictidomys_tridecemlineatus
ENSCCAP00000018100	ENSCCAG00000026878	Cebus_capucinus_imitator
ENSLSDP00000014698	ENSLSDG00000010610	Lonchura_striata_domestica
ENSNLEP00000047561	ENSNLEG00000035713	Nomascus_leucogenys
ENSACLP00000035562	ENSACLG00000024093	Astatotilapia_calliptera
ENSLACP00000018132	ENSLACG00000015974	Latimeria_chalumnae
ENSSDAP00000010854	ENSSDAG00000009813	Spermophilus_dauricus
ENSIPUP00000002965	ENSIPUG00000002118	Ictalurus_punctatus
ENSPMAP00000000061	ENSPMAG00000000057	Petromyzon_marinus
ENSPMAP00000006043	ENSPMAG00000005490	Petromyzon_marinus
ENSPMAP00000006047	ENSPMAG00000005494	Petromyzon_marinus	ENSPMAT00000006075
ENSMGAP00000009265	ENSMGAG00000008995	Meleagris_gallopavo
ENSMSIP00000033613	ENSMSIG00000028086	Mus_spicilegus
ENSCCEP00000016626	ENSCCEG00000015525	Cyanistes_caeruleus
ENSARWP00000020827	ENSARWG00000014233	Apteryx_rowi
ENSANAP00000021331	ENSANAG00000028459	Aotus_nancymaae
ENSCGRP00000017169	ENSCGRG00000012486	Cricetulus_griseus_CriGri_1.0
ENSUMAP00000031310	ENSUMAG00000022627	Ursus_maritimus
ENSORLP00020031116	ENSORLG00020015963	Oryzias_latipes_ASM223471v1
ENSACAP00000002012	ENSACAG00000002102	Anolis_carolinensis
ENSBSLP00000050252	ENSBSLG00000023882	Betta_splendens
ENSAOCP00000014294	ENSAOCG00000018952	Amphiprion_ocellaris
ENSAMXP00005019027	ENSAMXG00005009898	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTEP00000002989	ENSPTEG00000003535	Piliocolobus_tephrosceles
ENSTRUP00000056038	ENSTRUG00000021056	Takifugu_rubripes
ENSPTRP00000086312	ENSPTRG00000002005	Pan_troglodytes
ENSCGOP00000044852	ENSCGOG00000020107	Cottoperca_gobio
ENSAPEP00000014178	ENSAPEG00000010122	Amphiprion_percula
ENSNMEP00000016776	ENSNMEG00000014743	Numida_meleagris
ENSSPUP00000019387	ENSSPUG00000014930	Sphenodon_punctatus
ENSCPGP00000026773	ENSCPGG00000018453	Calidris_pygmaea
ENSAHAP00000025252	ENSAHAG00000017614	Apteryx_haastii
MGP_PahariEiJ_P0077020	MGP_PahariEiJ_G0028245	Mus_pahari_strain_PAHARI_EIJ
ENSDORP00000010253	ENSDORG00000010908	Dipodomys_ordii
ENSCSEP00000032418	ENSCSEG00000020802	Cynoglossus_semilaevis
ENSUPAP00010012284	ENSUPAG00010009979	Urocitellus_parryii
ENSPPYP00000000204	ENSPPYG00000000200	Pongo_abelii
ENSLAFP00000012138	ENSLAFG00000014487	Loxodonta_africana
ENSCGRP00001018953	ENSCGRG00001018543	Cricetulus_griseus_CHOK1GS_HDv1
ENSECRP00000022567	ENSECRG00000015272	Erpetoichthys_calabaricus
ENSCLAP00000004086	ENSCLAG00000002918	Chinchilla_lanigera
ENSGALP00000015365	ENSGALG00000009450	Gallus_gallus
ENSMLUP00000020856	ENSMLUG00000022199	Myotis_lucifugus
ENSFDAP00000009237	ENSFDAG00000017275	Fukomys_damarensis
ENSPVIP00000018578	ENSPVIG00000014193	Pogona_vitticeps
ENSODEP00000020149	ENSODEG00000014856	Octodon_degus
ENSDNOP00000014028	ENSDNOG00000018079	Dasypus_novemcinctus
ENSPCAP00000003397	ENSPCAG00000003665	Procavia_capensis
ENSDARP00000068814	ENSDARG00000052465	Danio_rerio
ENSHCOP00000003952	ENSHCOG00000000155	Hippocampus_comes
ENSXCOP00000002847	ENSXCOG00000002263	Xiphophorus_couchianus
ENSAPOP00000029181	ENSAPOG00000014901	Acanthochromis_polyacanthus
ENSNGAP00000007706	ENSNGAG00000010906	Nannospalax_galili
ENSCATP00000030163	ENSCATG00000038281	Cercocebus_atys
ENSMEUP00000000509	ENSMEUG00000000559	Notamacropus_eugenii
ENSPNYP00000030825	ENSPNYG00000023235	Pundamilia_nyererei
ENSLOCP00000020246	ENSLOCG00000016394	Lepisosteus_oculatus
ENSCHAP00000019006	ENSCHAG00000009766	Clupea_harengus
ENSCJAP00000011226	ENSCJAG00000006086	Callithrix_jacchus
ENSPCIP00000007908	ENSPCIG00000006600	Phascolarctos_cinereus
ENSUAMP00000005737	ENSUAMG00000005082	Ursus_americanus
MGP_CAROLIEiJ_P0021772	MGP_CAROLIEiJ_G0015013	Mus_caroli_strain_CAROLI_EIJ
ENSGMOP00000001867	ENSGMOG00000001762	Gadus_morhua
ENSFALP00000012573	ENSFALG00000012041	Ficedula_albicollis
ENSSMRP00000000012	ENSSMRG00000000023	Salvator_merianae
ENSPSMP00000003580	ENSPSMG00000002930	Prolemur_simus
ENSPRNP00000055002	ENSPRNG00000025817	Parambassis_ranga
ENSORLP00015010018	ENSORLG00015010842	Oryzias_latipes_ASM223469v1
ENSPLAP00000029713	ENSPLAG00000020166	Poecilia_latipinna
ENSPFOP00000019025	ENSPFOG00000018913	Poecilia_formosa
ENSTNIP00000019496	ENSTNIG00000016399	Tetraodon_nigroviridis
ENSTGEP00000006902	ENSTGEG00000005638	Theropithecus_gelada
ENSMMUP00000005852	ENSMMUG00000004379	Macaca_mulatta
ENSMAUP00000018093	ENSMAUG00000016774	Mesocricetus_auratus
ENSLCAP00010041107	ENSLCAG00010019288	Lates_calcarifer
ENSCMIP00000026055	ENSCMIG00000011441	Callorhinchus_milii
ENSLBEP00000013059	ENSLBEG00000010040	Labrus_bergylta
ENSSFOP00015011431	ENSSFOG00015007383	Scleropages_formosus
ENSMFAP00000021741	ENSMFAG00000035766	Macaca_fascicularis
ENSKMAP00000024791	ENSKMAG00000018361	Kryptolebias_marmoratus
ENSXCOP00000002850	ENSXCOG00000002266	Xiphophorus_couchianus
ENSATEP00000024554	ENSATEG00000017056	Anabas_testudineus
ENSXETP00000038908	ENSXETG00000019001	Xenopus_tropicalis
ENSHBUP00000016037	ENSHBUG00000018018	Haplochromis_burtoni
ENSMVIP00005002774	ENSMVIG00005002179	Manacus_vitellinus
ENSOMEP00000035874	ENSOMEG00000023371	Oryzias_melastigma
ENSDNVP00000007770	ENSDNVG00000005526	Dromaius_novaehollandiae
ENSNPEP00000020809	ENSNPEG00000015463	Nothoprocta_perdicaria
ENSAOWP00000015732	ENSAOWG00000010703	Apteryx_owenii
ENSTGUP00000002782	ENSTGUG00000002705	Taeniopygia_guttata
ENSGAFP00000001048	ENSGAFG00000000723	Gambusia_affinis
ENSCVAP00000021375	ENSCVAG00000003375	Cyprinodon_variegatus
ENSLCOP00000013201	ENSLCOG00000009528	Lepidothrix_coronata
ENSHGLP00100014391	ENSHGLG00100010643	Heterocephalus_glaber_HetGla_1.0
ENSMUNP00000017147	ENSMUNG00000013179	Melopsittacus_undulatus
ENSMALP00000029057	ENSMALG00000020096	Monopterus_albus
ENSMUSP00000045838	ENSMUSG00000039384	Mus_musculus_strain_reference_(CL57BL6)
ENSONIP00000007529	ENSONIG00000005979	Oreochromis_niloticus
ENSCABP00000008488	ENSCABG00000006422	Chelonoidis_abingdonii	ENSCABT00000009310
ENSPMEP00000016147	ENSPMEG00000018787	Poecilia_mexicana
ENSEEEP00000044154	ENSEEEG00000020864	Electrophorus_electricus
ENSFHEP00000021005	ENSFHEG00000022967	Fundulus_heteroclitus
ENSNBRP00000028800	ENSNBRG00000021944	Neolamprologus_brichardi
ENSJHYP00000005005	ENSJHYG00000004105	Junco_hyemalis
ENSVURP00010022058	ENSVURG00010016910	Vombatus_ursinus
ENSORLP00000015091	ENSORLG00000012052	Oryzias_latipes_ASM223467v1
ENSSBOP00000022863	ENSSBOG00000027947	Saimiri_boliviensis_boliviensis
ENSEBUP00000003858	ENSEBUG00000002764	Eptatretus_burgeri	ENSEBUT00000004255
ENSSARP00000010662	ENSSARG00000011816	Sorex_araneus
ENSEASP00005008855	ENSEASG00005006366	Equus_asinus_asinus
ENSLACP00000012178	ENSLACG00000010718	Latimeria_chalumnae
ENSMODP00000005757	ENSMODG00000004672	Monodelphis_domestica
ENSMUGP00000030625	ENSMUGG00000025459	Meriones_unguiculatus
ENSOCUP00000006515	ENSOCUG00000007533	Oryctolagus_cuniculus
ENSCAFP00000020085	ENSCAFG00000013641	Canis_lupus_familiaris
ENSBMUP00000007179	ENSBMUG00000005672	Bos_mutus
ENSMMMP00000027686	ENSMMMG00000024177	Marmota_marmota_marmota
ENSCPUP00000026775	ENSCPUG00000018008	Calidris_pugnax
ENSPPAP00000024617	ENSPPAG00000035438	Pan_paniscus
ENSPNAP00000024528	ENSPNAG00000009103	Pygocentrus_nattereri
ENSCANP00000039603	ENSCANG00000043469	Colobus_angolensis_palliatus
ENSCABP00000000842	ENSCABG00000000726	Chelonoidis_abingdonii
ENSOGAP00000003021	ENSOGAG00000003389	Otolemur_garnettii
ENSMPUP00000003917	ENSMPUG00000003948	Mustela_putorius_furo
ENSP00000355866	ENSG00000143507	Homo_sapiens
ENSOARP00000014156	ENSOARG00000013213	Ovis_aries
ENSGACP00000013288	ENSGACG00000010062	Gasterosteus_aculeatus
ENSNVIP00000022606	ENSNVIG00000017616	Neovison_vison
ENSCSAP00000011960	ENSCSAG00000015883	Chlorocebus_sabaeus
ENSSSCP00000011546	ENSSSCG00000010831	Sus_scrofa_strain_reference
ENSOPRP00000014319	ENSOPRG00000015688	Ochotona_princeps
ENSCPRP00005003631	ENSCPRG00005002657	Crocodylus_porosus
ENSPVAP00000000404	ENSPVAG00000000434	Pteropus_vampyrus
ENSTSYP00000013545	ENSTSYG00000014761	Carlito_syrichta
ENSPKIP00000015085	ENSPKIG00000001920	Paramormyrops_kingsleyae
ENSELUP00000013272	ENSELUG00000013415	Esox_lucius
ENSCAPP00000001694	ENSCAPG00000003516	Cavia_aperea
ENSGAGP00000012032	ENSGAGG00000009266	Gopherus_agassizii	ENSGAGT00000013778
ENSGWIP00000047460	ENSGWIG00000023355	Gouania_willdenowi
ENSPTIP00000024315	ENSPTIG00000020455	Panthera_tigris_altaica
ENSBTAP00000002265	ENSBTAG00000001729	Bos_taurus
ENSPREP00000011992	ENSPREG00000008154	Poecilia_reticulata
ENSCCNP00000003364	ENSCCNG00000003613	Castor_canadensis
ENSMAMP00000007173	ENSMAMG00000004879	Mastacembelus_armatus
ENSMNEP00000010287	ENSMNEG00000029567	Macaca_nemestrina
ENSECAP00000008250	ENSECAG00000010347	Equus_caballus
ENSMOCP00000000500	ENSMOCG00000000398	Microtus_ochrogaster
ENSFCAP00000014080	ENSFCAG00000015180	Felis_catus
ENSBBBP00000010798	ENSBBBG00000004756	Bison_bison_bison
ENSMICP00000042914	ENSMICG00000037572	Microcebus_murinus
ENSNSUP00000013382	ENSNSUG00000009978	Notechis_scutatus
ENSRROP00000015570	ENSRROG00000031962	Rhinopithecus_roxellana
ENSSPAP00000021975	ENSSPAG00000016609	Stegastes_partitus
ENSAMEP00000007293	ENSAMEG00000006928	Ailuropoda_melanoleuca
ENSPEMP00000026469	ENSPEMG00000022574	Peromyscus_maniculatus_bairdii
ENSVVUP00000014117	ENSVVUG00000010349	Vulpes_vulpes
ENSBIXP00000037404	ENSBIXG00000020958	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSDAP00000024979	ENSSDAG00000022733	Spermophilus_dauricus
ENSMMOP00000000199	ENSMMOG00000000169	Mola_mola
ENSMLUP00000021244	ENSMLUG00000030167	Myotis_lucifugus
ENSCHIP00000022475	ENSCHIG00000020432	Capra_hircus
ENSCJPP00005007896	ENSCJPG00005007167	Coturnix_japonica
ENSCPBP00000000207	ENSCPBG00000000203	Chrysemys_picta_bellii
ENSVURP00010012655	ENSVURG00010009764	Vombatus_ursinus
ENSCAFP00020002968	ENSCAFG00020002486	Canis_lupus_dingo
ENSRNOP00000005400	ENSRNOG00000004003	Rattus_norvegicus
ENSCPOP00000011913	ENSCPOG00000013232	Cavia_porcellus
ENSCGRP00015011711	ENSCGRG00015008997	Cricetulus_griseus_CriGri-PICR
ENSXMAP00000036571	ENSXMAG00000023151	Xiphophorus_maculatus
