ENSVURP00010013192	ENSVURG00010010136	Vombatus_ursinus	ENSVURT00010015007
ENSPCIP00000035994	ENSPCIG00000026560	Phascolarctos_cinereus	ENSPCIT00000044292
ENSMODP00000010675	ENSMODG00000023331	Monodelphis_domestica	ENSMODT00000010885
ENSUMAP00000021795	ENSUMAG00000015944	Ursus_maritimus
ENSVVUP00000035892	ENSVVUG00000025799	Vulpes_vulpes
ENSPTIP00000012112	ENSPTIG00000012307	Panthera_tigris_altaica
ENSMLEP00000030666	ENSMLEG00000039531	Mandrillus_leucophaeus
ENSCANP00000023777	ENSCANG00000035300	Colobus_angolensis_palliatus
ENSPEMP00000033111	ENSPEMG00000029702	Peromyscus_maniculatus_bairdii
ENSMAUP00000013059	ENSMAUG00000013199	Mesocricetus_auratus
ENSSDAP00000009942	ENSSDAG00000009063	Spermophilus_dauricus
ENSCLAP00000013186	ENSCLAG00000009104	Chinchilla_lanigera
ENSOCUP00000005988	ENSOCUG00000006928	Oryctolagus_cuniculus
ENSLAFP00000027617	ENSLAFG00000029029	Loxodonta_africana
ENSCHIP00000027960	ENSCHIG00000023667	Capra_hircus
ENSCHIP00000016546	ENSCHIG00000016764	Capra_hircus
ENSBMUP00000033626	ENSBMUG00000025095	Bos_mutus
ENSBBBP00000001520	ENSBBBG00000001860	Bison_bison_bison
ENSBIXP00005000803	ENSBIXG00005029805	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAFP00020000157	ENSCAFG00020000195	Canis_lupus_dingo
ENSEASP00005014430	ENSEASG00005010040	Equus_asinus_asinus
ENSDORP00000004563	ENSDORG00000004879	Dipodomys_ordii
ENSCCNP00000033373	ENSCCNG00000031580	Castor_canadensis
ENSCGRP00001020219	ENSCGRG00001019438	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012844	ENSCGRG00000009353	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000018248	ENSMOCG00000016607	Microtus_ochrogaster
MGP_SPRETEiJ_P0026858	MGP_SPRETEiJ_G0016894	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000054852	ENSMUSG00000020484	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000022043	ENSMSIG00000018714	Mus_spicilegus
MGP_CAROLIEiJ_P0025526	MGP_CAROLIEiJ_G0016052	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0030423	MGP_PahariEiJ_G0016839	Mus_pahari_strain_PAHARI_EIJ
ENSNGAP00000015700	ENSNGAG00000016645	Nannospalax_galili
ENSUPAP00010014577	ENSUPAG00010011685	Urocitellus_parryii
ENSHGLP00000009886	ENSHGLG00000007091	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023221	ENSHGLG00100017064	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000007019	ENSCPOG00000007796	Cavia_porcellus
ENSP00000216037	ENSG00000100219	Homo_sapiens
ENSPPYP00000013025	ENSPPYG00000011678	Pongo_abelii
ENSCSAP00000006189	ENSCSAG00000009947	Chlorocebus_sabaeus
ENSOANP00000014046	ENSOANG00000008817	Ornithorhynchus_anatinus
ENSABRP00000026674	ENSABRG00000022288	Anser_brachyrhynchus
ENSAPLP00000030925	ENSAPLG00000023946	Anas_platyrhynchos_platyrhynchos
ENSGALP00000009296	ENSGALG00000005796	Gallus_gallus
ENSCJPP00005009731	ENSCJPG00005008522	Coturnix_japonica
ENSNMEP00000025520	ENSNMEG00000021607	Numida_meleagris
ENSMUNP00000017122	ENSMUNG00000013160	Melopsittacus_undulatus
ENSLCOP00000017694	ENSLCOG00000012500	Lepidothrix_coronata
ENSMVIP00005021270	ENSMVIG00005014967	Manacus_vitellinus
ENSTGUP00000008184	ENSTGUG00000007938	Taeniopygia_guttata
ENSLSDP00000017544	ENSLSDG00000012566	Lonchura_striata_domestica
ENSSCAP00000007140	ENSSCAG00000005522	Serinus_canaria
ENSZALP00000001130	ENSZALG00000001374	Zonotrichia_albicollis
ENSCCEP00000017271	ENSCCEG00000016024	Cyanistes_caeruleus
ENSPMJP00000017913	ENSPMJG00000013425	Parus_major
ENSFALP00000008660	ENSFALG00000008312	Ficedula_albicollis
ENSCPGP00000002034	ENSCPGG00000001513	Calidris_pygmaea
ENSCPUP00000008413	ENSCPUG00000006059	Calidris_pugnax
ENSARWP00000024335	ENSARWG00000016578	Apteryx_rowi
ENSAOWP00000021407	ENSAOWG00000014465	Apteryx_owenii
ENSDNVP00000015698	ENSDNVG00000011062	Dromaius_novaehollandiae
ENSNPEP00000011130	ENSNPEG00000008359	Nothoprocta_perdicaria
ENSCPRP00005014496	ENSCPRG00005010211	Crocodylus_porosus
ENSGAGP00000027908	ENSGAGG00000020267	Gopherus_agassizii
ENSCABP00000030424	ENSCABG00000022258	Chelonoidis_abingdonii
ENSCPBP00000039485	ENSCPBG00000027208	Chrysemys_picta_bellii
ENSSMRP00000027288	ENSSMRG00000021036	Salvator_merianae
ENSNSUP00000025934	ENSNSUG00000018644	Notechis_scutatus
ENSSFOP00015030618	ENSSFOG00015019637	Scleropages_formosus
ENSPKIP00000027360	ENSPKIG00000009461	Paramormyrops_kingsleyae
ENSPKIP00000007717	ENSPKIG00000023506	Paramormyrops_kingsleyae
ENSSFOP00015026701	ENSSFOG00015017151	Scleropages_formosus
ENSAMXP00005029938	ENSAMXG00005014760	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000029797	ENSAMXG00000038830	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000025403	ENSPNAG00000010470	Pygocentrus_nattereri
ENSEEEP00000017375	ENSEEEG00000008589	Electrophorus_electricus
ENSDARP00000106586	ENSDARG00000035622	Danio_rerio
ENSDCDP00000039481	ENSDCDG00000026232	Denticeps_clupeoides
ENSSDUP00000024540	ENSSDUG00000017826	Seriola_dumerili
ENSSLDP00000019223	ENSSLDG00000015074	Seriola_lalandi_dorsalis
ENSLCAP00010033675	ENSLCAG00010015824	Lates_calcarifer
ENSATEP00000007816	ENSATEG00000005474	Anabas_testudineus
ENSCGOP00000026831	ENSCGOG00000012625	Cottoperca_gobio
ENSLCRP00005049746	ENSLCRG00005018764	Larimichthys_crocea
ENSCSEP00000032622	ENSCSEG00000020932	Cynoglossus_semilaevis
ENSCSEP00000012062	ENSCSEG00000007778	Cynoglossus_semilaevis
ENSMALP00000001692	ENSMALG00000001265	Monopterus_albus
ENSBSLP00000017332	ENSBSLG00000009103	Betta_splendens
ENSLBEP00000010680	ENSLBEG00000008258	Labrus_bergylta
ENSAOCP00000024152	ENSAOCG00000010765	Amphiprion_ocellaris
ENSAPOP00000019689	ENSAPOG00000023158	Acanthochromis_polyacanthus
ENSSPAP00000021685	ENSSPAG00000016370	Stegastes_partitus
ENSPRNP00000006075	ENSPRNG00000003638	Parambassis_ranga
ENSHBUP00000008913	ENSHBUG00000010399	Haplochromis_burtoni
ENSPNYP00000010129	ENSPNYG00000007695	Pundamilia_nyererei
ENSMZEP00005029192	ENSMZEG00005021761	Maylandia_zebra
ENSACLP00000034809	ENSACLG00000023572	Astatotilapia_calliptera
ENSNBRP00000020365	ENSNBRG00000015672	Neolamprologus_brichardi
ENSPMEP00000025231	ENSPMEG00000008070	Poecilia_mexicana
ENSGAFP00000009827	ENSGAFG00000006682	Gambusia_affinis
ENSXMAP00000002668	ENSXMAG00000002665	Xiphophorus_maculatus
ENSFHEP00000023871	ENSFHEG00000005134	Fundulus_heteroclitus
ENSCVAP00000014714	ENSCVAG00000017394	Cyprinodon_variegatus
ENSKMAP00000002606	ENSKMAG00000001993	Kryptolebias_marmoratus
ENSORLP00015018041	ENSORLG00015019090	Oryzias_latipes_ASM223469v1
